Date Time,Elapsed,ECR,ECR,ECR,EXR,EXR,EXR,EXR,EDR,EDR,EDR,EDR,ETR,ETR,ETR,ETC,ETC,ETC,ETC,ETD,ETD,ETX,ETX,ETX
1/12/23 9:31,40,0.05702226,0.0446316,0.03665851,0.04567393,0.05546612,0.07883742,0.0857387,0.03489913,0.007125986,0.022695,0.03115332,0.2172321,0.1491108,0.1410966,0.03039295,0.04956907,0.02506961,0.03702197,0.01638812,0.01939069,0.05409413,0.06418015,0.07564382
1/12/23 13:31,44,0.06628902,0.0449166,0.0509921,0.05173107,0.05882488,0.07485672,0.09460905,0.03321129,0.004024545,0.01332369,0.02773686,0.2566415,0.1690639,0.1689466,0.03575133,0.05752713,0.03318124,0.03811327,0.009532975,0.01420926,0.06404703,0.06736923,0.08391926
1/12/23 17:31,48,0.07651799,0.0549421,0.0548512,0.05211434,0.05495515,0.0648382,0.1004195,0.02278661,0.002148007,0.008525102,0.02102126,0.2849499,0.1894919,0.1898002,0.04483624,0.05638777,0.03658749,0.04344653,0.006000805,0.01347196,0.05498978,0.06962392,0.08844885
1/12/23 21:31,52,0.08785538,0.06296079,0.06437109,0.0512878,0.05283269,0.06867947,0.0948133,0.01106835,0.001339194,0.006676341,0.01433772,0.3130147,0.217338,0.2100527,0.04327024,0.05937434,0.04666495,0.04656272,0.005488633,0.01677283,0.05346218,0.06848435,0.08042116
1/13/23 1:31,56,0.08653311,0.07943757,0.07221317,0.04229423,0.04500832,0.06104054,0.09235156,0.008355852,0.001406579,0.005301083,0.007854909,0.3505505,0.240561,0.2479503,0.04170825,0.07053211,0.05191338,0.05091705,0.004216576,0.008644583,0.05078542,0.05413115,0.0720044
1/13/23 5:31,60,0.1098257,0.0882653,0.08956049,0.04392714,0.03384899,0.06372352,0.09457172,0.008812925,0.000980775,0.006670678,0.007824454,0.3744581,0.2492357,0.2652039,0.05730687,0.07041769,0.05936529,0.05373128,0.003330296,0.002373859,0.04640796,0.04957268,0.06190785
1/13/23 9:31,64,0.1131898,0.08411413,0.08804378,0.04823115,0.03328815,0.05618656,0.08195941,0.007421419,0.001001194,0.002537064,0.005020635,0.3885688,0.2667608,0.2839502,0.06580672,0.07246485,0.06433049,0.04959042,0.003604685,0.002599679,0.03828455,0.03281498,0.04573842
1/13/23 13:31,68,0.1374979,0.07448418,0.1008494,0.06541135,0.02941884,0.04580524,0.08388534,0.00690748,0.000858164,0.003485598,0.003846046,0.4055031,0.2654581,0.3063105,0.07620391,0.06539992,0.04531427,0.05437668,0.003501211,0.002157807,0.03415008,0.02125782,0.03411041
1/13/23 17:31,72,0.1660906,0.1132641,0.1178612,0.05665287,0.06934967,0.06145653,0.1789963,0.01048393,0.00535574,0.006279639,0.01004365,0.4508879,0.3479569,0.3053713,0.06137632,0.106435,0.06997086,0.09908605,0.01324452,0.01705991,0.08657718,0.05478937,0.08025453
1/13/23 21:31,76,0.1859932,0.1239033,0.1312091,0.05611214,0.05609474,0.07398192,0.1608623,0.007740214,0.07074632,0.02527431,0.01066983,0.4486447,0.3581632,0.2925543,0.06194534,0.1190439,0.07361545,0.1025058,0.006703876,0.01553499,0.07483827,0.06699216,0.1030173
1/14/23 1:31,80,0.1745842,0.1124345,0.1272658,0.06464251,0.05081622,0.06675762,0.1470636,0.01295243,0.007351292,0.01552896,0.01275315,0.4469448,0.3164755,0.2933948,0.06535263,0.1206211,0.066924,0.1166814,0.007985055,0.0130611,0.06992516,0.07761662,0.09969787
1/14/23 5:31,84,0.207634,0.1200038,0.1418746,0.0736354,0.04680679,0.06518228,0.1540741,0.01326408,0.03787941,0.01435808,0.01460212,0.4357417,0.3365848,0.2935502,0.06777172,0.1246446,0.07782533,0.1310131,0.005139204,0.005210822,0.06767189,0.06826924,0.09529939
1/14/23 9:31,88,0.2018393,0.1145196,0.1401702,0.07289944,0.04709726,0.07143359,0.1501989,0.01311767,0.05013057,0.01462753,0.01070687,0.4449764,0.3312445,0.2929708,0.07400516,0.1261202,0.07464338,0.1240906,0.008684409,0.005301545,0.07193164,0.06122159,0.09410706
1/14/23 13:31,92,0.2159099,0.122455,0.1385921,0.07727439,0.050703,0.07039487,0.1337123,0.01848183,0.0596174,0.01578278,0.005352415,0.4256173,0.3267897,0.2834314,0.07813897,0.1401942,0.07511825,0.124655,0.006411252,0.005103215,0.06747369,0.05259701,0.0560289
1/14/23 17:31,96,0.2181898,0.1274035,0.1261898,0.07499579,0.04113669,0.07538282,0.1273075,0.0159044,0.07779288,0.01556283,0.00558793,0.4388146,0.3482347,0.2796553,0.08088625,0.1412457,0.07623469,0.1269192,0.008384181,0.005454644,0.05221806,0.03947709,0.04830837
1/14/23 21:31,100,0.2162335,0.1341334,0.1393864,0.08004294,0.03858808,0.06267586,0.1244855,0.00918907,0.03999231,0.01288419,0.004098688,0.4411395,0.3275017,0.3059564,0.08441419,0.1420084,0.06931984,0.117287,0.006685865,0.00520224,0.06725578,0.06144984,0.04014588
1/15/23 1:31,104,0.2232831,0.1322052,0.116498,0.08510708,0.03452851,0.07632417,0.1121726,0.01269769,0.03643403,0.0165244,0.01272039,0.4724576,0.3184497,0.2934715,0.08917622,0.1239047,0.07170544,0.1142581,0.00537438,0.005040377,0.05533283,0.0438318,0.02153848
1/15/23 5:31,108,0.2409756,0.1325944,0.1454676,0.08608496,0.03499948,0.07786579,0.1100782,0.01301056,0.02698146,0.0128459,0.01110325,0.4474804,0.3235273,0.2775517,0.07764627,0.1216081,0.06324515,0.1025744,0.004741756,0.005648817,0.07051414,0.06624608,0.02066335
1/15/23 9:31,112,0.2446429,0.1416615,0.1519502,0.09819344,0.02440313,0.07565129,0.1043185,0.01315508,0.02989231,0.01549762,0.017489,0.4261205,0.3252516,0.2708184,0.0851025,0.1266841,0.05969697,0.09523986,0.006669955,0.004497992,0.06830525,0.06460705,0.01213863
1/15/23 13:31,116,0.2659166,0.1163787,0.1506281,0.09686169,0.0232106,0.07461733,0.1106833,0.01015214,0.02692343,0.0147239,0.01423792,0.4349679,0.3037358,0.2411999,0.08487854,0.1393425,0.06313597,0.08872166,0.004692546,0.0051662,0.06582118,0.08337989,0.01342762
1/15/23 17:31,120,0.2564935,0.1026351,0.1467437,0.09923543,0.016611,0.06817129,0.119057,0.01520475,0.05590978,0.01445061,0.01333831,0.4389534,0.3027944,0.2348022,0.07915236,0.1300152,0.04724064,0.09561666,0.003857776,0.003963346,0.06612346,0.07572382,0.01089128
1/15/23 21:31,124,0.2819871,0.09354494,0.1081723,0.08820274,0.01575969,0.06703781,0.1020303,0.01169826,0.04786205,0.01430469,0.01410408,0.4621954,0.2930925,0.2626569,0.09275154,0.1270849,0.03513236,0.09318456,0.007103217,0.003880223,0.05550784,0.05775532,0.01171436
1/16/23 1:31,128,0.269476,0.1036943,0.1150062,0.08580104,0.01789633,0.07334492,0.09919444,0.009525943,0.02948044,0.01210186,0.01176909,0.4559066,0.2818543,0.2212401,0.09620755,0.1340938,0.02854864,0.08613817,0.00371913,0.004502313,0.06276266,0.06220398,0.01160477
1/16/23 5:31,132,0.2913837,0.1130745,0.1344474,0.09988008,0.01737086,0.07636051,0.09654889,0.00881745,0.0333128,0.01092945,0.01447032,0.4563236,0.2649853,0.2073953,0.09335399,0.1266099,0.03405983,0.08412769,0.00275,0.004213873,0.0614569,0.06599423,0.01011698
1/16/23 9:31,136,0.2625342,0.0926171,0.1654314,0.09431611,0.01899467,0.08267608,0.1134577,0.007854061,0.02846864,0.009796753,0.01846172,0.4399258,0.2565927,0.1917386,0.09585205,0.1313217,0.03429146,0.08636553,0.005503577,0.004948069,0.06080147,0.06780385,0.01119883
1/16/23 13:31,140,0.2364579,0.1004984,0.167931,0.08930608,0.02017805,0.0792655,0.09348745,0.008870035,0.01820349,0.008286671,0.01549833,0.4062213,0.2415909,0.1932795,0.1109308,0.1337257,0.03210011,0.0838821,0.005970268,0.003914851,0.07011882,0.0681824,0.01135277
1/16/23 17:31,144,0.2381004,0.116531,0.1767519,0.08444002,0.02029223,0.0833071,0.1069678,0.0042293,0.01979037,0.009482929,0.009385191,0.4246196,0.2260777,0.1779163,0.111654,0.1448239,0.0324572,0.07951922,0.005282149,0.003179114,0.05909555,0.06246443,0.01069235
1/16/23 21:31,148,0.2296225,0.1072628,0.1840623,0.08549892,0.02052583,0.0718853,0.1058773,0.007276254,0.0328714,0.009630817,0.01900151,0.4000908,0.2255308,0.1868344,0.1206446,0.1400517,0.03234759,0.08856069,0.005372852,0.003345632,0.05610349,0.05641543,0.01340002
1/17/23 1:31,152,0.2360158,0.1389765,0.162137,0.1016207,0.02193592,0.08107785,0.1124702,0.007890789,0.02054483,0.01054761,0.01483847,0.4213,0.2356983,0.2182937,0.1171614,0.1286848,0.03315125,0.08048008,0.005208873,0.003647892,0.0608328,0.06194671,0.0104997
1/17/23 5:31,156,0.2449487,0.1481879,0.1735095,0.09316591,0.02101343,0.0858185,0.133328,0.008570973,0.01854517,0.009676033,0.01059773,0.4381876,0.2278507,0.1786175,0.1255178,0.1209448,0.03035138,0.08320966,0.004511201,0.003500738,0.05948732,0.05787161,0.01149894
1/17/23 9:31,160,0.2316344,0.1223382,0.183016,0.09264593,0.02219985,0.09016971,0.110923,0.006720407,0.02179353,0.01203101,0.01377349,0.4157796,0.2086276,0.1743561,0.127905,0.1209875,0.03763865,0.08463125,0.004918654,0.003040144,0.06447591,0.04641401,0.01057342
1/17/23 13:31,164,0.227897,0.1274518,0.1971028,0.08478937,0.02355266,0.09828846,0.1176278,0.008752796,0.01999481,0.01020996,0.008657726,0.4313667,0.2292749,0.1827339,0.1209721,0.117642,0.03769189,0.09349357,0.002746284,0.003214915,0.0582168,0.05650693,0.01132197
1/17/23 17:31,168,0.2458646,0.132445,0.1703375,0.08466481,0.02264345,0.08285356,0.1312915,0.009548818,0.01860424,0.01100257,0.008047019,0.4337526,0.2139558,0.173332,0.1310887,0.1065163,0.04057898,0.09210248,0.004342836,0.002526708,0.05683856,0.05328596,0.01188891
1/17/23 21:31,172,0.2424662,0.1145355,0.1906323,0.09155076,0.02222273,0.09963714,0.1401352,0.006711908,0.02139011,0.009356179,0.00950697,0.4412451,0.2215862,0.1702396,0.1194113,0.1155207,0.04038913,0.09994052,0.002615358,0.003048681,0.06735767,0.04704649,0.01026298
1/18/23 1:31,176,0.2537109,0.1135671,0.1980246,0.0897692,0.0202204,0.08960734,0.1321093,0.01012402,0.01703837,0.01010094,0.01086276,0.4740492,0.2282702,0.169917,0.1299581,0.110717,0.03744229,0.09931738,0.003651906,0.002940371,0.06233207,0.05213301,0.01430327
1/18/23 5:31,180,0.2520794,0.1233812,0.2002445,0.09668621,0.02209555,0.09819494,0.1350137,0.00770481,0.01572118,0.01051037,0.01045936,0.4771111,0.2281948,0.1872157,0.1266339,0.09395508,0.0320901,0.1103118,0.006102362,0.002971631,0.06391735,0.05891886,0.01066426
1/18/23 9:31,184,0.2349204,0.1332542,0.1943355,0.09801133,0.02208984,0.09623028,0.121842,0.006627236,0.02299982,0.008181029,0.01019904,0.496836,0.2247248,0.2043895,0.1233006,0.1057886,0.02576424,0.1018233,0.00238011,0.002866056,0.06985611,0.05357618,0.008675242
1/18/23 13:31,188,0.2025813,0.1191563,0.1958027,0.1047949,0.02112724,0.09193868,0.1123962,0.009424187,0.02038996,0.007536782,0.008732771,0.5078757,0.2181663,0.1776951,0.1415234,0.0926266,0.03606176,0.1089557,0.006629308,0.002775886,0.06417635,0.05352413,0.01155255
1/18/23 17:31,192,0.1959113,0.1262521,0.2044556,0.1014601,0.02239944,0.08795022,0.1360099,0.008609205,0.02354745,0.008601199,0.01150944,0.5172879,0.2306965,0.1645471,0.1448064,0.100569,0.03542421,0.1144469,0.002171831,0.003312927,0.06848469,0.05073461,0.01088002
1/18/23 21:31,196,0.1390654,0.05597001,0.1602408,0.1179612,0.05168904,0.1515021,0.1464579,0.01560707,0.01368116,0.009310415,0.03878426,0.6444862,0.2871879,0.3417077,0.1674952,0.2064075,0.09982446,0.1913058,0.01100375,0.003721914,0.0552616,0.1928747,0.02687155
1/19/23 1:31,200,0.1253726,0.04597845,0.1673651,0.1359805,0.03818777,0.1420223,0.1417475,0.02345524,0.01391144,0.01683907,0.02622492,0.6051423,0.2678426,0.3445977,0.1703083,0.1984279,0.1042939,0.1814766,0.01032179,0.003921249,0.06953134,0.1182907,0.02657206
1/19/23 5:31,204,0.123104,0.03594254,0.1542338,0.1162015,0.03970373,0.1258903,0.1161706,0.01104101,0.01018818,0.01057807,0.02343052,0.5956576,0.2803988,0.3438527,0.1609566,0.2291941,0.08837964,0.185451,0.009875011,0.003806829,0.05623879,0.1501603,0.02411027
1/19/23 9:31,208,0.1177101,0.03417905,0.1687834,0.1152804,0.04515084,0.1168506,0.1156782,0.01535017,0.0186553,0.01027219,0.01925502,0.6456136,0.2753969,0.349145,0.160037,0.1842289,0.08488147,0.156862,0.005971675,0.003274193,0.05071888,0.1873259,0.02536758
1/19/23 13:31,212,0.112775,0.02981482,0.1341739,0.1068591,0.01838792,0.1150569,0.1251507,0.01972316,0.01379382,0.01599901,0.0172547,0.6275397,0.2518955,0.3371019,0.1507935,0.2016987,0.08681197,0.1542233,0.00938668,0.004787727,0.05234482,0.1131769,0.02341712
1/19/23 17:31,216,0.1080984,0.02712027,0.1586142,0.08611555,0.02042435,0.1057956,0.1138373,0.01524842,0.01087318,0.01766932,0.02056507,0.6165544,0.2363485,0.3688164,0.1559148,0.2012875,0.07315013,0.1576201,0.006050119,0.003919135,0.04238428,0.138103,0.01523886
1/19/23 21:31,220,0.09646624,0.02994975,0.1553806,0.09901204,0.01656651,0.1057902,0.1078978,0.01600343,0.01181417,0.0125589,0.01563826,0.6753457,0.1945395,0.353629,0.1823495,0.189671,0.07056306,0.1625887,0.008238336,0.003771113,0.04031556,0.1027083,0.02094663
1/20/23 1:31,224,0.09028311,0.02698133,0.1656316,0.09105652,0.01440765,0.1136624,0.1112947,0.01940827,0.01135934,0.01135227,0.01803227,0.7303791,0.1993159,0.3487867,0.1658021,0.1639437,0.07476667,0.154802,0.01144971,0.004771059,0.03936892,0.1025496,0.01552371
1/20/23 5:31,228,0.09319451,0.02441391,0.1654754,0.1014775,0.0133389,0.09960973,0.1046029,0.01473263,0.009896586,0.01190887,0.01670144,0.774624,0.2000633,0.356991,0.1685644,0.1645945,0.07438178,0.1553179,0.008069,0.007450662,0.03425702,0.07717812,0.02146727
1/20/23 9:31,232,0.07919204,0.02134355,0.1307725,0.09158808,0.01722846,0.1124603,0.09860095,0.01288644,0.01021839,0.01786831,0.01700957,0.714888,0.2316976,0.3211173,0.1654973,0.1779557,0.06569763,0.09553483,0.008629603,0.005470193,0.04049121,0.08404765,0.03019228
1/20/23 13:31,236,0.07523614,0.02011976,0.1329858,0.09349566,0.01488261,0.1147641,0.1041545,0.0165877,0.01127154,0.01666962,0.01428136,0.7285906,0.1868314,0.3302899,0.1776282,0.1611606,0.06305549,0.1592444,0.006924124,0.006428173,0.03470368,0.1346659,0.02212347
1/20/23 17:31,240,0.07877482,0.02237873,0.116415,0.09156037,0.01557451,0.09885024,0.09606387,0.00962142,0.01291736,0.02127537,0.01384438,0.7887953,0.1961748,0.3478725,0.1674397,0.1611721,0.05974191,0.09114581,0.007465099,0.005565975,0.04221672,0.1667279,0.03413277
1/20/23 21:31,244,0.06744128,0.01964435,0.1421153,0.09556566,0.01580807,0.1089788,0.09786257,0.01506194,0.01031636,0.01959291,0.01516789,0.8859197,0.2029638,0.367424,0.175624,0.1701014,0.05653062,0.1564868,0.007856102,0.00607842,0.03446698,0.2082805,0.02632004
1/21/23 1:31,248,0.06878952,0.01818939,0.133074,0.09543193,0.01572789,0.08798247,0.08606084,0.01803057,0.0124586,0.01684553,0.01546347,0.8898646,0.1902457,0.325172,0.1805856,0.1561243,0.06169225,0.1516871,0.009294048,0.00596385,0.04068624,0.1296897,0.02645876
1/21/23 5:31,252,0.06522777,0.02111349,0.1256725,0.09469455,0.0165425,0.1017155,0.09216551,0.0133992,0.01152649,0.02499388,0.01591898,0.8925354,0.2097902,0.331704,0.1768955,0.1516655,0.05341855,0.1527943,0.007035786,0.0052567,0.04357288,0.1750339,0.01645435
1/21/23 9:31,256,0.06724922,0.01931722,0.1387972,0.09710465,0.01368804,0.09639877,0.09501971,0.02089783,0.0179279,0.02203097,0.01436829,0.9092873,0.1959135,0.3183235,0.1795402,0.1345875,0.06450645,0.1419761,0.006695306,0.006099485,0.03684265,0.1690489,0.02391231
1/21/23 13:31,260,0.0700409,0.01881237,0.1376634,0.09637721,0.01424643,0.1103502,0.08794345,0.01640386,0.0151397,0.01685446,0.01456579,0.9203442,0.1888638,0.3443753,0.1833578,0.125288,0.06002069,0.1364235,0.01342389,0.005394107,0.03754208,0.2710318,0.01592519
1/21/23 17:31,264,0.06994592,0.01410396,0.1365615,0.1021313,0.01618789,0.1028535,0.09442657,0.0190349,0.02606807,0.02138167,0.01476587,0.9883354,0.1954543,0.3158851,0.1815663,0.1200264,0.06323902,0.1385436,0.006174087,0.00583702,0.03818645,0.166234,0.02194933
1/21/23 21:31,268,0.07012802,0.01354752,0.1490389,0.111851,0.01361904,0.1137873,0.09530919,0.0170061,0.01396872,0.02404366,0.01291637,1.056226,0.1792303,0.3617097,0.1769986,0.1208225,0.06284118,0.1396238,0.007344956,0.007174585,0.03170281,0.2421089,0.01515526
1/22/23 1:31,272,0.07483394,0.01607725,0.1252425,0.1076348,0.01461177,0.07232754,0.08858163,0.01657826,0.02571632,0.02512603,0.01636633,1.081634,0.1854532,0.3113644,0.1815242,0.1184192,0.05833384,0.1432752,0.007455463,0.006976964,0.03221604,0.1554759,0.01954589
1/22/23 5:31,276,0.07756107,0.01579061,0.1450981,0.1026277,0.01428858,0.09836344,0.09813383,0.01646906,0.02751392,0.01803063,0.015478,1.039651,0.1872898,0.307615,0.1581113,0.1136074,0.05726266,0.155212,0.008909061,0.006652709,0.03285298,0.1905702,0.01982554
1/22/23 9:31,280,0.05687856,0.01377707,0.1245145,0.09891181,0.01523949,0.08022235,0.1041326,0.02306284,0.0230325,0.02322762,0.01594195,1.087572,0.1682907,0.3479874,0.1707049,0.1196585,0.05120181,0.1397503,0.01187526,0.006786143,0.04002208,0.1954297,0.01255127
1/22/23 13:31,284,0.06149775,0.01133606,0.1258354,0.103372,0.0135899,0.1129355,0.1071465,0.01406417,0.0237244,0.02507244,0.01467927,0.9995043,0.1805517,0.2925273,0.1763593,0.1165152,0.05638168,0.139254,0.01220747,0.006864198,0.02285767,0.1741196,0.02391834
1/22/23 17:31,288,0.05448256,0.01179066,0.1166733,0.103186,0.01285886,0.09510895,0.1038834,0.0162889,0.02919615,0.02244272,0.01706201,1.019123,0.187727,0.3021701,0.1612569,0.1118111,0.06303197,0.1135686,0.006104262,0.008675763,0.0219999,0.1822425,0.01922115
1/22/23 21:31,292,0.05145897,0.01455954,0.1090491,0.1029296,0.01305644,0.1035319,0.1068676,0.01514039,0.03212778,0.02442952,0.01658118,1.014728,0.1941283,0.3343872,0.167463,0.1093543,0.06326859,0.1121868,0.01400958,0.008363232,0.01800631,0.1698825,0.02460725
1/23/23 1:31,296,0.05369349,0.0156711,0.1039742,0.1085053,0.01401954,0.1197087,0.1091444,0.03075507,0.0210734,0.02957742,0.0176103,1.018017,0.1939858,0.3297655,0.1816364,0.111903,0.05299773,0.1273713,0.007402309,0.007342796,0.01604799,0.2092032,0.01326498
1/23/23 5:31,300,0.05523535,0.01189739,0.1118017,0.1021361,0.01484033,0.06140898,0.1129065,0.01929325,0.02468465,0.02884806,0.01809887,1.035722,0.1872482,0.3107962,0.1715521,0.1331731,0.06400021,0.1243894,0.01104508,0.008636616,0.01519783,0.1969764,0.02030257
1/23/23 9:31,304,0.05600102,0.01156511,0.09826793,0.1236184,0.01578671,0.07798389,0.1130702,0.02940843,0.03101881,0.02369025,0.0178252,0.9638889,0.1834271,0.2885612,0.1844995,0.1201347,0.0590462,0.1067658,0.01047888,0.01018291,0.01542391,0.2911368,0.02214812
1/23/23 13:31,308,0.05751666,0.01132405,0.1031595,0.1220768,0.01306199,0.1146456,0.1130872,0.01883202,0.03416872,0.03421053,0.0186069,1.082724,0.1902964,0.3165384,0.1807384,0.1248307,0.05452151,0.115398,0.01088092,0.007678118,0.01571791,0.1760182,0.01269946
1/23/23 17:31,312,0.05585892,0.01479716,0.1074151,0.1081563,0.01487543,0.1156633,0.1217787,0.01719232,0.02906447,0.02580588,0.01899945,1.078468,0.1831332,0.299872,0.1794132,0.121147,0.04469318,0.11775,0.007778612,0.01008365,0.01495927,0.2457587,0.0254344
1/23/23 21:31,316,0.05870396,0.01324611,0.1056913,0.1167562,0.01511479,0.1067222,0.1138001,0.0119228,0.02884647,0.02713086,0.01766202,1.086371,0.177786,0.318767,0.1871825,0.115241,0.04261307,0.1179176,0.0104505,0.008693775,0.01503,0.2894218,0.03208155
1/24/23 1:31,320,0.05648909,0.01265285,0.1002222,0.1122977,0.01451629,0.09731846,0.1128984,0.02099509,0.03086236,0.02610853,0.01714067,1.014614,0.196741,0.3159344,0.1940358,0.1256552,0.05110116,0.1156386,0.009545758,0.01007845,0.01369334,0.2245056,0.03082076
1/24/23 5:31,324,0.05153848,0.01124575,0.1061416,0.1183944,0.0179767,0.1242066,0.1313308,0.02059464,0.02296035,0.02583094,0.0159405,1.004726,0.187674,0.3674714,0.1948388,0.1021278,0.05491292,0.113213,0.009463096,0.01029015,0.01374915,0.2298544,0.02093844
1/24/23 9:31,328,0.04316876,0.01133233,0.0957983,0.1179931,0.01533802,0.1185536,0.1282879,0.01821929,0.02920885,0.02904963,0.01353599,0.9589421,0.1906435,0.3126191,0.1970322,0.1184926,0.05185972,0.1190144,0.007995787,0.008187619,0.01360634,0.3096755,0.02669886
1/24/23 13:31,332,0.04533447,0.01241371,0.09497069,0.1186521,0.01732083,0.1240414,0.1340937,0.01615559,0.03249024,0.02589662,0.01901588,0.9924433,0.2203089,0.3004361,0.1908855,0.1237506,0.05093817,0.09384353,0.00998467,0.009283174,0.01508873,0.2847699,0.03458726
1/24/23 17:31,336,0.04845281,0.01478878,0.08245545,0.1189127,0.01649511,0.1368952,0.1891501,0.03243593,0.02444146,0.02444146,0.04427453,1.1925,0.5440899,0.8396401,0.26802,0.3510108,0.1097344,0.1462297,0.02807648,0.01033604,0.02381639,0.2193064,0.0574331
1/24/23 21:31,340,0.04076667,0.01606189,0.07884883,0.1601336,0.02462873,0.1159317,0.2321555,0.02417017,0.02130133,0.02130133,0.042667,0.7318335,0.476849,0.7042914,0.2472093,0.3851786,0.1074003,0.1281385,0.0236535,0.02778813,0.01654854,0.2191975,0.05620276
1/25/23 1:31,344,0.03742065,0.01813261,0.08845062,0.1532972,0.02789047,0.1454282,0.2122987,0.02902966,0.0184535,0.0184535,0.043021,0.7357979,0.4506957,0.631144,0.2696438,0.2830392,0.108606,0.1179377,0.02654608,0.02778813,0.02161805,0.2302476,0.05441701
1/25/23 5:31,348,0.04235314,0.01493109,0.08666321,0.1389847,0.03630599,0.1733511,0.2051083,0.02436218,0.02365061,0.02365061,0.0480806,0.7030845,0.4455141,0.5259886,0.244388,0.3067086,0.1029952,0.1267275,0.02374734,0.01804589,0.02242761,0.1700325,0.05529664
1/25/23 9:31,352,0.04664207,0.0216224,0.1012489,0.1477684,0.02805378,0.1657689,0.216239,0.02329777,0.02573958,0.04437698,0.0354116,0.6767663,0.4607102,0.5597239,0.2240665,0.3065734,0.1105343,0.1070925,0.03994094,0.01087457,0.02029137,0.1395508,0.04538552
1/25/23 13:31,356,0.04796418,0.02373102,0.08943114,0.1355973,0.02207411,0.1685159,0.2121248,0.02190787,0.04229243,0.06714474,0.06331181,0.6608303,0.4495471,0.5097041,0.1986581,0.2786628,0.08962521,0.1056561,0.02568778,0.01110372,0.01987769,0.1259932,0.05441952
1/25/23 17:31,360,0.04772394,0.02316039,0.09649637,0.1312701,0.03837923,0.1708126,0.2417248,0.01491345,0.02287189,0.03412863,0.06973087,0.595031,0.4281504,0.5246812,0.201073,0.2453372,0.08367395,0.08582285,0.07343519,0.005701586,0.02284198,0.1333463,0.03731199
1/25/23 21:31,364,0.08157399,0.04301535,0.1130707,0.1354725,0.0167083,0.1891796,0.2343759,0.009933408,0.01993963,0.05695946,0.06022147,0.6871486,0.5237323,0.5538133,0.2435623,0.2289219,0.09926821,0.1394592,0.05684853,0.01631125,0.02253806,0.2078348,0.07351525
