5.562,1.167
5.411,0.967
5.731,1.398
6.12,1.648
6.148,1.328
6.161,0.953
6.342,0.717
7.106,0.217
8.175,0.606
6.411,4.286
6.592,4.078
6.745,3.967
6.703,4.8
6.467,4.884
6.37,4.606
5.898,4.731
6.175,5.023
7.092,7.467
7.231,9.523
7.231,9.217
7.606,8.939
7.689,9.092
7.689,9.231
9.509,9.675
8.286,8.036
12.786,6.231
13.078,6.259
13.203,6.064
14.036,5.634
13.675,5.398
13.481,5.55
13.495,4.939
13.745,4.828
12.703,4.856
12.967,4.842
12.745,5.203
12.759,5.384
12.925,5.759
13.175,5.786
12.148,2.453
12.439,2.578
10.439,1.814
10.036,1.161
10.078,0.759
10.745,0.078
11.12,0.384
11.231,0.62
11.328,0.953
11.62,0.37
11.634,0.175
13.342,0.8
13.564,0.286
13.953,0.661
13.717,1.023
14.286,0.731
