0.427,4.167
0.023,1.786
0.134,0.911
4.661,0.148
4.217,0.036
6.439,0.606
6.411,0.175
5.3,0.314
5.05,0.259
0.786,3.898
0.814,4.439
0.648,4.759
1.009,4.995
1.189,4.689
1.411,4.425
1.189,4.203
1.328,7.036
0.509,7.703
0.731,8.12
1.092,7.661
1.314,8.245
1.8,8.328
2.314,8.189
2.078,7.745
1.786,7.481
2.884,5.967
2.856,6.717
3.773,6.814
3.606,6.05
3.717,5.606
3.911,4.87
3.842,4.536
4.231,5.55
4.634,6.286
4.384,5.995
4.273,6.286
4.648,6.786
5.134,6.814
5.203,5.009
4.675,8.05
4.12,8.411
4.314,8.995
4.467,8.634
4.911,8.62
5.05,9.12
4.842,9.606
4.953,10.564
5.356,9.689
5.536,9.411
7.078,10.342
7.161,10.106
6.884,10.189
6.036,10.092
6.064,9.925
6.3,9.689
5.953,9.453
5.689,9.175
5.939,9.161
5.425,9.134
5.592,8.745
5.731,8.37
5.467,8.134
5.689,7.814
6.203,8.411
5.911,8.648
6.356,8.134
6.661,8.328
6.495,8.814
6.606,9.342
6.786,9.286
7.314,8.342
8.092,8.3
7.856,8.495
8.203,8.759
8.425,8.245
8.328,9.745
9.231,9.161
9.259,9.661
9.703,9.634
9.689,9.286
9.842,9.411
8.842,7.661
8.925,7.342
8.661,7.328
8.62,7.092
7.717,6.842
6.995,7.134
6.814,6.648
7.884,6.023
8.634,5.87
7.8,5.786
8.148,5.731
7.245,5.161
6.953,4.023
7.023,3.37
10.342,4.523
10.981,6.925
10.661,7.092
10.148,7.745
10.87,8.175
11.925,7.661
12.189,8.189
12.411,8.009
12.634,7.856
12.481,7.495
12.911,7.411
12.898,7.578
13.217,7.634
13.245,8.106
13.023,4.87
12.37,5.009
12.578,4.745
12.398,4.606
11.842,4.009
11.439,1.356
11.536,1.62
11.356,1.786
14.064,2.939
14.648,2.495
14.648,2.925
14.634,2.939
