1.594,6.042
1.87,5.3
2.8,5.217
3.967,5.828
3.564,8.592
4.648,8.745
3.675,9.606
4.148,9.786
4.078,9.717
3.842,9.939
4.05,9.411
4.314,9.578
4.884,5.259
4.523,3.953
4.411,3.092
4.578,1.953
5.064,0.564
5.203,0.884
5.578,1.217
6.703,0.925
6.898,0.231
7.689,0.314
8.592,0.273
8.995,0.8
9.203,1.217
9.564,1.064
7.661,2.175
7.634,2.398
7.675,2.689
7.398,3.161
7.523,3.425
7.953,3.467
6.62,4.828
5.023,10.453
5.286,10.745
5.648,10.37
5.939,10.398
6.217,10.703
9.578,8.814
10.286,9.134
9.967,9.495
10.009,9.245
10.231,9.356
10.634,9.384
9.745,10.536
11.245,9.759
11.3,10.161
11.453,10.495
11.884,10.717
12.328,10.523
11.911,10.245
12.314,10.3
12.536,9.856
12.536,9.398
10.314,2.648
10.759,2.467
9.203,2.481
13.161,4.092
13.453,3.411
14.356,3.356
14.55,6.481
14.648,5.939
14.175,1.634
14.37,1.661
14.134,1.203
14.245,1.05
13.828,0.87
13.495,0.786
13.425,0.453
13.217,0.231
14.273,0.62
14.564,0.967
