0.229,4.875
0.37,5.106
3.578,5.356
3.87,5.078
3.884,5.884
4.439,5.05
4.509,5.495
5.286,5.009
4.759,3.411
3.259,3.703
5.717,4.3
6.05,5.05
8.078,3.273
8.231,2.939
8.231,3.648
7.911,2.314
9.106,0.953
9.648,0.634
11.273,1.967
8.134,6.884
8.05,7.286
8.439,6.995
8.786,7.411
7.314,10.759
8.786,10.411
10.495,10.286
10.967,10.37
11.398,9.773
10.634,9.259
11.245,8.453
12.12,8.411
13.37,10.092
12.606,9.481
13.134,8.425
12.953,8.092
13.981,7.745
13.911,7.536
14.314,7.134
14.231,5.842
13.773,5.203
14.37,5.05
14.259,5.106
