1.833,0.302
2.217,0.106
2.564,0.273
3.064,0.675
2.175,0.898
2.398,1.231
2.745,1.217
3.175,2.509
3.092,2.731
2.384,3.036
2.828,3.911
0.314,4.87
0.217,5.661
0.453,5.509
4.578,4.745
4.495,5.398
4.661,5.717
4.884,5.925
1.8,7.786
1.856,8.356
2.411,8.175
3.161,8.314
3.203,8.925
3.509,8.911
4.648,8.675
5.189,8.55
4.523,9.884
8.481,0.856
8.523,0.62
9.3,1.467
9.62,1.925
9.703,2.356
9.953,0.523
10.523,0.467
10.661,0.12
11.009,0.939
11.953,1.245
11.509,2.009
12.828,3.203
12.898,4.189
12.717,4.523
13.245,4.661
12.55,4.884
12.203,4.731
12.05,4.356
11.717,4.731
13.203,5.189
12.564,5.606
11.911,5.786
12.328,6.203
12.648,6.425
11.078,6.106
10.675,5.925
11.12,6.592
12.05,8.592
12.286,9.62
12.939,9.078
13.286,9.481
14.064,10.411
