0.167,5.344
1.05,5.717
1.564,5.648
1.745,6.259
2.106,7.175
0.87,10.231
2.842,6.314
2.592,6.425
2.731,6.87
3.078,5.967
3.55,6.134
3.12,5.286
2.953,5.078
3.87,4.995
3.592,4.189
3.606,3.592
3.189,3.384
4.134,3.134
4.675,4.036
2.828,2.509
2.578,2.661
3.148,2.342
3.8,1.925
3.606,2.148
3.481,2.564
3.342,2.536
2.814,1.495
2.675,1.161
0.245,2.009
2.925,0.592
3.55,0.564
3.023,0.273
4.87,1.606
5.509,1.439
5.12,1.925
5.203,2.856
5.62,1.981
5.925,2.231
5.661,2.3
5.37,1.731
5.856,0.703
6.175,1.203
7.05,0.814
6.967,1.536
6.675,2.05
6.689,2.467
7.675,2.717
7.995,2.62
8.148,3.245
8.217,3.689
8.203,4.953
7.523,5.439
7.564,5.661
7.898,6.259
5.411,7.245
5.939,7.509
6.856,7.273
7.106,7.467
5.884,8.036
6.37,8.342
6.023,8.953
5.884,9.245
6.273,9.536
6.898,10.398
7.425,9.564
7.578,9.939
7.661,8.467
8.356,7.953
8.398,7.689
10.273,7.078
10.411,7.523
11.411,9.661
11.384,6.328
10.981,5.245
10.439,4.745
10.356,4.578
9.064,4.509
8.953,2.981
8.884,2.328
7.939,0.967
8.856,0.078
9.773,0.286
9.259,-0.005
10.161,1.578
10.203,2.314
10.175,3.009
10.842,2.703
10.592,2.884
10.759,2.939
10.745,3.12
10.3,3.356
10.161,3.523
10.009,3.578
9.911,3.675
11.064,4.161
11.314,3.759
11.273,3.564
11.425,3.509
11.12,3.87
12.814,2.745
12.023,2.481
11.05,1.425
11.023,0.661
12.523,2.092
13.259,2.675
13.689,2.3
13.495,2.134
13.884,1.842
13.884,1.55
13.481,1.425
13.55,1.064
12.467,0.981
12.731,0.842
13.036,0.953
12.87,1.148
13.342,0.606
13.578,0.62
13.87,0.064
