6.417,2.125
6.3,1.648
7.342,2.495
8.856,3.62
4.689,5.009
4.828,5.578
6.648,9.148
6.731,8.675
7.078,8.717
7.064,9.092
7.495,10.314
7.773,10.036
7.62,7.967
8.189,8.509
9.12,7.995
9.467,10.356
9.8,9.995
10.911,10.592
10.648,10.148
10.273,9.509
10.564,8.703
9.134,4.786
9.439,4.564
9.425,4.356
10.981,4.314
11.717,4.3
11.759,4.05
12.481,5.328
11.578,5.203
10.273,5.703
10.509,5.661
10.356,6.12
11.009,6.898
11.12,6.036
11.675,7.273
12.217,6.87
12.314,5.925
13.8,5.773
14.356,5.342
7.578,2.703
