0.385,3.188
0.189,3.273
0.064,5.509
0.995,7.217
1.55,7.092
0.911,8.661
1.578,8.939
1.217,9.314
1.05,9.689
0.634,9.689
0.37,9.828
0.064,9.842
0.036,9.467
0.55,10.064
0.509,10.314
2.495,6.273
2.884,6.411
3.078,6.689
3.689,7.161
3.55,7.884
4.064,7.925
4.05,8.328
4.814,7.439
4.106,7.231
4.05,6.203
4.745,5.981
4.523,5.439
4.523,5.217
5.12,4.634
5.856,2.411
6.106,2.384
7.203,3.384
7.509,3.467
7.356,3.661
7.245,3.814
7.703,4.814
7.425,5.134
7.745,5.634
8.064,5.273
7.856,5.314
7.786,5.064
9.078,4.703
9.314,4.467
9.161,3.967
8.8,4.398
7.3,7.05
7.592,7.245
7.439,7.245
8.009,6.884
8.356,6.717
8.481,7.342
8.384,7.925
8.509,8.342
8.911,8.398
9.898,9.675
11.884,9.995
10.189,7.745
10.439,7.411
11.453,0.3
