1.104,2.885
0.884,4.884
0.314,5.939
1.606,10.342
0.3,10.55
2.023,9.161
3.578,8.536
4.606,8.648
5.078,8.911
5.05,10.286
5.064,7.203
4.384,6.3
5.62,6.606
5.648,5.689
6.87,5.231
6.398,4.564
6.106,4.828
8.009,4.648
7.481,4.606
8.231,4.273
7.536,3.259
5.439,2.425
3.745,0.717
5.578,0.286
6.384,0.495
7.523,1.634
9.911,1.786
9.661,2.745
9.398,3.189
9.634,3.592
8.37,7.481
7.425,9.009
8.898,8.911
9.356,9.05
9.398,9.925
10.148,9.37
9.717,7.953
11.161,6.078
11.064,4.953
12.509,3.967
12.078,3.911
13.967,4.106
14.425,3.217
14.009,2.134
13.814,1.023
12.995,1.259
12.356,0.953
12.606,1.259
12.828,1.523
12.578,1.606
11.87,1.731
10.842,1.259
9.856,0.134
11.828,0.078
12.092,0.175
10.092,2.661
10.245,3.259
