0.521,2.167
1.717,5.106
1.648,2.134
3.009,1.731
2.62,2.148
2.703,3.009
3.495,2.523
3.731,1.648
4.564,0.745
5.453,1.106
5.786,1.62
6.189,1.161
5.967,0.8
6.675,1.759
6.884,2.078
6.606,1.856
6.384,1.703
3.259,4.231
1.467,3.773
2.286,4.939
1.3,6.648
5.87,8.759
0.314,4.328
6.898,9.245
7.148,9.509
7.37,9.189
7.536,9.161
8.467,9.814
7.592,9.578
9.12,10.745
10.495,9.828
9.12,7.939
9.37,7.8
7.731,7.064
7.689,5.703
7.217,4.453
7.217,4.62
6.55,4.55
6.439,3.995
7.564,0.773
7.953,1.092
9.939,0.161
9.189,1.009
10.092,1.273
9.05,2.273
8.273,3.148
8.675,3.37
7.189,3.12
7.523,3.05
9.745,3.134
10.023,2.384
9.578,2.161
11.3,1.675
13.078,1.078
13.425,1.203
13.786,1.148
14.175,1.217
13.898,1.411
13.467,1.842
12.689,2.05
12.064,2.8
11.523,3.078
11.467,3.703
11.842,3.953
12.411,4.273
10.259,3.967
10.453,4.203
10.578,5.384
9.884,7.342
10.175,6.62
9.981,7.953
10.814,8.078
12.925,9.314
12.731,9.911
13.092,8.009
12.592,7.023
12.578,6.842
14.009,6.661
11.286,5.981
11.884,5.134
11.911,5.425
12.175,4.981
12.273,5.314
12.148,5.398
12.62,5.773
12.842,5.898
12.717,5.495
12.995,5.592
13.786,4.148
14.439,3.134
7.509,5.703
13.87,0.231
14.37,0.106
