1.312,0.792
1.786,0.87
1.981,1.453
1.411,1.606
1.203,2.842
0.592,8.37
3.467,7.648
3.203,7.856
3.439,8.314
3.578,8.967
1.536,10.009
1.495,10.523
2.12,10.064
4.509,10.384
5.189,10.564
10.328,10.773
11.55,8.828
14.078,6.731
9.189,5.842
7.828,4.523
7.092,4.453
5.578,3.175
5.842,2.509
3.773,2.064
3.786,2.606
4.898,2.481
2.995,1.953
4.134,0.342
4.356,1.036
9.3,0.273
9.467,1.161
11.384,2.939
11.648,2.398
11.356,1.536
12.675,1.995
12.814,3.411
13.564,2.384
14.05,2.3
14.523,1.87
14.592,0.3
