0.396,2.729
0.245,3.12
0.911,2.634
0.648,2.036
0.384,1.856
1.3,3.12
0.981,3.536
0.536,4.161
1.439,4.453
1.981,4.773
2.259,4.411
1.523,4.064
2.175,3.675
2.009,3.439
2.856,3.3
2.55,1.495
1.828,0.481
1.981,0.05
2.717,0.078
1.773,3.8
0.189,7.578
0.009,7.148
0.023,6.731
0.148,8.314
0.481,8.425
4.036,10.606
4.856,10.564
3.967,10.092
4.786,9.786
5.481,10.203
5.786,9.273
6.231,10.009
3.036,8.523
3.37,8.175
4.092,8.245
4.398,8.37
4.884,6.356
3.523,4.453
5.245,4.884
5.981,4.981
5.495,8.106
6.092,8.05
6.3,8.773
6.731,8.578
6.786,8.245
6.495,7.884
6.731,7.578
7.05,7.592
7.245,8.12
7.134,9.995
7.523,9.981
7.786,9.731
7.398,7.286
8.064,7.689
8.356,7.411
9.036,7.536
9.231,7.898
8.05,7.036
7.828,6.231
7.189,6.161
6.939,5.8
6.731,6.55
6.911,6.786
7.231,6.8
7.509,4.356
7.884,4.425
7.245,1.536
8.148,1.286
8.12,2.092
7.661,2.398
8.106,2.578
8.661,1.731
9.078,1.036
9.606,0.759
9.661,0.37
10.273,0.745
9.675,1.273
9.203,1.759
9.675,1.814
9.675,2.398
9.967,2.467
10.759,1.828
10.731,1.314
11.036,0.342
11.245,0.773
11.523,2.689
11.939,2.648
12.217,2.995
11.745,3.245
11.925,3.536
11.259,3.62
11.286,6.87
8.342,10.536
9.939,9.967
9.689,9.62
10.231,9.689
10.425,10.592
9.884,10.675
12.078,7.523
12.356,6.995
11.759,6.675
13.509,4.342
12.134,0.606
12.856,0.314
12.509,0.592
13.064,0.731
14.05,0.398
13.661,0.759
13.62,0.245
12.286,0.009
