3.208,1.167
3.3,0.745
3.217,0.217
3.884,0.425
4.036,0.884
3.578,1.245
4.036,1.231
4.703,0.717
4.411,0.411
4.884,0.314
3.175,2.231
2.55,2.759
2.148,2.717
1.703,3.509
2.398,3.814
3.036,3.245
3.745,3.536
4.189,3.884
4.356,3.05
5.273,2.231
5.481,2.648
5.231,3.175
5.273,3.842
1.842,4.648
2.161,5.703
0.995,7.398
2.606,7.411
3.023,7.189
2.689,6.87
2.898,6.675
2.273,8.328
2.606,8.3
3.092,7.967
3.134,8.731
3.342,8.231
3.425,7.3
3.842,7.189
3.106,5.245
3.203,4.759
2.884,4.634
3.467,4.398
3.689,5.064
4.023,5.356
3.578,5.564
4.009,5.995
4.411,5.439
4.981,6.564
4.786,7.411
5.398,7.189
4.092,7.842
3.731,8.592
4.064,8.675
4.814,8.717
5.078,9.217
4.578,9.703
5.634,9.481
5.634,10.314
5.273,5.259
4.523,4.939
4.911,4.911
5.161,4.453
5.453,5.12
5.8,4.745
5.981,5.12
6.245,3.217
6.675,3.273
6.981,2.981
7.356,3.384
7.148,3.856
7.786,3.661
8.439,1.773
8.981,1.3
9.259,1.578
8.953,2.439
9.689,2.009
9.37,0.62
8.884,0.245
9.814,0.05
10.606,1.231
10.37,2.55
9.939,3.286
9.161,3.925
8.481,5.953
9.148,6.148
10.717,3.842
11.786,1.564
11.745,1.023
13.578,0.995
14.023,0.925
14.411,0.731
13.523,0.606
13.8,0.384
13.786,0.023
13.203,2.273
14.009,2.05
14.078,2.495
13.689,2.606
13.314,2.814
13.259,3.092
13.606,3.078
13.925,3.05
13.939,4.231
13.384,4.578
12.717,5.036
13.592,5.509
13.3,5.981
12.592,6.078
12.023,5.925
11.773,6.05
11.523,6.564
11.717,6.925
11.898,7.717
12.3,7.342
12.356,6.87
12.842,8.161
13.509,7.759
13.981,7.523
14.356,7.384
14.134,6.689
13.523,9.05
12.995,9.342
13.967,9.856
11.05,10.523
10.425,9.911
9.939,10.453
8.411,9.648
7.689,9.842
7.245,9.634
7.134,10.134
7.328,10.578
7.911,10.634
8.37,10.286
8.634,10.134
10.509,10.786
