1.177,0.917
1.606,0.62
0.967,0.217
0.523,0.231
3.189,6.161
3.592,6.37
3.273,7.898
2.759,8.453
2.092,8.564
1.661,9.161
0.286,9.3
0.023,9.759
8.578,8.634
8.439,8.12
9.036,8.161
9.189,8.731
8.203,6.356
8.37,5.37
8.425,4.773
8.953,4.3
8.314,3.8
7.745,3.217
6.314,5.481
6.398,5.231
6.675,7.564
11.495,5.161
10.495,3.87
10.245,9.689
10.523,10.106
8.356,2.911
8.286,1.023
11.842,0.939
11.703,0.217
12.384,0.606
14.231,1.148
14.398,1.314
14.092,1.536
12.995,6.411
12.925,7.87
12.425,8.398
13.036,8.231
13.495,7.981
13.814,8.3
13.314,8.842
12.856,9.342
14.009,10.189
14.481,10.648
