2.021,0.708
0.05,1.3
0.773,3.384
1.564,3.981
0.786,5.342
2.231,7.481
1.898,8.259
1.8,9.023
0.898,8.87
1.55,9.8
2.495,9.453
4.995,10.634
4.981,9.523
4.578,9.05
3.467,5.398
4.3,5.259
4.134,4.62
3.828,2.259
3.689,1.578
4.634,1.092
4.37,2.55
4.328,2.898
5.356,3.745
5.759,2.62
5.925,1.731
6.356,1.12
7.078,4.967
5.675,5.592
5.453,5.745
7.55,6.745
7.884,6.703
8.092,8.856
8.036,9.05
9.689,7.398
9.564,7.161
9.536,6.786
8.842,6.717
10.634,5.967
10.536,5.634
10.009,5.564
7.828,0.217
8.356,0.12
11.523,2.661
13.023,1.356
13.536,5.189
12.731,5.828
13.175,6.314
13.939,6.55
12.786,9.245
13.481,10.495
13.189,10.661
