0.854,1.417
1.467,0.939
1.967,1.523
1.62,1.717
0.148,7.898
0.203,8.453
0.481,8.62
0.55,7.828
0.898,7.856
1.495,8.161
1.564,8.578
1.217,9.231
0.467,9.675
4.05,7.245
3.925,6.023
4.092,5.8
4.398,5.411
4.786,5.536
5.342,5.898
5.37,5.439
5.703,5.259
5.481,5.036
6.106,4.536
5.717,4.523
5.37,4.439
2.606,8.856
2.495,9.273
2.286,9.786
2.842,10.259
2.87,9.814
3.523,9.064
3.05,8.87
4.106,9.231
4.064,9.759
3.953,10.175
4.259,10.425
3.606,10.036
3.342,10.05
5.05,9.759
5.925,9.828
5.87,9.578
6.439,9.689
4.648,8.703
7.286,5.092
7.842,5.453
8.148,4.828
7.342,4.898
7.273,7.911
6.981,8.05
6.8,8.328
7.134,8.536
7.356,8.175
7.759,8.189
7.523,8.3
8.786,7.578
8.967,6.911
9.092,7.828
9.8,7.314
9.786,7.578
8.898,8.911
7.3,10.495
7.856,10.759
9.273,9.759
9.661,9.731
9.328,10.425
10.106,10.717
10.175,10.425
10.717,10.37
10.189,10.106
10.245,9.648
10.411,9.384
10.092,8.786
10.009,8.384
9.675,8.37
10.939,8.578
10.773,9.092
11.203,9.481
11.314,9.273
11.675,9.759
12.078,9.731
11.995,10.092
11.675,10.634
11.411,10.592
11.009,10.37
11.009,10.467
12.134,8.161
11.842,7.342
10.884,4.592
11.106,4.036
11.245,3.717
11.703,2.425
11.8,0.842
12.634,0.453
12.842,3.148
12.898,3.606
14.161,4.55
13.036,5.009
12.911,5.134
13.12,6.314
12.884,6.439
12.717,6.842
12.606,6.939
12.425,6.8
13.12,6.87
13.439,7.023
14.12,6.717
14.648,6.87
