,Patient_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,C3N.01799,0.34185819347440793,0.36868965968915135,0.14722005345222489,0.4823328900119166,0.5094055207633166,-0.5511769007544879,0.4473444657695929,0.6527608676411117,0.0009753733818800897,0.3445993307639529,0.7247591259684069,0.1744954210925083,0.11230056527034807,-0.9463758264999221,-0.4105008748257064,0.5457698118856881,0.18323142841064893,0.5912101387750002,0.31690239593590275,-0.02697993193313467,0.14447343504465168,0.4790578498253961,0.17908491973519539,0.1678270862499998,0.552869378727117,0.3643084438897936,-0.3178044387842202,-0.06383091157290495,0.31802451393339076,0.07616943711978623
1,C3N.01799.N,-1.6588715095349036,-0.6406670244741081,-0.5719375130463562,-0.68708892578035,-1.037416363542069,0.4641861031169373,-0.8758801699482424,-1.0012845233551109,0.1933762604808418,-0.35385214325248276,-1.2499545095125262,-0.49971308624516203,-0.16559487466628528,-2.311987185000021,0.4266219855905752,-0.5971931757357976,-2.03006410008938,-0.6527489565243274,-1.32571787309446,-2.2295039287641543,-0.8789238933293505,-1.1772103450189173,0.5150117369886086,-0.865402722249999,-0.7590153561714212,-1.0039494739769856,0.08896884987250317,-1.5902057915349914,-0.3511128811426055,0.07063851626979926
2,C3L.01890,-0.2663935098096058,-0.2503853710389778,0.07301766227695916,-0.542020175996875,-0.5646231425792525,-1.2015229583690068,-0.3075716268836997,-0.38699471148424075,-0.8338324344048581,-1.0638310670988982,-0.284798473440693,-0.5172355233326965,-0.4733020024769759,-1.2405114649999784,-0.600734216533195,-1.300306547533144,0.7620886812717804,-0.5447941325370748,0.09491475604851654,-0.4779398162533701,-0.118230977615616,-0.4315232051670865,-0.7489848619109624,0.2794753652499997,-0.6013457467542287,0.0158972947784096,-0.35398525484025634,-0.596758844567527,-0.47643710049779897,-1.3529030269164433
3,C3L.01890.N,-1.1283245455861515,-0.284472205999444,-0.3052693299734628,-0.4370581082377259,-0.8114357436398035,0.22088691126370907,-0.49721547857502024,-0.7002085406819639,0.2697988087624912,-0.5335711326185913,-0.8902785362151076,-0.18903944431312739,0.013870547949621203,-1.9506559739999836,0.2415962883142485,-0.757626725451025,-0.6843235680191143,0.021240252963198036,-0.5589442348016309,-1.61492073257195,-0.3079906358441267,-0.8138122250725252,0.530235857714591,-0.2848672547499997,-0.5902329437044794,-0.46481182619376554,0.27162850742991107,-1.0082522808384284,-0.09631648589918208,-0.12190917134323966
4,C3N.00572,-0.02722734443660117,0.13353030056586596,-0.15394863050486762,0.1309971754926975,0.07960193461764062,-0.09313136812875876,0.14992954789008248,0.06581768458951459,-0.04886940204913739,-0.0420041481147562,0.04521454622815027,0.23665489701956344,0.10541540056875566,-1.6023932474999534,0.03546846321284641,-0.09090711826701144,-0.4525139542122174,0.14644751228202005,-0.019749274337159513,-0.23894669451498726,0.31271305738809496,0.10050328346387442,-0.6934328227739757,-0.30620655624999965,0.0920524407824009,0.0663460768745681,-0.2544701397849638,-0.22576057213367687,0.06322031058199001,-0.15297196857607648
5,C3N.00572.N,-1.092535963060277,-0.1510304760547853,-0.12081885814051577,-0.1737452597460115,-0.5361481351519857,0.6149483842182467,-0.336322689142002,-0.479814794364602,0.5978550460663402,0.007772513390973251,-0.7061344661919228,-0.029215902401100988,0.2796843112540954,-1.7308436665000024,0.55591862937535,-0.30447756023147554,-1.3872172101152342,-0.057241474986510346,-0.7360116158489434,-1.634394108157833,-0.338832802252547,-0.6910120924113899,0.9329282061963362,-0.2929399582499996,-0.2806444642254589,-0.4442893493017889,0.4900905148287979,-1.2267665949996918,0.1286685146935212,0.3114907259498267
6,C3N.02423,0.580245293830905,0.2818327163985998,0.27671770577623034,0.29061136205420346,0.4215228593415429,-0.8823099157463091,0.3130161020851133,0.4014252467109551,-0.40637804595985955,0.03183993306056973,0.4462409487846959,0.2914631300778905,-0.030873488663960284,-1.3485381494999016,-0.5209856314217292,0.23609439996422288,0.21517125994542205,0.4170824735416627,0.4092101720672986,0.6107834627129431,0.49507706700174925,0.3818430164256467,-0.9310231160251043,-0.14783808299999984,0.31333057187381075,0.45445064795841605,-0.14533909193853062,-0.05649628589916421,0.11846874219271238,-0.2705955119429044
7,C3N.02423.N,-1.367385850611463,-0.325157605546769,-0.4087281538420152,-0.355315872222345,-0.7619342345794992,0.6050315095425914,-0.5720539149545852,-0.7563051777254657,0.3053905894480668,0.07197116204833963,-0.989297232136976,-0.08525595266059342,0.11013442290126894,-2.163688766000018,0.5145883770176797,-0.27895677163833743,-1.904169996768824,-1.0235157882537802,-1.1171194944373533,-1.8295611716585205,-0.5216194073899095,-0.8562872543156033,1.1540369550890444,-0.7925086339999992,-0.4407000225734676,-0.696302365446826,0.06729507666991787,-1.1049029988794614,-0.16092278283198222,0.3098299083188676
8,C3N.02729,0.7559397976938537,0.592288411480382,-0.24871344861691516,0.914633861022661,1.229605111205764,-0.5492508222645174,0.7035638621206051,0.8425881001852576,0.11318700101070031,0.9128012735224225,0.7547226639164498,0.45583615884716955,0.19543875533906788,-1.9933654134133438,-0.5354025993871088,1.2825649831189267,-0.12858849115090143,1.0275100673289528,0.30704515031359153,0.5650629791255982,0.5534517393314689,0.7083279101750138,-0.806142495368705,0.8119315807499992,0.8451040426523896,0.4581498862454372,-0.4890524643317202,0.24299494146453185,0.4482950380728427,0.5498751790850317
9,C3N.02729.N,-1.4952039817747578,-0.47776492193145836,-0.580844007568169,-0.5066574450563849,-0.892014768816735,0.43310841623216734,-0.6574360039796643,-0.8122783115528314,0.12773019340708217,0.05234054217393779,-0.9893952270841089,-0.448465493602683,-0.059086020721262414,-2.5311976183845477,0.26318067044685123,-0.3256135948971622,-1.994446402047283,-1.294337541911847,-1.208824756391386,-2.0360581779901916,-0.8759236031521977,-1.0854355785209076,-0.7769300194671841,-0.7856098434999992,-0.5188049372353906,-0.8747412240400257,-0.28518333319787215,-1.4571387104405473,-0.2565124181966231,0.27517872001775723
