Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,RPS14 DN.V1 UP,0.7112047575429353,2.382633930148094,0.0,0.0,0.0,97/192,10.76%,CLEC7A;TM6SF1;CAPG;AIF1;TYROBP;NCF2;HCK;MYO1F;TFEC;MNDA;IGSF6;MS4A6A;SIRPA;SLC31A2;ITGAM;C3AR1;CD14;SASH3;ITGB2;LST1;SLAMF8;KMO;LY86;ARHGAP25;LPXN;CASP1;GPNMB;HLA-DMB;PLAU;EVI2A;ITGAX;ITGAL;ATP8B4;TNFRSF9;HESX1;MDFIC;MAF;PILRA;KCTD12;CSTA;F13A1;TGFBI;CLEC2B;CTSS;PTPN22;PTGER4;IFI16;PTPRO;CDCP1;RASAL2;CRTAM;CD300A;RCBTB2;CLEC5A;TRIM22;BIRC3;ARHGEF3;BCL2A1;DMXL2;EMP1;MARCKS;PADI2;PYCARD;LY96;EVI2B;HLA-DMA;HLA-DQB1;RAB31;SFXN3;SPP1;NKG7;CDC42EP3;GPR137B;CD69;FLVCR2;ANXA6;PLA2G7;CYSLTR1;ENPP2;GJA1;IL1B;CCL2;CECR1;GFI1;SH2D2A;COLEC12;PTPRG;ANPEP;RASGRP3;SDC4;TNFAIP2;ST3GAL6;P2RY14;GPR183;RIN2;FBN2;CYP1B1
gsea,KRAS.LUNG UP.V1 UP,0.5322349485419275,2.259033437820317,0.0,0.0,0.0,43/141,13.45%,C3AR1;CLEC4A;DOCK2;PDCD1LG2;CD80;EVI2A;LILRB1;IKZF1;CD48;HTR7;TMEM158;AURKC;BCL2A1;ETS1;ASGR2;CD247;GRIP2;CX3CR1;JAK3;DCBLD2;LAG3;HSD11B1;NAV3;DOCK4;G0S2;NTM;ADAM8;MYH2;ADAMTS3;CECR1;SMPX;SH2D2A;TMEM176B;HBEGF;CYTIP;GRIN2A;ST3GAL6;INHBA;FBXO4;HS3ST3A1;IL23A;ANO1;MMP1
gsea,CORDENONSI YAP CONSERVED SIGNATURE,0.652845928868514,2.2134147545075833,0.0,0.0,0.0,34/57,25.18%,AXL;ITGB2;DAB2;MDFIC;PMP22;MARCKS;TGM2;FLNA;HEXB;CDKN2C;TK1;BICC1;ASAP1;PDLIM2;GLS;FSCN1;SHCBP1;ANKRD1;TGFB2;AMOTL2;GAS6;FSTL1;FGF2;GADD45B;SERPINE1;CYR61;ITGB5;SGK1;CTGF;BIRC5;CRIM1;TOP2A;HMMR;NDRG1
gsea,HOXA9 DN.V1 UP,0.5552631094958094,2.1710647757053616,0.0,0.0,0.0,65/194,12.57%,FCER1G;CD86;TYROBP;NCF2;TFEC;MNDA;IFFO1;MS4A6A;IFI30;MS4A4A;LPAR6;CD84;SAMHD1;JAK2;FGL2;HLA-DRA;PAQR3;GLIPR1;VASH1;SNX10;TPK1;PTGER4;FAS;IFI16;THBD;IL10RA;CARD9;RCBTB2;OSTM1;TRIM22;ARHGEF3;CCR2;LY96;HLA-DMA;TGM5;PARP12;NAGK;NOD2;MYOF;TYMP;GPR137B;HPSE;CD209;SRD5A1;IL13RA1;IER5;SCPEP1;S100A8;CECR1;GADD45A;STX12;PECAM1;CYTIP;SGK3;ST3GAL6;GPR183;GAS7;ATXN1;CYP1B1;RNF130;HIST1H2BK;CYLD;PHTF2;FNDC3B;COL6A3
gsea,STK33 NOMO UP,0.48857738014226515,2.0538030972540504,0.0,0.012299402600445122,0.03,85/294,15.03%,HAVCR2;CLEC7A;SIGLEC9;TM6SF1;C1QC;LRRC25;TFEC;C3AR1;SAMD9L;DAB2;KMO;CD80;GPNMB;PLAU;ZEB2;TLR1;NCEH1;HMOX1;CD300C;GLIPR1;OLR1;CCL4;KBTBD8;CLEC2B;EOMES;ACP5;RNF149;IFI16;THBD;PTPRO;IL10RA;EFNB2;IL10;OSTM1;SPRED1;IL1A;EMP1;RAB8B;ASPH;LY96;ABCA1;ICAM1;TLR6;HSD11B1;C5AR1;DOCK4;SEMA4D;UPP1;IL7R;GPR137B;KCNJ2;GJA1;IL1B;EGR2;GBP3;MERTK;STX12;STK17B;JUNB;CAMK2D;FBXO32;RASGRP3;SDC4;P2RY14;ZRSR1;CREBL2;HNMT;RND3;PPP1R15A;RIN2;KLF6;BBS12;GPRIN3;FAM198B;LAMB3;TNFAIP6;COL6A3;MMP1;SLC12A6;ADAMDEC1;TDO2;FOXQ1;LIMK1;NRP1;LACC1
gsea,STK33 UP,0.5062598656451259,2.0160474559699875,0.0,0.0102495021670376,0.03,91/293,14.81%,HAVCR2;TYROBP;LRRC25;NCF2;TFEC;GPR65;MAFB;NLRC4;VSIG4;LPAR6;SAMD9L;KMO;ANXA1;MPEG1;PLAU;FGL2;ADORA3;ZEB2;TLR1;NCEH1;MILR1;GPR34;HMOX1;GLIPR1;OLR1;CCL4;KBTBD8;CLEC2B;CMTM3;RNF149;IFI16;THBD;PTPRO;IL10RA;OSTM1;SPRED1;CD101;BCL2A1;IL1A;EMP1;ASPH;LY96;ABCA1;ICAM1;NOV;TNF;RTN1;BTN2A1;TLR6;C5AR1;DOCK4;UPP1;GPR137B;TLR10;KCNJ2;GJA1;IL1B;EGR2;GBP3;STX12;JUNB;HBEGF;RASGRP3;RHOC;TFPI;P2RY14;ZRSR1;HNMT;ATXN1;RND3;PPP1R15A;RIN2;SLC38A6;SAMD8;PLCXD2;KLF6;BBS12;GPRIN3;FAM198B;COL6A3;MMP1;SLC12A6;CMTM1;ADAMDEC1;RGS1;TDO2;FOXQ1;AMN1;LIMK1;NRP1;FAM20C
gsea,SNF5 DN.V1 UP,0.546269400221011,2.007447681298487,0.0,0.01464214595291086,0.03,65/177,13.95%,AIF1;C1QC;FCGR1A;CSF1R;CD68;LCP1;C3AR1;FYB;ITGB2;CD53;SPI1;LY86;PLEK;CXCL10;PTPRC;GBP1;EVI2A;SELPLG;LMO2;CD93;WAS;CD109;CORO1C;IFI44L;IFIT2;CCL3;PRKCDBP;CD48;TMEM106A;EVL;CD52;PSMB9;TAP2;APOE;CX3CR1;PSMB8;MMP14;C1R;LILRB3;SEMA4D;SLC2A3;PLD4;EGFL6;C1S;MYH2;EGR2;ANPEP;DENND4C;ERAP1;OASL;ZNFX1;FNBP1;MYH1;IFIT1;GAS1;TREX1;TAPBP;MCM5;ID2;COPS4;PLD3;CXCR4;C1QTNF3;FAM65B;TGFB3
gsea,CAHOY ASTROGLIAL,0.5504571007775299,1.9984755158003407,0.0,0.012811877708797003,0.03,40/100,18.53%,EMP3;RASSF4;ANXA1;CASP1;GPNMB;GLIPR2;PSTPIP1;HMOX1;CD109;TBC1D2B;FAS;P2RY1;SERPING1;DYSF;CRYGS;TSPO;MSN;TRAF1;MYOF;LOX;FAM26E;COL8A1;BST2;SEMA3B;LOXL2;OMD;AEBP1;LGALS3;NOX4;EREG;TNFRSF12A;PQLC3;TIMP1;COL5A1;KIRREL3;ACTA2;C1QTNF1;TAGLN;SERPINE1;CCNG1
gsea,STK33 SKM UP,0.512463752259783,1.962780991439647,0.0,0.020499004334075203,0.05,92/290,14.42%,CD86;CYBB;TYROBP;NCF2;TFEC;EMP3;GPR65;MAFB;NLRC4;VSIG4;LPAR6;CYTH4;CD53;KMO;ANXA1;LPXN;MPEG1;PLAU;FGL2;LGALS1;GBP2;ADORA3;TLR1;MILR1;GPR34;HMOX1;CALHM2;GLIPR1;FGR;OLR1;CCL4;SH2B3;CMTM3;IFI16;THBD;PTPRO;IL10RA;RCBTB2;CD101;BCL2A1;IL1A;ASPH;LY96;CD58;IRF1;NOV;TNF;RTN1;PALLD;TLR6;CTSK;HIST1H2AG;IL15;C5AR1;UPP1;GPR137B;TLR10;HIST1H2BJ;KCNJ2;IL1B;GBP3;STX12;JUNB;HBEGF;DNAJB4;RASGRP3;RHOC;TFPI;TNFAIP2;P2RY14;MYBPH;GPR132;ETV1;GPR183;RND3;SLC38A6;SAMD8;PLCXD2;RAB7B;HIST1H2AL;KLF6;HIST1H2BB;MXD1;BBS12;TK2;TMOD2;SLC12A6;HIST1H3B;CMTM1;RGS1;FCHSD1;AMN1
gsea,BMI1 DN.V1 UP,0.5327604196993965,1.9492384248066945,0.0,0.020499004334075203,0.06,64/147,18.05%,SIRPA;ITGA4;LCP1;C3AR1;PDCD1LG2;CHST11;LHFPL2;TNFRSF9;CTSS;TAP1;CDCP1;SRPX2;TIMP3;FAP;CSF1;FOXP3;ASPH;ABCA1;NOV;MICB;ITGA5;PLAT;BMP4;IL7R;HAPLN1;TMEM51;NT5E;GFPT2;SLC2A1;TNFSF9;CSF2;ANPEP;HBEGF;TNFRSF8;FJX1;INHBA;ITGA3;VEGFC;LRRC15;GABRE;MFGE8;COL7A1;CD82;LAMB3;TGFB2;TNFAIP6;MMP7;ANXA3;CPA4;STC2;GDF5;FLNB;COL16A1;TIE1;BST1;DKK1;MMP3;ADAM12;ACTA2;JAG1;PIEZO1;TAGLN;MFAP5;TRIO
