Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
TBK1.DF DN,0.3899581520388811,2.0364772745230075,0.0,0.0,287,240,SMG1;MED13L;PMEPA1;HIPK2;SEMA3C;CDK6;RXRA;SMC5;PANK3;OSBPL3;COL17A1;EHF;AGFG1;SCAF11;ARFGEF2;ZNHIT6;PDGFA;LUC7L3;ERAP1;ACAP2;PNISR;TMOD3;KTN1;RPS6KB1;SCARB1;TNRC6B;SIKE1;LIMS1;CLN5;SEC63;ADCY6;DNAJC3;AFF4;IGF2BP3;ROCK2;COL4A5;THBS1;ADAM10;PMAIP1;LIAS;CD2AP;PKP4;TAF15;TEAD1;RLF;RALA;GALNT3;BPTF;ETNK1;OSBPL1A;KPNA6;ALDH3A1;CBX5;CXADR;PDHX;LMO4;ATP6AP2;NDUFA13;NEK7;STOM;GTF2A1;ANKFY1;NLK;DCAF16;GNAI3;PRRC2B;CCND1;CUL5;BRWD1;TERF2;UGGT1;KDM4A;RBBP5;RCBTB1;YES1;GOLGA4;ATP2B1;PLEKHA2;THOC2;UBXN4;ANKRD11;HMBOX1;CAMK2N1;RBM4;COASY;CRK;RSF1;NME6;PPCS;UBL4A;DNAJC16;SLC35A5;ITCH;PPIG;HNRNPA0;IMPACT;RIF1;MBP;SPIN1;ODF2;ELL2;UFL1;RSRC1;RFX7;PTGES;SLC26A2;BNIP2;CBX6;CHMP2B;RCC1;LSM14A;EXOC5;SMURF2;RRN3;NF1;DCP2;SERPINE2;MSH2;TTBK2;DNAJB14;PLEKHA1;USP46;TRIM23;SNTB2;ATP6V1C1;YTHDF2;CBFB;DKK1;APPL1;SLK;PCYOX1;NAA35;MTR;UBE2W;RAI14;ITGB6;CDC27;GOLGA2;KCTD3;HIST1H1E;IDE;GEMIN4;PSMB9;EXPH5;TBK1;HMGCS1;ESF1;MTAP;HIPK3;NFYB;TLN1;KLF5;SMARCA2;GALNT11;AKAP9;GNPDA1;MIS18BP1;DDX60;RNF5;SMAD5;RPAP3;AMMECR1;GOLT1B;SLC39A8;MYO6;CLEC16A;MPHOSPH9;AP1AR;NAA15;PRKD3;DCK;PAFAH1B3;GALNT7;INSIG2;SLC6A8;MTA1;ARMC1;NRIP1;CASP6;BPHL;COPS4;TTPAL;KLF7;NCOA3;USP22;C1D;PRKRA;NSMAF;GTPBP8;ITGA2;MRPS33;HOOK1;TBC1D10B;FNBP1L;ERLIN2;CLOCK;MFSD6;RMND1;BCL2L1;LMNB1;TFAM;DSN1;BMPR2;SNX15;POLR3B;BACH1;LETM1;PCBD1;CCNG2;ZKSCAN1;IRF2;NIP7;TCOF1;BLMH;IL1RL1;DICER1;CCNE2;SPRY2;RFWD3;MPDZ;FOS;ZNF395;SLC25A13;ZCCHC10;CDCA4;TTI1;KIF14;ZWINT;BDH1;IL1RN;TSPAN5;ALDH9A1;UBXN8;PSMB8;HIST1H1C;MTPAP;SEPHS2;VRK1;ATG2B;HIST1H4C,SMG1;MED13L;PMEPA1;HIPK2;SEMA3C;CDK6;RXRA;SMC5;PANK3;OSBPL3;COL17A1;EHF;AGFG1;SCAF11;ARFGEF2;ZNHIT6;PDGFA;LUC7L3;ERAP1;ACAP2;PNISR;TMOD3;KTN1;RPS6KB1;SCARB1;TNRC6B;SIKE1;LIMS1;CLN5;SEC63;ADCY6;DNAJC3;AFF4;IGF2BP3;ROCK2;COL4A5;THBS1;ADAM10;PMAIP1;LIAS;CD2AP;PKP4;TAF15;TEAD1;RLF;RALA;GALNT3;BPTF;ETNK1;OSBPL1A;KPNA6;ALDH3A1;CBX5;CXADR;PDHX;LMO4;ATP6AP2;NDUFA13;NEK7;STOM;GTF2A1;ANKFY1;NLK;DCAF16;GNAI3;PRRC2B;CCND1;CUL5;BRWD1;TERF2;UGGT1;KDM4A;RBBP5;RCBTB1;YES1;GOLGA4;ATP2B1;PLEKHA2;THOC2;UBXN4;ANKRD11;HMBOX1;CAMK2N1;RBM4;COASY;CRK;RSF1;NME6;PPCS;UBL4A;DNAJC16;SLC35A5;ITCH;PPIG;HNRNPA0;IMPACT;RIF1;MBP;SPIN1;ODF2;ELL2;UFL1;RSRC1;RFX7
BRCA1 DN.V1 UP,-0.5338534590683356,-1.749343777319323,0.017857142857142856,0.02822374475917783,141,24,KLK8;OSR2;PTPRS;HOXB7;LGALS9;SLC16A4;DENND1C;PRSS21;HMGA2;CLEC7A;HIST1H3E;KLHL35;ISYNA1;MAP2;HIST1H2BJ;VAV1;SIX1;TRPV6;IQCA1;ETNK2;RPP25;TIMP4;DAGLA;IL5,HIST1H3E;KLHL35;ISYNA1;MAP2;HIST1H2BJ;VAV1;SIX1;TRPV6;IQCA1;ETNK2;RPP25;TIMP4;DAGLA;IL5
PIGF UP.V1 UP,0.3356827020725428,1.7542141458833254,0.0,0.04001855933186405,191,136,HSD17B4;SLC38A6;TFPI2;KIF5B;CRYBG3;SCAF11;OPA1;AGL;MKLN1;PDCD10;SYNE2;UPF2;DNAJC3;SMC4;CD2AP;IL6ST;CRYZ;HIF1A;CEP350;STAM2;PRKACB;AIMP1;EIF2S3;CPD;NEK7;SPRYD7;PHF3;UGP2;HS2ST1;RFK;MAGOH;MAPK6;ATP13A3;NRCAM;HNRNPA3;RAP1A;PSPH;GMFB;ANAPC13;MAP2K4;N4BP2L2;ATR;THOC2;SGMS1;ZNF354A;RIPK2;CREB1;LARP4;IREB2;TDP2;PPIG;TDG;RIF1;TWF1;LTBP1;RNF13;UFL1;SP3;RNF6;STXBP3;HSPA13;PEX1;DCP2;PISD;MAFK;OSBPL8;TOPORS;COL8A1;ADAM9;PAPOLA;BAZ2B;MARK2;PPID;RECQL;ASCC3;CDC27;GGCX;ARMC6;SAT1;BCLAF1;ACADM;ZNF268;ITSN2;SLC33A1;MAST2;ARL4A;AKAP9;ZNF117;STAU2;NUCB2;TTC37;SUCLA2;CCPG1;AHCYL2;TWISTNB;NECAP1;TAF9;RDH11;TMED5;MIPEP;PTGS2;TSPAN8;DHX29;CEBPZ;BCAS2;ITGA2;SREK1;NUP155;TNFSF10;LGALS8;ZC3H14;SMC3;BACH1;NAT1;STK38L;MTM1;DNASE2;DNAJB9;IL1RL1;CALB2;DMTF1;SLC4A7;RRS1;PPAT;MTF2;AGA;TRMU;LPCAT4;ABCE1;TDRD3;BPGM;ROR1;MBTPS2;ZNF451;SOCS5;REV3L,HSD17B4;SLC38A6;TFPI2;KIF5B;CRYBG3;SCAF11;OPA1;AGL;MKLN1;PDCD10;SYNE2;UPF2;DNAJC3;SMC4;CD2AP;IL6ST;CRYZ;HIF1A;CEP350;STAM2;PRKACB;AIMP1;EIF2S3;CPD;NEK7;SPRYD7;PHF3;UGP2;HS2ST1;RFK;MAGOH;MAPK6;ATP13A3;NRCAM;HNRNPA3;RAP1A;PSPH;GMFB;ANAPC13;MAP2K4;N4BP2L2;ATR;THOC2;SGMS1;ZNF354A;RIPK2;CREB1;LARP4;IREB2;TDP2;PPIG;TDG;RIF1;TWF1;LTBP1;RNF13;UFL1
SNF5 DN.V1 DN,0.38281250401570976,1.7028663662503838,0.0,0.041161946741345885,164,73,ITGA3;RIMKLB;CARD10;TFPI2;SLC38A10;PANX1;ANKRD1;TPD52L1;TINAGL1;P2RX5;DSP;SH3RF1;UCHL1;PKP1;DDOST;SNCA;PRKAR1B;GPX3;SLC9A3R2;SLCO3A1;CDKN2A;ANK3;SLC16A3;PDLIM5;SPEG;IL11;NIPAL2;ENO3;KRT18;DSG2;FBLIM1;RAB3GAP2;TRAPPC6A;LOXL4;FLYWCH2;YIPF2;RPS6KA2;ANXA8;PTPRK;EFEMP1;SIM2;FADS3;OLR1;RABEPK;PDZK1;DIO2;PKP2;NFKBIZ;TMEM53;C1QTNF1;GATAD2A;CHRNB1;CSGALNACT1;ABCA4;ACYP2;HSD17B7;CNTN1;MGST2;MAPK13;LY75;CD99L2;RRAD;DNASE2;CBR3;FAH;TNFRSF21;FOXD1;ATP9A;PCOLCE2;MYLK;SMARCB1;TNNT2;RGS5,ITGA3;RIMKLB;CARD10;TFPI2;SLC38A10;PANX1;ANKRD1;TPD52L1;TINAGL1;P2RX5;DSP;SH3RF1;UCHL1;PKP1;DDOST;SNCA;PRKAR1B;GPX3;SLC9A3R2;SLCO3A1;CDKN2A;ANK3
CAMP UP.V1 DN,0.34423396631619907,1.7208958981850722,0.0,0.04802227119823686,200,133,CDCA7L;AKT3;TMBIM1;SRSF2;NAP1L1;BCR;RAB31;NDRG1;RPL7;ATP2B4;SLC13A4;LMBR1;ANXA1;TARBP1;EIF4B;BIRC3;KLHDC4;DLG5;MAPK1;NPEPPS;PALLD;EZR;RASD2;RERE;AKAP12;RNF138;BZW1;MED4;UBTF;USP36;RAP2A;ACAT2;ST13;ZCCHC14;HINT1;HSP90AA1;NFATC2;DEDD2;IDS;GNG12;DST;ATP2B1;TTYH3;PES1;KCNN4;FAM189B;ARHGEF12;OAT;TUBA4A;TSC22D1;IL4R;CALM1;PINK1;ITSN1;CHST15;STXBP1;TIMP2;FUT8;DCAF6;DDAH1;MAP4K4;USP38;CLK1;PHLDB1;ABLIM1;ARHGAP5;LRRFIP1;MAL2;PAM;ANKRD6;TJP1;IQCK;ME1;MFN1;MBD2;MYO5B;TANC2;GLS;SNRPA;SEL1L3;DAG1;FSTL1;TUBB3;DNAJA1;HSPA8;CASP7;ASAP2;SMARCC1;INSIG1;MYO15B;PELI1;RWDD2B;NCF2;SERPINB2;ESYT1;BCL2L13;GNAQ;SYPL1;ITPA;NDRG4;UBE2E2;UBTD2;ENO2;NFKB1;NYNRIN;TMSB4X;SPOCK2;CD83;SRRM1;TUBB4B;ZFP36;TLN2;RRAD;SERINC1;CAPN12;ZMIZ1;EIF4E;GLO1;PCYOX1L;MAP2;MYH10;DYNLL1;PKIA;ETS2;PLS3;ATP9A;TSPAN5;BAG6;JARID2;SNN;TMEM97;MPZL3;HENMT1,CDCA7L;AKT3;TMBIM1;SRSF2;NAP1L1;BCR;RAB31;NDRG1;RPL7;ATP2B4;SLC13A4;LMBR1;ANXA1;TARBP1;EIF4B;BIRC3;KLHDC4;DLG5;MAPK1;NPEPPS;PALLD;EZR;RASD2;RERE;AKAP12;RNF138;BZW1;MED4;UBTF;USP36;RAP2A;ACAT2;ST13;ZCCHC14;HINT1;HSP90AA1;NFATC2;DEDD2;IDS;GNG12;DST;ATP2B1;TTYH3;PES1;KCNN4;FAM189B;ARHGEF12
YAP1 UP,0.5148860542811773,1.838955654045192,0.0,0.04802227119823686,47,29,SEMA3C;FAF2;ZNHIT6;YWHAZ;RHOQ;CNP;TEAD1;FAM167A;NRAS;MSN;MAML2;LLGL1;DDB2;SNX7;SHISA4;RAB40C;SIAE;CDIPT;MOCS2;FLOT1;PTPMT1;RPN2;COX8A;FAM45A;DRAM2;GTPBP3;SNAP23;CDK14;MYLK,SEMA3C;FAF2;ZNHIT6;YWHAZ;RHOQ;CNP;TEAD1;FAM167A;NRAS;MSN
EIF4E DN,0.37302244892535996,1.7061311518217677,0.0,0.04802227119823687,100,75,NEDD4L;DCTN4;SVIL;PHIP;RANBP2;PRRC2C;CYP1B1;FXR1;GALNT5;UPF2;SORT1;TP53BP1;CD55;PARP8;NPEPPS;KPNA4;SCAMP1;CCAR1;CLTC;LMO7;MYO10;C3;APPBP2;USP47;SAA1;FUCA1;EP400;TPD52;VPS13C;CWC22;SNAPC1;MAP3K5;ESRP1;CTSC;STRBP;ARID4B;EPDR1;NCOA6;ADAM9;FNDC3B;SEMA4D;LOXL1;ITPRIP;IQGAP1;TP53BP2;SH3YL1;TNIP1;WDFY3;ARHGAP32;PTER;CLINT1;SIK3;NCOA7;C2CD2;CASP10;KLHL21;PLEKHA5;PTGS2;UBA7;DIP2B;TBCK;TSPAN6;CLDN23;OFD1;PLAU;COL4A3BP;FAM160B1;GATA6;DENND2D;PRDX4;MYH10;ALPK1;LRBA;FZD3;DOCK1,NEDD4L;DCTN4;SVIL;PHIP;RANBP2;PRRC2C;CYP1B1;FXR1;GALNT5;UPF2;SORT1;TP53BP1;CD55;PARP8;NPEPPS;KPNA4;SCAMP1;CCAR1;CLTC;LMO7;MYO10;C3;APPBP2;USP47;SAA1;FUCA1;EP400;TPD52;VPS13C;CWC22;SNAPC1;MAP3K5
SIRNA EIF4GI UP,0.3965808280528627,1.7573413171309775,0.0,0.05335807910915207,95,81,PYGL;SPRR1B;SLC25A3;TNNT1;MRPS30;ASS1;NONO;HSPD1;MATR3;HSPB1;HTRA2;SUN2;CA2;TCF25;UQCRC2;ST13;FXYD3;CPNE1;CSDE1;LETMD1;KIF2A;DDX54;SPRR1A;GSS;GLUD1;SAMM50;TXNIP;SAA1;ZFP36L2;ATP1A1;ZBED1;MIA3;MAGEF1;PSAP;PERP;UBE2E1;DRG1;CTSC;NQO1;MPV17;ALDH7A1;ASAH1;CAMLG;THADA;S100A14;CTSH;ATF3;IGF2R;HLA-B;CORO1B;DAG1;NDUFS8;MTO1;LAP3;PMPCB;DDX50;TCTN1;ECI1;NCAPD2;XPC;ESYT1;EIF3K;SETDB1;ADSL;FBXO46;DTX4;RMND1;PSME1;LRPAP1;PAPSS1;SLC25A5;QARS;PDHA1;HADHB;TRAF3IP2;CEBPD;FRAT2;AFG3L2;CCT4;EID1;CSE1L,PYGL;SPRR1B;SLC25A3;TNNT1;MRPS30;ASS1;NONO;HSPD1;MATR3;HSPB1;HTRA2;SUN2;CA2;TCF25;UQCRC2;ST13;FXYD3;CPNE1;CSDE1;LETMD1;KIF2A;DDX54;SPRR1A;GSS;GLUD1;SAMM50;TXNIP;SAA1;ZFP36L2;ATP1A1;ZBED1;MIA3;MAGEF1;PSAP;PERP
CYCLIN D1 KE .V1 UP,0.34632735216956145,1.669616409981331,0.0,0.054025055098016465,190,133,LPIN2;CDK6;HSF4;PKD1;TRIO;SMTN;REEP5;PPP5C;HSPH1;DCAF7;BIRC2;CTBP1;HSPG2;PLOD1;RAB31;KLC1;CHKA;EPHA2;KLK6;GNAI2;BATF;FAM3C;S100A2;COL18A1;LTBR;TGFBR2;DMWD;MAD1L1;ALDH3A2;POLD1;MGAT5;COX7A1;CDKN2A;KCTD2;CRIP1;TFAP2A;SUPT5H;PKN1;ASNS;KDM5C;STT3A;THOC1;TCF12;COASY;FOSL2;FOXK2;BRF1;TRIM25;MED24;EIF5A;CDKN1A;ST3GAL4;DYRK4;STAM;PTPRH;LCN2;SLC35D1;ABLIM1;PFKL;KLF4;AHR;CDS1;PPID;PHF20;HSD17B10;PMPCA;RASSF7;ARCN1;CDR2L;PHKG2;MARK3;ZNF787;TRAF1;DNASE1;DAP;POLR2C;IFITM1;ARL3;RUNX1;CHRNA5;TSC2;PCGF2;TROAP;E2F4;BCL9;PIGC;SNRPC;TTLL12;APOC1;GLB1;PLK3;SNX17;CENPB;CASP3;SCAP;PTPN3;INPP5A;THBD;SNRPB2;FGFR4;LMF2;KIF22;KAT5;PTS;MMP15;PPM1F;THOP1;FHL2;DGKD;RGS3;DNASE2;KCNAB2;MALL;PPIB;AXIN1;COX17;ATXN1;CEBPD;INTS9;GOT1;ETS2;MPHOSPH6;KIFC1;RRAS;DUSP5;ID1;PPP3CB;DUSP4;ZYX;IFRD2;MAN2A2;PRRC2A;TNNT2,LPIN2;CDK6;HSF4;PKD1;TRIO;SMTN;REEP5;PPP5C;HSPH1;DCAF7;BIRC2;CTBP1;HSPG2;PLOD1;RAB31;KLC1;CHKA;EPHA2;KLK6;GNAI2;BATF;FAM3C;S100A2;COL18A1;LTBR;TGFBR2;DMWD;MAD1L1;ALDH3A2;POLD1;MGAT5;COX7A1;CDKN2A;KCTD2;CRIP1;TFAP2A;SUPT5H;PKN1;ASNS;KDM5C;STT3A;THOC1
GCNP SHH UP LATE.V1 UP,0.3253676474306831,1.6033038410730558,0.0,0.0787031666859993,183,135,RLIM;NPTX1;POLA2;SRSF10;XPO1;SIX4;COIL;LUC7L3;RRM2;TMOD3;BOK;FBXO11;FRMD6;SMC4;ARL5A;MATR3;TM9SF3;AURKB;ARIH1;GALNT3;MOB1A;MIOS;PFDN6;CFDP1;ZNF644;EIF2A;EIF3A;ZNF638;MAGOH;HNRNPA3;RYK;PSME4;MRTO4;LOXL2;CASP4;PCNT;SARDH;PIK3CA;DDX3X;PHTF2;MAP3K7;MCM5;DIDO1;GFM2;TARDBP;GNL3;DDX39A;LBR;MUC1;PLK2;FOXA1;SRSF1;YTHDF3;STRN3;LLGL2;YWHAE;PAN2;CLIC4;HIGD1A;TOP2B;LARP7;FTSJ3;SLC29A1;SOCS2;TK1;NOP56;SSX2IP;SPOP;NUSAP1;NXF1;MBD2;INCENP;KIF2C;CLIP4;IVNS1ABP;VPS4B;DNM1L;METAP1;NAA30;MRPL18;PSMC3IP;CASD1;LIG1;PTCD3;MIS18BP1;PRC1;GART;NPM1;CREM;NAA15;MPHOSPH10;ZNF281;MDN1;SACM1L;SLC7A6;TOP2A;MCM4;SLTM;USP39;CUL4A;FANCC;LRRC23;COX7B;P2RY2;AURKA;IDH2;TNFSF10;CDK1;CDC25C;DLGAP5;TEAD3;THOP1;ZKSCAN1;CHEK1;SMC2;SLC23A2;ZFX;CKS2;GBP2;COPB1;PLEKHA7;CDCA7;ABCE1;POLRMT;KIFC1;CDC25A;E2F8;RRM1;UNG;TRIP13;MCM10;MCM6;SFRP1;TIMM8A;ASB3,RLIM;NPTX1;POLA2;SRSF10;XPO1;SIX4;COIL;LUC7L3;RRM2;TMOD3;BOK;FBXO11;FRMD6;SMC4;ARL5A;MATR3;TM9SF3;AURKB;ARIH1;GALNT3;MOB1A;MIOS;PFDN6;CFDP1;ZNF644;EIF2A;EIF3A;ZNF638;MAGOH;HNRNPA3;RYK;PSME4;MRTO4;LOXL2;CASP4;PCNT;SARDH;PIK3CA;DDX3X;PHTF2;MAP3K7;MCM5;DIDO1;GFM2;TARDBP;GNL3;DDX39A;LBR;MUC1;PLK2
