Date Time,Elapsed,WT-UT,WT-UT,WT-UT,AXL KO-UT,AXL KO-UT,AXL KO-UT,WT-E,WT-E,WT-E,AXL KO-E,AXL KO-E,WT-R,WT-R,WT-R,WT-R,AXL KO-R,AXL KO-R,AXL KO-R,AXL KO-R,WT-C,WT-C,WT-C,WT-C,AXL KO-C,AXL KO-C,AXL KO-C,AXL KO-C,WT-X,WT-X,WT-X,WT-X,AXL KO-X,AXL KO-X,AXL KO-X,AXL KO-X,WT-T,WT-T,WT-T,AXL KO-T,AXL KO-T,WT-D,WT-D,WT-D,AXL KO-D,AXL KO-D,AXL KO-D,AXL KO-D,WT-ER,WT-ER,WT-ER,AXL KO-ER,AXL KO-ER,AXL KO-ER,AXL KO-ER,WT-EC,WT-EC,WT-EC,WT-EC,AXL KO-EC,AXL KO-EC,AXL KO-EC,AXL KO-EC,WT-EX,WT-EX,WT-EX,AXL KO-EX,AXL KO-EX,AXL KO-EX,AXL KO-EX,WT-ET,WT-ET,WT-ET,WT-ET,AXL KO-ET,AXL KO-ET,AXL KO-ET,AXL KO-ET,WT-ED,WT-ED,WT-ED,WT-ED,AXL KO-ED,AXL KO-ED,AXL KO-ED,AXL KO-ED
1/14/23 12:44,92,33.43969,32.15163,20.09419,74.65322,73.21544,63.83097,13.97452,11.27136,12.39481,8.124693,6.658022,25.12699,45.87738,50.56142,46.2403,76.8914,73.34521,68.63412,37.75626,31.13083,53.13184,55.1521,49.20916,83.08603,83.44759,84.4283,63.79748,12.36296,35.46712,42.70565,36.07372,72.01467,71.93586,66.20635,36.78835,25.4808,30.59835,40.50441,54.14365,53.94294,7.364613,6.860864,8.980892,17.93447,14.69537,14.19867,8.016878,7.045472,10.74809,7.383324,9.911238,8.359546,5.911669,2.504456,3.181255,10.09317,12.69919,11.08403,9.636998,7.076168,6.911945,3.132648,5.229748,8.075984,6.637312,4.011435,4.403904,2.918983,1.981875,4.181121,6.668658,6.681873,9.24902,2.723448,3.450287,2.025633,2.462918,0.3826861,0.414561,0.4519674,0.4436189,0.9101665,0.6915326,0.8146272,0.2976467
1/14/23 16:44,96,37.35199,35.05699,23.00945,81.82693,77.72276,71.23197,14.25371,11.34083,13.01442,7.826789,7.291251,26.88924,48.69089,55.21549,50.33237,82.20544,79.1758,74.29694,44.11485,33.51152,57.4867,57.81214,53.6013,87.51043,85.93437,88.49847,67.73135,14.15722,36.81039,44.77653,39.25353,78.34706,78.60372,73.86623,41.20172,26.35099,32.53043,42.66805,54.69795,54.30588,8.486874,7.340984,9.494577,19.94019,15.37313,15.11867,8.159982,6.748542,10.72609,7.367105,10.32619,9.086316,6.010195,3.060909,3.061336,10.17633,13.01338,11.37955,9.534784,7.072275,7.204043,3.076445,5.789069,8.364258,6.832352,3.612103,4.43834,2.941946,2.024318,4.13943,6.666063,6.598848,8.859829,3.018551,3.247309,1.777958,2.206348,0.4734108,0.3735351,0.4172073,0.3145999,0.7922278,0.6704648,0.7803281,0.2586354
1/14/23 20:44,100,44.097,38.58902,25.48522,86.55608,84.88305,78.53375,14.0736,11.49388,12.31696,8.479175,6.69396,29.63123,54.53107,60.34191,53.88102,86.38065,83.55046,80.40496,50.74715,36.20649,59.51161,62.40963,58.17912,92.29884,90.4466,91.57214,72.02168,16.45358,40.86243,46.54439,40.52835,85.06274,83.07903,79.69231,44.44501,27.14914,33.68819,43.61786,54.88744,54.35827,8.383738,8.599316,10.95184,21.61104,16.50542,16.27544,8.44648,7.292447,10.63673,7.102511,11.51789,8.902665,6.106827,3.016673,3.247651,10.11309,12.54306,11.74349,10.27757,7.411613,6.620377,3.570428,5.385998,8.299808,6.818522,3.574833,4.534391,2.516817,2.036235,3.708359,6.652013,6.883041,8.737264,2.744021,3.204525,1.826069,1.974978,0.4996859,0.3814911,0.3779399,0.3348141,0.7545823,0.652692,0.6791377,0.2287068
1/15/23 0:44,104,48.92545,45.46622,31.2647,90.33186,89.37715,83.91311,13.949,11.70944,12.56914,8.21837,6.336473,32.27729,60.916,65.34348,59.59688,88.98195,87.52777,83.67429,56.27197,40.82804,64.79956,67.9407,63.13143,93.75459,92.30609,93.99356,77.93795,20.18807,43.48418,49.56487,44.77402,89.61275,89.13246,84.15621,51.27518,27.31898,33.7865,45.14187,53.2422,56.2748,9.163877,9.57762,14.32219,23.32926,18.1967,17.00981,8.753414,6.316481,10.51855,7.157606,11.73818,9.340308,6.261131,3.392496,2.9246,10.02011,12.47984,12.57701,10.06288,7.464403,6.667104,3.105622,5.443551,7.920963,6.936137,3.580211,4.687431,2.778081,1.890451,3.536351,6.743488,7.085234,8.877636,3.251117,3.402176,2.015304,1.977607,0.3740303,0.4921055,0.3971468,0.3255777,0.7934911,0.7040469,0.7762989,0.2391383
1/15/23 4:44,108,56.96502,52.8246,35.75378,94.29517,94.32819,88.64406,14.44186,11.1296,13.6371,6.873771,7.407926,36.88543,64.75388,72.87623,67.11565,91.94834,91.04372,89.72236,63.60165,45.07899,68.54297,72.77608,68.5127,95.88968,95.20248,95.24591,83.57534,21.73576,46.88303,55.4313,48.46883,93.76163,93.19937,90.09753,57.34647,26.69685,34.01094,48.37188,53.73385,55.31564,9.283045,14.06357,18.1722,24.23649,18.33561,18.31295,9.382683,6.381084,10.07025,7.682013,11.76094,9.35738,5.93178,4.16999,2.777654,9.896111,12.73832,13.84515,10.12968,7.849394,7.105534,2.90751,5.753882,7.730602,6.679226,4.307307,4.578525,2.541948,1.588314,3.694274,6.427505,7.205665,8.844532,2.850453,3.26095,1.983088,2.214799,0.3912567,0.4382922,0.3832496,0.3225729,0.7679674,0.8611335,0.6378046,0.3013344
1/15/23 8:44,112,64.81819,60.91665,43.36767,96.55833,97.17261,92.63902,14.36716,11.45127,13.13002,8.253643,7.009072,41.96352,73.02995,80.36266,74.47299,94.28627,94.61251,92.6477,69.67558,49.64478,73.9267,77.81224,74.30931,97.31284,96.95367,96.33286,87.23469,25.71699,52.06295,61.0842,52.40651,96.76805,96.00417,93.80212,61.37979,27.90181,36.6825,48.84713,56.32,54.95975,9.126505,17.1748,21.98843,28.10706,19.71572,19.10016,9.497787,6.25058,10.61855,7.416104,13.44735,9.800077,6.546879,5.176549,2.964567,10.24704,12.99454,13.28553,10.67255,7.739326,7.244812,3.16285,5.367542,8.160068,6.950376,4.234457,4.362144,2.815249,1.737052,3.704911,6.060646,7.037498,8.899524,3.27215,3.432088,1.869281,2.051533,0.4103611,0.4874788,0.4022174,0.3730742,0.744885,0.7333779,0.6876058,0.2192485
1/15/23 12:44,116,70.38711,69.11916,51.65213,97.6368,98.13358,96.0567,14.87069,11.6881,13.42109,8.031491,7.501964,46.04267,79.73685,86.31964,80.84641,96.22905,95.91462,95.81925,74.12872,53.09425,78.29593,81.39643,78.39345,98.2029,97.54734,97.91138,90.74087,27.98429,55.6982,66.87194,56.99397,97.65953,97.85818,96.3477,67.89271,29.19572,38.28413,50.74002,58.65395,55.07579,9.429854,18.5187,25.51802,30.46703,21.168,19.86345,9.863997,5.980147,10.05895,6.98389,11.87114,9.861164,5.45014,8.028147,3.106834,10.21746,13.46012,14.50596,11.131,8.106494,6.887805,3.095327,5.68513,7.964669,7.155368,4.36071,4.491402,2.875362,1.713611,3.385513,6.251451,6.590773,8.713994,3.212088,3.500515,2.128155,1.952408,0.3785033,0.5501188,0.3498552,0.3806886,0.7256952,0.6628844,0.6463751,0.236492
1/15/23 16:44,120,76.08624,73.33175,56.72387,98.28236,98.38879,97.89308,14.56352,11.64454,13.05365,8.82681,7.164196,51.30057,83.867,90.50409,85.62971,97.10944,97.19061,96.67085,79.20776,55.37932,82.40118,85.77881,81.6544,98.71938,98.1161,98.55326,92.85452,31.18995,61.95761,71.9012,62.11478,98.7263,98.76096,97.85741,72.7121,31.2177,40.28298,53.25571,62.64237,56.23375,9.980947,21.57675,29.3924,33.25028,23.88622,20.63717,10.77565,5.89125,10.31921,6.850757,13.00001,11.58323,6.203818,13.72605,3.102225,10.50865,12.88815,15.2122,11.47445,8.56925,7.215687,3.024868,5.224507,8.178436,6.888623,3.860802,4.051317,2.726573,1.932501,3.696801,6.158814,6.758205,8.608859,3.160323,3.475845,2.027443,1.869451,0.4185219,0.4172926,0.4023198,0.3670304,0.704542,0.6820572,0.7991934,0.2566891
1/15/23 20:44,124,80.90813,77.32625,61.28867,98.92656,99.17646,98.42865,14.66607,11.5834,12.67199,9.417187,6.943718,55.32476,88.07344,92.97122,88.90434,97.65581,98.06813,97.6745,82.59299,59.43875,84.87009,88.64272,86.24807,98.95789,98.77542,98.79646,94.44546,34.14206,66.20953,78.02551,66.97581,99.30005,99.13293,98.57133,78.62236,32.53751,41.07932,55.74061,64.89312,57.5044,10.75975,25.88544,6.703316,34.98484,24.11828,21.96055,10.73621,5.60062,10.2438,6.836159,13.4796,10.91068,6.007566,11.04613,3.301686,11.12154,12.83184,15.08345,11.76731,8.800092,7.769578,3.73501,5.409986,8.211388,7.111338,3.479994,4.148768,2.995929,1.977607,3.300935,6.202948,6.608238,8.58832,3.170909,3.502769,2.209797,1.83913,0.4097465,0.4146123,0.3746107,0.3951664,0.7238684,0.6755695,0.8074055,0.193093
1/16/23 0:44,128,85.80119,82.67457,67.7692,99.30991,99.4465,98.35037,14.35832,11.47357,12.81612,8.579083,7.783527,59.00387,90.23874,95.32013,92.21025,98.8643,98.43222,98.16343,86.71732,62.70972,87.77147,91.41322,89.24818,99.14856,98.73505,99.17209,95.93188,37.23798,72.63316,83.01192,73.3619,99.54736,99.11983,98.93575,81.99135,34.02825,43.08368,56.60754,67.95811,57.72138,10.52529,5.354925,7.715048,39.20521,30.1228,22.76891,11.24177,5.48852,10.09014,6.89378,13.76268,12.10096,5.76177,20.39631,3.231193,10.936,13.44272,15.41239,11.79063,8.679403,7.452708,3.129097,5.280403,8.220009,7.253571,3.70643,4.065231,2.386551,1.637501,3.220198,5.91913,6.362903,8.345699,3.262914,3.681572,2.154174,2.079276,0.4062295,0.4331532,0.3393896,0.3278484,0.6831327,0.6514286,0.6422606,0.2827763
1/16/23 4:44,132,87.83244,86.70789,72.47868,99.39555,99.54596,98.89705,14.75823,11.19755,13.80651,8.772877,8.111631,61.66771,92.38997,96.64368,93.81641,98.91869,98.92318,98.62598,88.11704,64.69044,89.6758,94.20529,91.39662,99.35185,99.03293,99.34971,96.91637,41.08909,77.64752,87.59294,77.43722,99.65462,99.33739,99.28306,87.63948,32.17902,42.84919,58.74696,70.71168,63.34711,11.51336,6.232159,8.980892,37.152,27.96728,23.76576,12.04107,5.598503,10.03165,7.190607,15.72346,12.60098,5.335326,25.07497,2.922039,11.34885,14.00892,17.05061,11.91451,8.807245,8.766014,2.939641,5.541036,7.997142,7.140994,4.103714,4.405389,2.325841,1.326486,3.298528,5.801003,6.58647,8.258509,3.033678,3.741293,2.279522,2.146628,0.4316679,0.3890031,0.2838519,0.3984102,0.6458458,0.68624,0.7372705,0.1760715
1/16/23 8:44,136,91.05733,89.413,77.28564,99.71523,99.72346,99.07903,14.61738,11.19089,13.49889,8.793347,7.326558,64.41113,94.65443,97.8168,95.81181,99.5031,99.32805,99.11655,90.97601,68.77937,92.35944,95.69242,93.46169,99.56357,99.44612,99.54707,97.29422,45.79521,81.83476,92.13385,82.90372,99.66433,99.79325,99.57968,90.49539,34.47628,44.59422,61.55486,72.37576,66.10202,12.14241,6.049872,9.494577,40.70824,32.94266,25.20757,12.79097,5.583342,9.873968,7.062322,15.12458,13.87178,5.743519,29.28485,2.85187,11.77582,14.89777,16.13679,13.19514,9.000679,8.511595,2.928407,5.154099,8.372025,6.913106,3.59416,4.197358,2.492061,1.611926,3.276931,5.546687,6.495063,8.182074,3.013447,3.623695,2.311926,2.42208,0.374901,0.3684645,0.3487796,0.3920762,0.6623893,0.6647454,1.078794,0.2016636
1/16/23 12:44,140,93.03954,92.13679,79.18397,99.66368,99.8087,99.472,14.52809,11.35194,12.72481,9.939681,7.203224,66.89671,96.32416,98.36395,96.74644,99.43105,99.51021,99.26134,91.93272,72.18073,94.24065,96.34106,94.71126,99.62011,99.56083,99.56204,97.41214,49.56701,86.8695,94.29704,86.95114,99.8781,99.88571,99.67838,92.56497,35.70319,45.56043,62.82922,74.01425,69.82375,12.57693,6.860864,10.95184,39.57578,29.09587,27.02188,13.18142,5.639973,10.18843,6.944845,14.67505,14.40706,5.596899,28.95701,3.231329,11.19776,16.17208,18.46306,12.85935,9.441053,8.466267,3.230442,5.093422,8.620554,7.000707,3.109174,4.536064,2.938428,1.440259,3.143575,5.817069,6.322491,8.01734,3.082711,3.891721,2.598493,2.058822,0.4487236,0.3664158,0.4124611,0.3558819,0.6875716,0.6363022,0.6541262,0.1955344
1/16/23 16:44,144,93.5836,93.32964,81.93267,99.71782,99.76231,99.57948,14.6603,11.41953,12.79382,10.089,7.238786,68.51368,96.97953,98.69641,98.07504,99.7557,99.78822,99.61607,92.71446,75.82738,95.33037,97.0924,96.06989,99.80263,99.72291,99.62692,98.3338,53.06919,89.39299,96.44753,89.82622,99.91789,99.92153,99.83105,93.87854,36.54071,48.32649,64.84447,75.75052,70.21494,12.67066,7.340984,14.32219,42.39309,35.23272,27.88388,12.90829,5.556862,10.09475,7.229703,16.35092,13.40361,5.434382,31.75395,3.327978,11.78316,16.42783,18.71225,13.71731,9.305548,8.571402,3.517844,5.038687,8.406597,7.042655,2.948911,4.123723,2.879989,1.842476,3.240463,5.851214,5.905813,7.902661,3.154877,3.755207,2.284644,1.811097,0.4968517,0.4859764,0.3921444,0.3380067,0.6445141,0.6740671,0.8803916,0.1739545
1/16/23 20:44,148,94.85425,94.35367,85.59766,99.85177,99.82085,99.66875,15.03625,11.37345,12.87528,9.64982,7.991644,70.2341,97.56715,99.13409,98.76832,99.82163,99.82388,99.73038,94.00613,77.41578,95.39584,97.61728,98.31899,99.83958,99.73711,99.74356,98.64997,56.31831,92.12926,98.02618,93.05772,99.97098,99.96066,99.88245,95.3275,37.33374,50.97787,69.04812,77.85176,72.64561,12.0586,8.599316,18.1722,43.89046,37.92296,27.93566,12.77436,5.208732,9.805626,7.468262,16.65508,16.49411,5.582557,33.9002,2.905461,11.89299,16.85265,21.02065,13.55218,9.657674,8.713822,3.33858,5.743605,8.563003,6.77883,3.827988,4.474858,2.755494,1.332803,3.08423,5.69691,5.951704,7.774632,3.167153,3.667436,2.16959,1.886712,0.4763986,0.4047442,0.394159,0.3829593,0.6511213,0.6141587,0.7862352,0.1743301
1/17/23 0:44,152,95.97881,95.75294,89.35052,99.87988,99.84245,99.74548,14.74696,11.6144,12.3066,10.08321,7.338663,72.81165,98.03668,99.46455,99.22947,99.86195,99.90794,99.72116,94.77406,79.25581,96.49731,98.1203,97.34276,99.85331,99.90794,99.7952,98.83591,60.15488,93.88107,99.07631,96.0127,99.9797,99.96339,99.92894,96.51969,38.08625,52.03167,69.29987,80.94967,74.39478,11.5053,9.57762,21.98843,46.93485,37.91562,30.12757,13.24009,5.205744,9.805813,7.461176,18.29562,16.27195,5.437677,42.82962,3.388689,12.29803,19.69865,22.33275,13.91011,9.542091,8.39388,3.343582,4.683761,8.65895,7.099746,3.410559,4.286478,3.007386,1.594699,2.864572,5.545116,5.766892,7.686469,3.088601,3.757683,2.124382,1.960996,0.4338532,0.3626427,0.3616013,0.3571965,0.6130149,0.6339632,0.766943,0.2305336
1/17/23 4:44,156,96.20563,96.11652,91.00564,99.84844,99.8853,99.79304,14.84129,11.03857,13.52874,9.997387,8.582841,73.28847,97.62036,99.64929,99.71923,99.89527,99.91096,99.8187,96.3914,80.66527,96.92918,98.43048,97.82986,99.89585,99.88189,99.79395,99.21487,61.66649,94.90918,99.36378,97.23752,99.97575,99.96905,99.93973,97.94077,36.27435,51.41521,71.53556,80.89198,75.42264,11.73823,14.06357,25.51802,45.62396,41.09333,32.35459,14.57006,5.305619,9.816827,7.55424,17.9365,17.41054,5.198249,45.46323,2.560847,12.11219,19.6427,21.96369,13.89594,9.802024,9.852661,3.597318,5.408261,8.315515,6.741593,4.268039,4.297148,2.788598,1.418406,2.894944,5.327199,5.965585,7.536639,2.975221,3.475931,2.573379,2.200748,0.4548528,0.3371872,0.3177755,0.4055978,0.6346461,0.6762012,0.6338437,0.1753544
1/17/23 8:44,160,96.99555,97.1982,92.96631,99.81563,99.86748,99.79382,14.46921,10.93803,12.75718,10.22642,7.830358,74.09759,97.87247,99.73236,99.8793,99.92486,99.96828,99.89647,96.99672,81.98328,97.37109,98.94937,98.42703,99.92676,99.90225,99.8236,99.3378,64.78227,96.45992,99.50787,98.05782,99.99277,99.99501,99.90632,98.41328,38.81124,53.57292,73.63762,83.46013,74.83762,12.03376,17.1748,29.3924,45.40413,32.90134,33.09859,15.16373,5.289162,9.841564,7.620329,18.37781,16.53249,5.145613,46.82472,3.114739,12.33193,20.92794,23.26387,14.693,10.52321,9.671861,3.566399,4.82287,8.058434,6.655375,3.327466,4.296653,2.573601,1.620018,2.897556,5.411965,6.045246,7.689934,3.007249,3.547653,2.393227,1.947423,0.4098489,0.3882007,0.3354458,0.4006638,0.621944,0.5420775,0.614449,0.204122
1/17/23 12:44,164,97.85762,97.73118,93.94345,99.89266,99.74451,99.80586,14.53034,10.74956,13.14147,10.30659,8.670475,77.18326,98.59547,99.82652,99.95399,99.95065,99.92796,99.88151,97.58167,84.29047,97.71729,99.02688,98.59544,99.92256,99.9252,99.81548,99.12928,66.69476,97.51519,99.75143,98.81921,99.99498,99.98444,99.97241,99.03269,39.75443,55.71624,74.54149,84.91721,76.51206,11.97849,5.354925,6.703316,44.17293,34.49874,34.1726,14.97891,5.054957,9.774913,7.823699,18.53579,17.35217,5.673965,47.95965,3.048275,12.1365,19.65958,24.74403,15.15142,10.63541,10.002,3.328268,5.162857,8.000436,6.68049,3.713601,4.335596,2.903515,1.328074,2.906519,5.325953,5.750877,7.607729,2.726999,3.341073,2.394695,1.939637,0.4492871,0.3751229,0.3644183,0.3787253,0.5705549,0.5570503,0.6924887,0.1718374
1/17/23 16:44,168,98.38179,98.39064,95.22271,99.76491,99.61692,99.56638,14.1051,11.08376,12.22272,10.77237,7.594975,78.17367,99.16504,99.95269,99.97535,99.97318,99.96951,99.8904,97.575,85.46844,98.32101,98.96037,98.77144,99.97302,99.94209,99.85442,99.23275,70.2139,97.9442,99.81039,98.87495,99.99519,99.97891,99.94312,99.17465,40.76061,58.24961,78.07204,88.4509,76.15695,13.57183,6.232159,7.715048,48.30245,34.57578,34.19498,15.37587,5.515409,9.924811,8.566143,20.30499,16.97119,5.37992,49.27172,3.427274,11.75585,21.55844,26.42658,15.56485,11.03195,9.951069,3.181937,4.681763,8.134253,6.511298,3.536215,4.0261,2.751414,1.553076,2.740641,5.260787,6.001266,7.582717,2.704788,3.293782,2.245206,1.711972,0.4100709,0.3043221,0.3194827,0.3743546,0.5813107,0.5765816,0.6898082,0.1739032
1/17/23 20:44,172,99.00667,98.66061,96.2097,99.7352,99.5329,99.4292,14.35356,11.18912,12.5085,11.0582,7.712112,80.83026,99.33314,99.97796,99.99293,99.96599,99.99445,99.95373,98.00404,85.82835,98.63792,99.18768,98.95722,99.95889,99.94794,99.9111,99.47007,73.08308,98.43852,99.74452,99.23659,100,99.99088,99.9481,99.12952,41.90884,58.60239,77.98646,89.06886,75.43368,13.21391,6.049872,8.980892,46.56497,38.71793,35.96507,15.3456,5.050655,9.365166,8.919157,19.85577,18.51873,5.52987,50.21526,3.734481,12.21459,22.21518,26.8883,15.86854,11.4995,10.28954,3.218764,4.541972,8.306056,6.330259,3.337078,4.068356,2.613739,1.559649,2.859177,5.058867,5.632102,7.414909,2.901995,3.635817,1.998743,1.688207,0.3857934,0.349104,0.3310752,0.3931859,0.5159903,0.5625819,0.798391,0.182303
1/18/23 0:44,176,99.03508,98.99921,97.04887,99.62209,99.476,99.2914,14.25843,10.95643,12.73335,10.84823,8.767892,82.26752,99.50743,99.98882,99.99712,99.99061,99.97055,99.96976,98.20657,88.27155,98.70735,99.51743,99.26215,99.97693,99.94981,99.93874,99.44655,74.04058,98.85173,99.87817,99.51392,99.99679,99.98392,99.93768,99.34378,42.33166,61.51809,80.13927,89.0374,76.83074,13.04052,6.860864,9.494577,51.35247,41.34406,37.99752,15.66708,4.933741,9.558275,9.067879,21.3794,19.01551,4.991173,51.33331,3.397242,12.97374,21.80643,26.48442,16.18203,11.73523,10.27168,3.269179,5.120022,7.61169,6.333537,3.75379,3.787253,2.594975,1.467319,2.747162,5.126509,5.625444,7.497764,2.761435,3.850712,2.205273,1.675402,0.4113855,0.4295851,0.3155048,0.3869031,0.566116,0.606937,0.6876571,0.1390919
1/18/23 4:44,180,99.21938,99.26539,97.6389,99.5611,99.55481,99.20993,14.21103,10.24788,12.78797,12.27655,9.116911,87.40622,99.43086,99.97284,99.99454,99.98622,99.97654,99.98161,97.89151,87.99509,99.02699,99.63396,99.46178,99.99767,99.96998,99.96761,99.69875,75.72226,99.12029,99.93668,99.63164,99.97998,99.99145,99.9771,99.45394,41.79063,62.1296,81.37335,89.55524,75.9228,13.06036,7.340984,10.95184,48.8428,41.4317,40.70798,16.08812,5.18792,9.753809,8.32622,23.34679,18.13593,5.161662,51.59349,2.947631,12.551,22.45117,31.07113,16.40777,11.73301,11.46349,3.277084,5.302734,8.045082,6.261473,4.112319,4.019169,2.922517,1.505596,2.696491,5.015553,5.650865,7.427936,2.674979,3.637985,2.398417,1.977044,0.4395555,0.3321166,0.2819739,0.4124781,0.5830351,0.6820059,0.7047811,0.1131242
1/18/23 8:44,184,99.33135,99.2047,97.54948,99.60713,99.69833,99.12326,14.28318,10.67079,12.94261,11.71585,8.649646,84.32042,99.59846,99.99431,99.99628,99.99426,99.96616,99.98569,98.4978,88.85204,98.78458,99.64468,99.63278,99.98096,99.98523,99.92268,99.5776,77.74117,99.39987,99.98619,99.77836,100,99.99406,99.97905,99.61555,43.03982,64.80513,82.69456,92.21413,78.36313,13.10117,8.599316,14.32219,50.82673,42.91886,42.74314,16.05114,5.143582,9.562185,9.457,22.95953,19.06424,4.841035,51.86279,3.343958,12.4866,23.29,32.22339,16.90467,11.73744,12.25226,3.321217,5.178888,7.899246,6.24119,3.906677,4.379575,2.82778,1.389502,2.527572,4.904511,5.403242,7.37262,2.413185,3.470621,2.714519,1.856817,0.4079368,0.294659,0.2734545,0.3526039,0.570572,0.7288707,0.6209708,0.1862298
1/18/23 12:44,188,99.17812,99.33751,98.43346,99.46426,99.59634,99.42088,14.35144,10.71999,12.47014,11.56644,8.101747,84.40659,99.78488,100,99.99698,99.99452,99.96844,99.92938,98.7496,90.23567,99.19227,99.68376,99.59579,99.98164,99.96375,99.97635,99.58192,79.37479,99.48035,99.98286,99.8328,99.98563,99.9825,99.98637,99.63885,44.62978,66.89668,81.73203,93.47,77.95775,13.50385,9.57762,18.1722,52.38775,45.59995,45.44235,16.67084,4.940792,9.320418,9.720109,23.78411,18.23536,4.814948,53.37531,3.59894,13.95991,26.87884,32.69999,18.63438,12.32174,11.65609,3.489879,4.610467,7.608224,6.185636,3.952603,4.041534,2.755801,1.448488,2.585774,4.897836,5.260121,7.275049,2.727546,3.590967,2.663984,1.610901,0.4048807,0.3520918,0.2765789,0.3603208,0.5431019,0.6044273,0.6834913,0.1802372
1/18/23 16:44,192,99.49615,99.55997,98.83464,99.57062,99.62098,99.20594,14.16297,10.52862,12.46107,11.11372,8.21697,89.38051,99.89369,100,100,99.97915,99.9816,99.94548,99.09344,90.11095,99.2702,99.73221,99.63324,99.98032,99.97229,99.94209,99.6798,80.11826,99.71789,99.99153,99.88691,99.99666,99.99042,99.98579,99.70967,45.0315,69.3151,83.74936,93.34605,79.49831,14.50395,14.06357,21.98843,55.19336,47.83287,47.14031,17.23051,4.959401,9.657844,10.0695,21.97443,19.80749,5.04024,53.29397,3.376345,13.98036,29.38666,34.46156,19.62373,12.78641,11.51297,3.488599,4.733716,7.756451,6.088014,3.833179,3.673172,3.136643,1.506518,2.772311,5.013829,5.335172,7.004394,2.629292,3.545246,2.591732,1.702206,0.4219023,0.3611574,0.2678718,0.3500942,0.5684208,0.6266219,0.6715574,0.1943735
1/18/23 20:44,196,99.89775,99.94091,99.77447,99.98302,99.97581,100,13.16855,8.256186,12.52216,10.26572,5.974804,88.64442,99.81483,99.89108,99.8454,99.7612,99.90746,99.78647,99.21492,93.93828,99.86333,99.5925,99.3933,99.77194,99.65475,99.80182,99.14018,85.51474,99.79965,99.99484,99.89078,99.99013,100,99.9952,99.97028,46.05505,68.63155,75.61973,62.12942,52.05175,7.689645,17.1748,25.51802,31.53802,23.68833,26.85977,11.71945,3.596942,7.230575,4.127854,5.987643,5.746046,3.604028,23.60705,2.966172,12.05213,14.51478,15.38197,16.37362,11.01219,11.33448,2.673937,3.62892,4.883154,4.12082,1.088662,1.589577,1.569209,1.157551,1.97129,3.44211,2.546267,3.90736,0.5894715,1.286536,1.126154,1.503531,0.05289144,0.03042368,0.01393138,0.1363602,0.1395699,0.122941,0.2363725,0.06509848
1/19/23 0:44,200,99.92404,99.95462,99.86845,99.95,99.98229,99.91716,13.21777,8.537256,11.92753,9.467569,5.639529,90.10368,99.98004,99.98371,99.9554,98.96233,99.23991,98.4644,97.8894,91.0004,99.31837,99.09388,98.46565,99.16798,98.87654,99.20459,97.84958,83.59747,99.81879,99.98571,99.90231,99.99718,99.97884,99.93375,99.96764,47.19785,70.26678,77.14488,64.87473,57.00665,8.324187,12.45727,29.3924,34.39014,26.80097,28.77895,12.5723,3.678653,7.514768,4.298121,5.61578,5.507147,4.117577,39.18325,3.125768,11.60711,14.52502,15.74881,17.02999,10.83875,10.9254,2.61927,3.634451,4.615436,4.118277,1.310045,1.678475,1.685748,1.439679,2.017438,3.411754,2.538841,3.994909,0.6015419,1.449051,1.13522,1.271768,0.06911057,0.05258413,0.01785812,0.1698911,0.102283,0.139604,0.1603987,0.03139682
1/19/23 4:44,204,99.90524,99.93294,99.7616,99.90411,99.87871,99.7467,12.98118,8.282598,12.04112,8.750546,5.581686,83.71822,99.74927,99.94294,99.73728,98.00948,97.8714,97.69102,95.18334,87.45557,98.23587,98.02157,97.23229,99.60902,99.39325,99.47733,98.60973,78.14061,99.75633,99.97664,99.75282,99.82455,99.78444,99.54346,99.21638,44.17781,67.79218,76.07495,66.61784,54.99437,11.10534,15.17908,12.74636,35.0974,27.86414,30.21341,13.73805,3.927454,7.509168,4.221909,5.975794,5.402456,3.810421,42.3214,3.045031,10.60072,15.0904,15.22053,17.12115,10.87221,10.90462,2.439289,3.280396,4.818756,4.306418,1.370756,1.957495,1.950991,1.163236,1.913653,3.564146,2.537987,3.884158,0.7207782,1.380333,1.05117,1.397611,0.05244755,0.02994564,0.03776497,0.1843176,0.09931231,0.06188879,0.2920297,0.04718914
1/19/23 8:44,208,99.46526,99.65284,99.0043,99.77105,99.78465,99.77545,13.07142,8.261804,11.95079,9.067673,6.957086,75.64137,97.34431,99.2771,98.78276,97.59789,97.70715,97.59636,93.76587,90.49481,98.20794,98.00584,97.40065,99.72617,99.71001,99.82088,99.18554,75.07807,98.14427,99.61214,98.58513,99.59626,99.56461,99.34749,97.93228,43.71928,66.15866,76.33604,66.30188,55.611,10.50634,13.07491,14.22722,36.25869,28.94611,32.43885,14.3981,3.805947,7.487366,4.631741,5.988821,6.025596,3.105383,49.70683,3.03448,11.34871,15.8248,16.11443,17.30177,10.08152,11.15347,2.308512,3.790462,4.46487,4.332369,1.242778,1.692082,1.936155,1.341783,1.794331,3.432549,2.463413,4.006962,0.6142612,1.752776,1.06389,1.324847,0.04432091,0.09990985,0.04360386,0.1525964,0.1037512,0.1426942,0.2495185,0
