Date Time,Elapsed,YAP Reporter-ECR,YAP Reporter-ECR,YAP Reporter-ECR,YAP Reporter-ECR,YAP KO-ECR,YAP KO-ECR,YAP KO-ECR,YAP KO-ECR,YAP Reporter-EXR,YAP Reporter-EXR,YAP Reporter-EXR,YAP Reporter-EXR,YAP KO-EXR,YAP KO-EXR,YAP KO-EXR,YAP KO-EXR,YAP Reporter-EDR,YAP Reporter-EDR,YAP Reporter-EDR,YAP Reporter-EDR,YAP KO-EDR,YAP KO-EDR,YAP KO-EDR,YAP KO-EDR,YAP Reporter-ETR,YAP Reporter-ETR,YAP Reporter-ETR,YAP Reporter-ETR,YAP KO-ETR,YAP KO-ETR,YAP KO-ETR,YAP KO-ETR,YAP Reporter-ETC,YAP Reporter-ETC,YAP Reporter-ETC,YAP Reporter-ETC,YAP KO-ETC,YAP KO-ETC,YAP KO-ETC,YAP KO-ETC,YAP Reporter-ETD,YAP Reporter-ETD,YAP Reporter-ETD,YAP Reporter-ETD,YAP KO-ETD,YAP KO-ETD,YAP KO-ETD,YAP KO-ETD,YAP Reporter-ETX,YAP Reporter-ETX,YAP Reporter-ETX,YAP Reporter-ETX,YAP KO-ETX,YAP KO-ETX,YAP KO-ETX,YAP KO-ETX,YAP Reporter-EA,YAP Reporter-EA,YAP Reporter-EA,YAP KO-EA,YAP KO-EA,YAP KO-EA,YAP KO-EA,YAP Reporter-EA,YAP KO-EA,YAP KO-EA,YAP KO-EA
1/15/23 17:31,120,1.01641,2.593781,1.766298,2.211641,0.6368827,0.6569773,1.990839,1.797575,1.318103,1.879968,1.783422,3.593733,0.3020685,0.7554871,0.5739695,1.016735,0.2057781,0.2682986,0.3771546,0.4649086,1.924835,0.4811106,2.196429,6.030444,1.956779,4.00452,3.305186,4.522969,0.9787648,1.421274,2.006016,2.570357,1.670229,2.397802,2.864282,6.763207,1.223076,1.471724,3.124692,1.97141,0.386169,0.3222485,0.7315683,1.809167,0.9324977,1.0517,0.4707987,0.7581505,1.115842,2.03265,1.405106,2.503056,1.615801,1.574058,1.592155,0.2436284,12.87036,13.3879,14.88257,1.315935,1.821016,3.804274,1.879405,9.417681,2.819619,2.091039,2.128616
1/15/23 21:31,124,1.000925,2.383888,1.80886,2.284746,0.6787621,0.6526237,2.127063,1.944333,1.395136,1.962993,1.707004,3.725432,0.3400213,0.7847328,0.5375703,1.039015,0.2342213,0.2909371,0.3822934,0.4905861,1.83983,0.4973981,2.08812,5.760062,1.962669,3.890253,3.431166,4.49847,1.083967,1.353051,1.983975,2.557518,1.59895,2.504592,3.054096,7.523918,1.124908,1.465629,3.092323,1.963932,0.3646573,0.2695278,0.798869,1.891578,0.8934692,1.084189,0.485874,0.7002055,1.053475,2.070432,1.488045,2.45112,1.54932,1.668949,1.47437,0.2308068,11.54227,13.82425,15.00828,1.184731,1.501328,3.809635,1.902368,9.128555,2.832321,1.960893,2.091961
1/16/23 1:31,128,0.8567628,2.459503,1.919645,2.252974,0.5561455,0.6282097,2.01288,1.839471,1.345044,1.793085,1.853539,3.577189,0.3157438,0.8941181,0.5213512,1.071043,0.2161754,0.2887859,0.3759082,0.5261316,1.812548,0.4775937,2.215124,5.635038,1.895299,3.833862,3.647307,5.352689,0.9434413,1.247542,2.008441,2.593764,1.64141,2.358671,3.906881,7.425393,1.085828,1.430408,3.417235,1.899943,0.4083465,0.1963198,0.7698112,1.815621,0.817393,0.9961278,0.4735816,0.7064713,1.207728,1.989575,1.430305,2.31867,1.504965,1.361349,1.449103,0.2275971,11.70122,13.94956,14.67295,1.226184,1.91145,3.595065,1.826786,9.053554,2.615685,1.938033,2.092951
1/16/23 5:31,132,0.9692382,2.405827,1.711409,2.070073,0.6558846,0.6966544,1.594221,1.976907,1.190006,1.780349,1.667275,3.64572,0.3758912,0.8267147,0.5277877,0.9627677,0.216551,0.2735911,0.3052611,0.5026736,1.913226,0.4348093,2.024541,5.543152,1.838618,3.796455,4.022362,5.25937,0.9413926,1.474763,1.993605,2.692803,1.678322,2.357067,4.437264,8.608056,1.163287,1.38735,3.34657,1.545905,0.3552843,0.2524721,0.7655602,1.748047,0.7672503,1.025971,0.5148124,0.6873498,1.049992,1.958366,1.311206,2.474442,1.553725,1.535064,1.392694,0.2421431,12.76483,14.28153,15.15913,1.42223,1.186062,3.233002,1.840359,9.254432,2.404939,1.842647,2.152757
1/16/23 9:31,136,0.9010496,2.606602,1.892619,2.152774,0.5027931,0.7424777,1.970915,1.914353,1.362441,1.744837,1.644347,3.43359,0.3362824,0.7642797,0.4593941,0.9772454,0.2860543,0.3236827,0.3390481,0.5076588,1.820316,0.5324485,2.171588,5.611376,1.962959,3.713413,4.030164,5.857326,1.07077,1.448966,1.924187,2.679367,1.577165,2.35932,4.834684,9.412185,1.087057,1.384192,3.294123,1.914438,0.4306094,0.2551184,0.7268903,1.558488,0.8503264,1.071675,0.5132074,0.6451629,1.120162,2.038523,1.490692,2.604964,1.448249,1.674258,1.457007,0.2503039,12.53952,14.59461,15.08832,1.298418,1.799726,3.666394,1.790712,9.646218,2.590451,1.812684,1.96861
1/16/23 13:31,140,0.8950058,2.508997,1.928967,2.065054,0.5077783,0.7141881,1.726142,1.668368,1.476402,1.810038,1.68078,4.224658,0.3383652,0.7636309,0.5046711,0.9894695,0.2041733,0.3050221,0.3358043,0.4706792,1.933645,0.58843,2.040094,5.556897,1.842015,3.848732,4.737455,6.68498,1.011562,1.364097,2.04035,2.617221,1.452688,2.413065,5.412632,10.24923,0.9972888,1.426669,3.080389,1.342773,0.3591599,0.2710473,0.6716428,1.715062,0.8505653,1.004647,0.5538065,0.6567212,1.047705,1.993553,1.354246,2.278139,1.626898,1.504999,1.367665,0.2252411,12.87864,14.89437,15.39242,1.163612,1.413591,3.516462,1.998607,9.436685,2.67252,1.759673,2.009107
1/16/23 17:31,144,0.9391901,2.628899,1.762132,1.849459,0.4580283,0.6048883,1.398704,1.797302,1.414308,1.671646,1.820043,4.133813,0.2681449,0.7984593,0.4921397,0.9617775,0.1990514,0.3277289,0.3268753,0.4405628,1.973134,0.5910764,2.051208,5.59234,1.765632,3.702333,4.869052,7.429285,1.298504,1.360341,1.876605,2.516287,1.485229,2.364818,5.551672,9.768818,1.021515,1.424279,3.046089,1.160487,0.4055125,0.2565525,0.7009226,1.765342,0.7100224,0.9733357,0.567072,0.7147003,1.157431,1.98628,1.600931,2.502219,1.412174,1.777412,1.369117,0.2000075,13.13181,14.73942,15.66978,1.248361,1.640608,3.493055,2.022116,9.656392,2.478317,1.676443,2.004838
1/16/23 21:31,148,0.8586579,2.568018,1.706099,1.918774,0.4764498,0.6824157,1.432047,1.477529,1.407445,1.689658,1.782739,3.978997,0.2398212,0.7110296,0.5374509,0.9260442,0.1350456,0.241887,0.3279509,0.4689378,1.905867,0.5868594,2.348667,5.919233,1.807375,3.64939,5.426802,6.694507,1.130439,1.258348,1.945903,2.518422,1.281533,2.41368,5.840731,10.66936,1.101296,1.330754,2.863786,1.03589,0.3338239,0.3017954,0.7471044,1.696709,0.7628285,1.060338,0.5858521,0.7093908,1.087518,1.991231,1.419942,2.316365,1.526118,1.516506,1.342381,0.2309775,13.26744,15.06827,16.22139,1.303472,1.423715,3.299757,1.938357,10.00287,2.915995,1.802611,1.962737
1/17/23 1:31,152,0.6687405,2.246282,1.760356,1.820452,0.4597697,0.4447627,1.484972,1.392455,1.295465,1.678663,1.802526,4.023403,0.2569793,0.7479922,0.4591039,0.9591653,0.131614,0.3088635,0.3495479,0.4578917,1.78448,0.5152221,2.143128,5.826117,1.640164,3.720464,4.671998,7.624306,1.117669,1.358856,1.856186,2.473366,1.381187,2.75365,6.701627,10.78142,1.168597,1.32471,3.062035,1.112308,0.3698474,0.1898834,0.7884718,1.672995,0.8340902,0.8098128,0.5380313,0.688818,1.243427,1.971051,1.315355,2.172134,1.479441,1.611994,1.179302,0.2074171,12.37783,15.26161,15.97337,1.150841,1.539042,3.23558,1.919799,9.51223,2.187364,1.751786,1.736932
1/17/23 5:31,156,0.7117467,2.448338,1.638423,1.778334,0.4614428,0.5398922,1.333025,1.461805,1.22084,1.732698,1.681019,3.214615,0.2144511,0.8156345,0.524134,1.134947,0.1182631,0.3174682,0.2800788,0.5227682,1.76529,0.5620698,2.110775,5.539056,1.640266,3.613247,6.001453,8.400469,1.026074,1.506501,1.866532,2.46261,1.41803,2.391673,7.327104,11.76601,1.04149,1.284299,2.970799,1.000396,0.3327995,0.2702619,0.6588894,1.736864,0.874877,0.9665065,0.5136684,0.6332803,1.248207,2.126994,1.369339,2.240955,1.545291,1.321911,1.16899,0.2222192,13.33836,14.91498,15.80495,1.20783,1.340656,3.214837,1.887241,9.622163,2.309485,1.806521,1.868051
1/17/23 9:31,160,1.044802,2.478488,1.681907,1.845123,0.3381945,0.6300535,1.395648,1.52173,1.265809,1.702224,1.87879,3.700165,0.208561,0.7992276,0.4759035,1.235198,0.1554476,0.3185438,0.26864,0.3982053,1.726142,0.5468237,2.025497,5.836941,1.566239,3.769292,7.008168,9.654225,1.083148,1.327937,1.972554,2.49691,1.411713,2.513061,6.953552,11.07767,1.18666,1.357217,2.954563,1.00615,0.3468845,0.2239265,0.7703063,1.838652,0.9699554,0.9194028,0.4761937,0.6238561,1.281585,1.995465,1.478878,2.034955,1.565966,1.614452,1.191799,0.2004002,12.86927,15.24825,16.48111,1.189392,1.626813,3.311895,1.906704,9.580521,2.605868,1.628418,1.923247
1/17/23 13:31,164,3.654067,2.466435,1.601597,1.862605,0.3296752,0.5221707,1.56699,1.466944,1.386189,1.618072,1.893541,3.604044,0.2277337,0.693769,0.4615965,1.307313,0.1853249,0.3144121,0.2659938,0.4838935,1.797592,0.5333021,1.93863,5.537742,1.546656,3.801611,5.456509,9.152917,1.084855,1.48108,1.848844,2.376307,1.432474,2.230301,7.123649,10.62565,1.11644,1.318496,3.110693,1.035498,0.3887469,0.2164657,0.6511896,1.756822,0.9517898,0.8075932,0.4760742,0.5588771,1.262617,2.019419,1.405943,2.088102,1.386155,1.530557,1.162485,0.1987271,13.0143,14.84762,15.68219,1.127537,1.306135,3.186257,1.875683,9.387053,2.406475,1.597755,1.737906
1/17/23 17:31,168,3.405233,2.328777,1.477512,1.707055,0.3769497,0.4795229,1.448932,1.355254,1.454702,1.562807,2.260196,3.637747,0.2147755,0.7313803,0.49033,1.368878,0.1884151,0.2883591,0.2710644,0.5430678,1.714465,0.6054345,1.875632,5.691993,1.566222,3.874768,8.048753,10.90069,1.020405,1.379514,1.790234,2.447399,1.378694,2.366491,6.918946,11.19378,1.068858,1.278768,3.058109,1.030769,0.4103269,0.213956,0.7548726,1.8911,1.020218,0.8059543,0.5312192,0.618188,1.259458,1.98669,1.372821,2.043798,1.432166,1.574229,1.20153,0.2533428,12.89752,15.11934,16.14808,1.297121,1.525128,3.128654,1.836484,9.805626,2.503483,1.670502,1.798907
1/17/23 21:31,172,2.421021,2.409787,1.654915,1.640864,0.3866129,0.4765693,1.662376,1.168853,1.264785,1.487568,1.888078,3.612325,0.3259533,0.6438996,0.436141,1.170065,0.1408333,0.2726692,0.2927297,0.4676573,1.70895,0.50841,1.868393,5.453248,1.572231,3.863926,10.81152,12.12755,0.7760769,1.336456,1.86602,2.449003,1.548552,2.264566,7.044003,10.86747,1.061414,1.333435,2.877735,1.016223,0.3497016,0.1928369,0.6392387,1.693551,0.9283319,0.7822572,0.528351,0.6600162,1.258724,1.823713,1.661437,2.052488,1.465749,1.367939,1.133888,0.2332653,12.94633,15.5249,15.62372,1.291299,1.3432,3.301703,1.815092,9.374111,2.497439,1.702838,1.809458
1/18/23 1:31,176,2.680357,2.421175,1.682692,1.815553,0.3103317,0.4210486,1.495677,1.389246,1.335842,1.677622,2.019897,3.6379,0.2286385,0.7271634,0.4301655,1.09247,0.1277043,0.2542818,0.2613841,0.4590014,1.636989,0.5443482,1.806794,5.667699,1.614128,3.535805,9.32245,12.99059,0.9339659,1.250922,1.680285,2.413783,1.460439,2.162625,7.191358,10.86002,1.164226,1.284965,2.919222,1.001933,0.3556087,0.1978905,0.6101125,1.753374,1.013286,0.7168685,0.4804107,0.6699355,1.195111,1.869742,1.287236,1.851525,1.509626,1.530301,1.082192,0.2243362,12.71399,15.01236,15.29398,1.338744,1.605096,3.129968,1.726586,9.392943,2.551986,1.641205,1.824328
1/18/23 5:31,180,2.488971,2.310799,1.633745,1.742481,0.3800911,0.4555186,1.399779,1.35959,1.191799,1.524411,2.317236,3.737093,0.2196412,0.7694698,0.4584892,1.258212,0.1434966,0.2752814,0.2478966,0.4679647,1.596697,0.5369728,1.864876,5.635636,1.589082,3.5272,9.508986,11.86571,1.041029,1.176058,1.893678,2.335555,1.434966,2.273256,6.386753,9.676744,1.086887,1.291282,2.607866,0.9979888,0.3461162,0.2207168,0.6313681,1.76389,0.9739845,0.8009861,0.4966469,0.7327805,1.136244,1.885927,1.339649,2.007314,1.338659,1.445449,1.066041,0.2217241,12.85622,15.30072,16.10713,1.159992,1.385182,3.295045,1.726296,9.441054,2.423241,1.708779,1.734747
1/18/23 9:31,184,2.434885,2.360054,1.627991,1.714362,0.2713717,0.4609306,1.54034,1.306545,1.226371,1.657134,2.668713,3.708018,0.2611109,0.7360584,0.4757669,1.098257,0.1470478,0.210678,0.2975784,0.44927,1.560503,0.4537601,1.826377,5.585648,1.48318,3.431063,8.016861,12.2232,1.008386,1.269958,1.678544,2.316143,1.452688,2.052676,6.721993,9.748108,1.126513,1.23023,2.485386,1.010213,0.3425481,0.1853761,0.6557821,1.757437,0.9145712,0.7673869,0.4366019,0.7564603,1.104011,1.865644,1.400138,1.847632,1.319691,1.563593,1.039476,0.2587378,11.81941,14.95747,16.00552,1.20363,1.424313,3.118103,1.728533,10.60574,2.297056,1.782397,1.762815
1/18/23 13:31,188,1.774014,2.512992,1.638832,1.602689,0.3249802,0.4703036,1.419737,1.300996,1.118813,1.749583,2.764116,3.834971,0.2509356,0.6204756,0.3897884,1.041832,0.1463819,0.2417163,0.3090684,0.5657403,1.663059,0.6275951,1.764471,5.478908,1.542337,3.749659,9.678348,14.42919,0.9911255,1.180002,1.899516,2.257601,1.357541,2.396454,7.354899,10.63233,1.071419,1.242266,2.536468,1.001233,0.4699109,0.2497746,0.5757621,1.810858,0.9433217,0.7930302,0.4681525,0.7291438,1.106298,1.762183,1.467251,2.050662,1.38928,1.646566,1.067441,0.2283141,12.63429,14.92491,16.41531,1.229257,1.557941,3.184072,1.781953,9.512914,2.486888,1.639583,1.820982
1/18/23 17:31,192,1.407274,2.538431,1.628589,1.652064,0.294437,0.4622623,1.285187,1.337566,1.228813,1.520484,3.046772,3.826333,0.2384895,0.643541,0.4400336,1.068209,0.1836689,0.2200168,0.2757594,0.5860057,1.701899,0.6853181,1.824123,5.511978,1.47618,3.379982,10.35151,13.43349,0.8433778,1.225091,1.809201,2.277866,1.29777,2.1721,7.200783,10.47082,1.040654,1.214642,2.463447,1.108979,0.4207072,0.2460015,0.6029932,1.6557,0.918976,0.7521238,0.4728645,0.7802256,1.06698,1.851713,1.156475,1.929906,1.2395,1.74873,1.108484,0.212795,12.62767,14.90483,16.0568,1.291214,1.309499,3.09275,1.741337,9.29114,2.574061,1.568749,1.759332
1/18/23 21:31,196,0.7836401,3.376858,2.156376,2.12247,0.814576,0.5855789,0.4443189,0.1978734,0.9955645,0.6298999,1.080211,2.494076,0.1646156,0.1393992,0.206461,0.1046732,0.07853474,0.1636766,0.2422968,0.09465144,0.1857688,0.1132778,0.2401285,0.100183,1.805804,2.256406,2.611485,2.056432,0.4542723,0.6173002,0.2812227,0.107678,1.273151,1.079938,1.023666,2.391793,0.5564699,0.6491921,0.5730305,0.3372897,0.1258775,0.4704231,0.5464994,1.223537,0.7267878,0.8757818,0.8564214,0.6409289,0.2750936,0.7344023,0.3038441,0.6380265,1.058358,1.669512,0.5628892,1.030888,13.73713,14.26961,15.70413,0.6419874,0.8869134,0.4063661,0.1540135,9.177057,1.038264,1.012347,0.3654597
1/19/23 1:31,200,0.800252,3.896348,2.374993,2.129555,1.295345,1.007601,0.5827107,0.2583793,0.8590164,0.6954081,1.040876,2.648379,0.194954,0.1986417,0.1926491,0.106039,0.07996885,0.2033196,0.194015,0.1495916,0.2112414,0.1565573,0.1836689,0.1363944,1.884834,2.211385,2.698078,2.372927,0.4855496,0.4315655,0.5338485,0.09767332,1.5548,1.140103,1.07695,2.273973,0.597547,0.6840888,0.703586,0.3192096,0.1421991,0.518483,0.6599479,1.049463,0.7889498,0.8046056,0.7485044,0.6157636,0.2138706,0.8718551,0.4920202,0.7248756,1.874044,2.045301,0.6887668,1.330413,14.09379,13.89877,15.40404,0.5257389,0.7354608,0.6424825,0.05207194,9.082526,1.329662,1.058409,0.3451602
1/19/23 5:31,204,0.5937056,4.155598,2.633065,2.11197,1.397765,1.211723,0.6470068,0.205283,0.9849281,0.6120418,1.144439,2.732907,0.1778812,0.2490576,0.2141438,0.1683887,0.09849282,0.2458137,0.2038659,0.1957735,0.2084073,0.11589,0.2399236,0.2004173,1.738111,2.162505,2.610563,2.244113,0.5053881,0.4672134,0.409883,0.2008441,1.580204,1.043368,1.131498,2.527197,0.6086442,0.573628,0.7032103,0.2901005,0.1760885,0.5277535,0.6666405,1.146078,0.9327709,0.8415339,0.848602,0.6108978,0.18722,0.8218149,0.4121026,0.74159,1.40205,1.401913,0.9891109,1.325103,14.1775,14.16369,16.18778,0.5980079,0.9768356,0.5941666,0.1033756,8.97471,1.324352,1.126734,0.4116757
1/19/23 9:31,208,0.6420386,4.131474,2.838826,2.090834,1.683614,1.20865,0.6804011,0.2935833,0.9911768,0.6170441,1.305538,2.839782,0.2464625,0.1878858,0.2628694,0.2324458,0.06453507,0.1930589,0.1964734,0.215834,0.1964564,0.1570695,0.2450796,0.2555282,1.734354,2.158801,2.617956,2.262774,0.4637135,0.493386,0.4792156,0.1443161,1.871858,1.1666,1.058187,2.446033,0.6135613,0.5214537,0.9319513,0.2427748,0.1613718,0.5258584,0.6913618,1.339956,0.8911986,0.7452947,0.8342268,0.6356705,0.1343115,1.00335,0.4069124,0.8022836,1.197672,1.36927,1.679312,1.370926,14.06562,14.27468,16.34409,0.697986,0.7428533,0.4277583,0.0648936,8.9742,1.265741,1.197826,0.3154024
1/19/23 13:31,212,0.7063859,4.152627,3.08126,2.311636,1.766161,1.404372,0.5584845,0.3775131,1.02271,0.718627,1.366163,2.898888,0.2471284,0.1587938,0.3796643,0.2018343,0.06337412,0.2314726,0.2472137,0.228741,0.193776,0.1393309,0.2741375,0.2004002,1.729267,2.202217,2.579371,2.133516,0.4532138,0.5854595,0.461733,0.1566427,1.812445,0.9752137,1.02201,2.490712,0.67755,0.5303656,0.8796574,0.2893664,0.1737837,0.5150684,0.6044443,1.125574,0.8397241,0.6980032,0.6920618,0.7340779,0.1705058,1.003418,0.3749522,0.7793207,1.040773,1.048797,2.511558,1.196887,13.87429,14.93941,16.88169,0.6535628,0.975265,0.528112,0.09748552,8.713413,1.016871,1.052929,0.2806593
1/19/23 17:31,216,0.583479,4.253083,3.199301,2.549852,1.739118,1.734832,0.6394947,0.2538209,1.37738,0.6355339,1.387572,3.051536,0.2627329,0.1920004,0.3490528,0.2403846,0.07990057,0.2605305,0.2590452,0.2222875,0.2094317,0.1363602,0.255494,0.1584524,1.832472,2.200765,2.664428,2.041681,0.4355946,0.6989763,0.3516137,0.1697375,1.883417,1.02802,1.090455,2.537048,0.7015885,0.4979444,0.7252854,0.2323946,0.1197143,0.534224,0.6741866,1.406301,0.7793208,0.5595942,0.6287731,0.7791842,0.1910272,0.9996619,0.5289145,0.6862059,0.9547094,1.048268,3.366784,1.155383,14.36032,15.00726,17.27896,0.7773745,0.801191,0.5764791,0.03974541,8.766885,1.19115,0.9862598,0.3457578
1/19/23 21:31,220,0.5622405,4.362417,3.200632,2.616658,1.726706,1.670571,0.5359997,0.2997808,1.197928,0.7001031,1.419515,3.107893,0.3039124,0.1962856,0.4140659,0.3885763,0.0974343,0.2355701,0.255016,0.2567915,0.1935881,0.1041098,0.2353311,0.2112755,1.995295,2.027887,2.804732,2.080897,0.5857326,0.6284317,0.4076124,0.1160607,1.958452,1.187923,1.096106,2.362598,0.6511384,0.4897324,0.8007641,0.2140072,0.1219679,0.5251072,0.6800938,1.417552,0.8989838,0.5255169,0.6450605,0.7044054,0.2192997,0.8192028,0.5391068,0.6908667,0.8576164,0.9932425,3.670253,1.151678,14.40315,15.43015,17.60197,0.7616504,0.7433826,0.4793351,0.06424484,8.863773,1.453217,0.8914547,0.3607306
1/20/23 1:31,224,0.4940689,4.567461,3.450799,2.482961,1.688121,1.605984,0.4482285,0.3148902,1.254575,0.7020323,1.454959,3.197883,0.3193803,0.2482722,0.3545673,0.2863957,0.09203931,0.2736424,0.2899127,0.2525063,0.1618328,0.11589,0.2709449,0.2378578,2.019214,1.943803,2.742553,2.282288,0.3493772,0.7477019,0.5589284,0.1059365,1.929821,1.256078,1.117737,2.456345,0.6275438,0.3958493,0.6286024,0.2130682,0.1133461,0.492686,0.5692744,1.447942,0.9217076,0.494086,0.4587283,0.5759841,0.2240801,0.9086811,0.4682378,0.6412875,0.8653334,1.309874,3.683399,1.114835,14.44757,15.51792,17.7285,0.7868327,1.041524,0.5092978,0.08613213,8.743257,1.162212,0.9161761,0.2832543
1/20/23 5:31,228,0.6133392,4.398441,3.371906,2.643514,1.777088,1.748047,0.4241218,0.2021758,1.190894,0.7281366,1.633779,3.559468,0.3073611,0.1891151,0.3977273,0.246804,0.09106616,0.3034514,0.2955467,0.2352286,0.1848981,0.1281824,0.2573037,0.1774373,1.973083,1.995995,2.688022,2.246384,0.3305117,0.5368703,0.5005395,0.134431,1.936872,1.234447,1.161597,2.459025,0.5592528,0.5244926,0.6592309,0.135131,0.08437363,0.5326192,0.5384923,1.311564,0.9783893,0.4702353,0.4448823,0.5953787,0.2863786,0.8165906,0.5937397,0.807047,0.81362,1.247046,4.041415,1.166207,14.97475,15.54973,17.98437,0.7222465,0.8929912,0.5053198,0.03455529,8.990196,1.230913,0.7834523,0.2410846
1/20/23 9:31,232,0.6017128,4.997917,3.712132,2.642745,1.986076,1.956813,0.5613527,0.2218265,1.150176,0.6662136,1.583841,3.676057,0.3205925,0.2404358,0.3996906,0.3137292,0.132092,0.3045099,0.2513453,0.2461894,0.1619352,0.1786836,0.2094487,0.2805056,2.027255,2.023909,2.641328,2.156906,0.3670475,0.6532896,0.3986662,0.1593743,2.179937,1.176331,1.160043,2.24483,0.6196561,0.477901,0.6133564,0.09702455,0.09868062,0.5218976,0.6300706,1.389587,0.9719529,0.4690744,0.3403969,0.5907349,0.2705522,0.7808573,0.5311851,0.7651674,0.9835452,1.042856,3.203534,1.239534,15.12666,15.77937,18.91405,0.8967984,0.9523021,0.5958909,0.07105687,9.461336,1.344242,0.9516875,0.3193462
1/20/23 13:31,236,0.5563845,4.941628,3.874683,2.890266,1.828716,2.109187,0.6409801,0.186281,1.320289,0.7598919,1.702224,3.773731,0.3494455,0.2306702,0.4320606,0.3928274,0.1200216,0.2626817,0.2648499,0.3066099,0.1324335,0.2229021,0.2907322,0.1612182,2.241621,1.855093,2.733641,2.302997,0.3778033,0.7964276,0.4100367,0.1433088,2.001048,1.282728,1.101996,2.495373,0.5802352,0.5274974,0.5492311,0.1002684,0.1145241,0.4335118,0.6804353,1.305623,0.8395193,0.4458213,0.2979881,0.5562479,0.2555623,0.77985,0.4040613,0.7841181,0.8536898,1.141315,2.523458,1.184338,15.0821,16.06222,19.24598,0.8024372,1.121459,0.4364142,0.06707891,9.351405,1.207113,0.9488192,0.3656646
1/20/23 17:31,240,0.4789936,4.574905,3.869253,2.98724,1.90778,1.915616,0.6261438,0.1670571,1.266339,0.7032444,1.702292,3.872992,0.3941078,0.2537526,0.3043222,0.2186339,0.1215069,0.2540258,0.2344262,0.33408,0.1534501,0.2109341,0.2603768,0.1708472,2.179322,1.872593,2.761418,2.127489,0.4060588,0.5421458,0.428168,0.125041,1.995329,1.236137,1.157875,2.328624,0.5552406,0.4432603,0.4899032,0.1043317,0.07032274,0.4240876,0.5732695,1.440003,0.9367659,0.4136391,0.2983979,0.492208,0.1949198,0.6955106,0.2798398,0.7584749,0.6193318,1.085572,2.310032,1.082823,15.70994,16.35308,20.75953,0.7907254,1.005791,0.5235707,0.06726672,9.540349,1.408418,0.888723,0.3606794
1/20/23 21:31,244,0.5282145,4.716438,3.857644,3.35019,1.835152,1.855742,0.6169928,0.1203801,1.339956,0.7963764,1.829518,3.798042,0.3155731,0.1763276,0.4315655,0.1930418,0.08609799,0.2756569,0.2965882,0.3672353,0.1416357,0.2289117,0.2479308,0.2198973,2.195353,1.800324,2.698932,2.143435,0.3552673,0.5063612,0.4360898,0.1225313,2.095802,1.195162,1.163458,2.444957,0.5903594,0.4511992,0.5139757,0.1227361,0.1130388,0.460077,0.6022419,1.429383,0.8449997,0.4738036,0.2771252,0.5343265,0.2279386,0.7559993,0.3677816,0.7360754,0.8201929,0.9995596,1.845993,1.086426,16.2275,17.13512,21.07118,0.8954498,0.9299197,0.4571918,0.03520405,9.408838,0.9819233,0.8803574,0.3312971
1/21/23 1:31,248,0.3755668,4.677717,3.928513,3.09094,1.845635,1.795407,0.6528969,0.1588792,1.430766,0.7500581,1.780588,4.304148,0.372784,0.2940785,0.38523,0.2693912,0.08244441,0.2396163,0.3236144,0.3444602,0.1522891,0.1763617,0.2522843,0.2254801,2.411904,1.793102,2.689081,2.242884,0.3888665,0.5335411,0.5049613,0.1147802,2.108521,1.278358,1.091565,2.39531,0.6619796,0.4455481,0.5376216,0.1070975,0.09668311,0.4616818,0.4827667,1.286399,0.8693284,0.460777,0.2764935,0.4897324,0.3164438,0.6394777,0.3485406,0.7338218,0.7802256,1.146146,1.809987,1.156561,16.22731,16.8181,22.20611,0.7715527,0.9840574,0.455843,0.04334776,9.672031,1.352044,0.8801184,0.3519722
1/21/23 5:31,252,0.4072368,4.846686,4.045273,3.149841,2.041323,1.882495,0.5244755,0.1565402,1.264119,0.6767134,1.77888,4.290934,0.2867884,0.2407261,0.3690279,0.2366115,0.1203289,0.278013,0.2381651,0.3379384,0.1350968,0.1788202,0.2229533,0.2051294,2.30508,1.748098,2.601634,2.184649,0.3709401,0.5948836,0.4870007,0.1340725,2.116955,1.247558,1.210494,2.414585,0.5979909,0.4380873,0.4852252,0.1059878,0.1244093,0.4869154,0.5303315,1.217203,0.8973618,0.3810642,0.335975,0.5335923,0.2504405,0.6187855,0.413622,0.770938,0.6958349,1.297872,1.676222,1.134861,16.8685,17.57071,22.30764,0.8403559,0.9473168,0.4646867,0.06491067,10.07797,1.289728,0.817393,0.3549941
1/21/23 9:31,256,0.4232682,4.664213,4.265563,3.07064,2.051276,2.075485,0.5827449,0.1575304,1.336286,0.8037007,1.912304,4.199184,0.3369311,0.2122487,0.3973004,0.2098243,0.09958547,0.2112243,0.2761179,0.375379,0.163762,0.1961832,0.228519,0.1983344,2.232777,1.719552,2.486512,2.381276,0.6491067,0.6425679,0.5384752,0.1160095,2.035108,1.295516,1.002752,2.385032,0.6195026,0.4509772,0.5363923,0.07597382,0.09984156,0.4957591,0.6088662,1.281397,0.9303124,0.3971297,0.3199608,0.5128319,0.2682644,0.6833035,0.6493628,0.753114,0.722605,1.068926,1.638525,1.082516,17.66871,17.96226,23.08621,0.8072518,1.323737,0.4985932,0.0367406,10.33596,1.212286,0.832639,0.3270119
