Date Time,Elapsed,WT-UT,WT-UT,WT-UT,YAP KO-UT,YAP KO-UT,YAP KO-UT,WT-E,WT-E,WT-E,YAP KO-E,YAP KO-E,YAP KO-E,YAP KO-E,WT-R,WT-R,WT-R,WT-R,YAP KO-R,YAP KO-R,YAP KO-R,YAP KO-R,WT-C,WT-C,WT-C,WT-C,YAP KO-C,YAP KO-C,YAP KO-C,YAP KO-C,WT-X,WT-X,WT-X,YAP KO-X,YAP KO-X,YAP KO-X,YAP KO-X,WT-T,WT-T,WT-T,YAP KO-T,YAP KO-T,YAP KO-T,WT-D,WT-D,WT-D,YAP KO-D,YAP KO-D,YAP KO-D,YAP KO-D,WT-ER,WT-ER,WT-ER,YAP KO-ER,YAP KO-ER,YAP KO-ER,YAP KO-ER,WT-EC,WT-EC,WT-EC,YAP KO-EC,YAP KO-EC,YAP KO-EC,WT-EX,WT-EX,YAP KO-EX,YAP KO-EX,YAP KO-EX,YAP KO-EX,WT-ET,WT-ET,YAP KO-ET,YAP KO-ET,YAP KO-ET,YAP KO-ET,WT-ED,WT-ED,WT-ED,WT-ED,YAP KO-ED,YAP KO-ED,YAP KO-ED,YAP KO-ED
1/15/23 13:31,116,78.99529,73.43065,78.07378,71.96586,66.30173,62.94985,12.38783,14.2019,11.30287,0.1651108,0.08490289,0.1017537,0.1147802,42.61805,74.81976,84.46521,82.05298,59.79699,54.93782,33.51131,30.60056,46.40007,72.65922,84.60459,79.64594,73.7175,75.84097,73.01314,37.34669,70.02644,80.77739,78.33525,44.18462,50.94788,46.73162,22.00951,28.301,51.55785,50.40674,15.85238,16.22164,12.26231,8.14996,10.93001,12.4214,3.627571,1.747159,1.542013,0.7658503,7.494809,9.918238,6.00381,0.291842,0.2937883,0.1497282,0.1260653,13.2785,55.51144,11.11593,0.08379315,0.1346359,0.2070073,6.122585,6.727645,0.2651913,0.6984812,0.2857811,1.954149,6.257956,3.070521,1.41552,0.5247316,0.3413701,0.4768595,0.2616573,1.060031,0.9999522,0.5809864,0.5924252,0.5360168,0.2704327,0.03078221
1/15/23 17:31,120,82.2899,78.1845,82.82406,79.21062,73.94267,71.25491,12.51772,14.65953,11.68979,0.1275165,0.07375437,0.1006781,0.1523403,47.21764,79.07857,88.37306,86.2673,66.479,61.31484,36.67293,32.49063,50.67548,77.51624,88.1869,83.89795,77.28855,80.45666,78.69439,39.84778,75.22298,86.05163,83.52276,48.14191,54.02106,50.22409,24.39477,30.34996,55.16873,54.14199,16.52864,16.73995,12.31328,8.580331,13.55914,13.78298,4.310192,1.721379,1.785419,0.7508433,7.494776,10.01062,5.989213,0.3755327,0.3060806,0.149216,0.1572744,14.14593,65.34122,11.41106,0.1224118,0.1328432,0.2368505,6.340964,6.82513,0.2076903,0.7291098,0.2872494,1.494106,6.279212,3.221786,1.248344,0.4754596,0.273796,0.4059393,0.2869933,0.9639627,0.9983302,0.5432043,0.6793938,0.4513016,0.2402651,0.07459093
1/15/23 21:31,124,84.94275,80.63637,86.64453,84.48483,80.09409,78.66977,12.65335,14.7771,11.80321,0.1043146,0.1246995,0.1002172,0.18582,52.01852,83.42418,90.98837,88.98743,72.90515,67.76154,40.71309,37.8316,54.34024,83.46466,91.01151,88.95303,80.90513,84.63737,82.9146,44.43076,81.24259,91.24084,89.48332,53.28314,59.79884,57.17097,25.13023,32.5293,57.92202,56.43169,17.01397,16.76839,12.12394,8.72405,17.61227,15.13694,5.143069,1.501106,1.415435,0.5819424,7.422336,9.892082,5.912642,0.3804497,0.2925249,0.1477136,0.1514696,14.59816,63.19563,12.44342,0.1154631,0.1206703,1.284162,5.850412,6.894753,0.1950905,0.6748695,0.2555794,2.538926,6.162621,3.195135,1.482975,0.4315313,0.1966783,0.3737059,0.2791227,0.6110174,1.011647,0.6521969,0.5750279,0.4626892,0.262989,0.04654037
1/16/23 1:31,128,87.93722,84.1439,89.47163,89.79319,86.44646,85.83842,13.04513,15.19664,11.98787,0.1421137,0.07993471,0.09905621,0.1625669,56.11005,87.06606,94.29638,91.6254,79.72521,74.02517,43.57368,41.55138,58.57162,85.15517,93.70342,91.04987,85.70441,89.51745,87.08363,48.97414,85.40898,94.73482,93.1868,57.18297,67.21382,62.43401,28.14135,34.35017,59.36184,58.41353,17.14135,16.86129,11.88857,12.23556,21.84966,13.37781,5.535368,1.489053,1.314825,0.731995,7.633953,9.593206,6.095355,0.3193974,0.282469,0.1609962,0.1355919,14.76832,58.65205,13.39917,0.08338341,0.1293945,4.148564,5.76276,7.385561,0.2119072,0.6498238,0.2926273,2.719181,6.117703,3.114278,1.766536,0.419239,0.1240166,0.3689596,0.2472991,0.9465145,0.9860208,0.5585869,0.4515918,0.4910812,0.2497917,0.0457721
1/16/23 5:31,132,90.43424,86.89561,91.03375,93.34198,91.30239,91.30908,13.0808,15.29454,11.99628,0.1392455,0.09347341,0.09731479,0.1438552,59.77664,90.30944,96.07744,94.16142,83.71457,78.62489,46.91581,45.91047,62.77415,89.00014,94.73742,93.58381,89.31695,90.2343,89.1991,50.9233,88.81166,97.25664,95.95653,61.62104,71.16075,68.11353,29.6075,36.03495,62.09993,62.47469,18.29424,16.76918,11.96813,19.36472,22.88675,15.8178,6.256027,1.509318,1.410535,0.6094808,7.498651,9.950283,6.08786,0.3178608,0.3675084,0.1322115,0.1176314,14.64786,65.87103,13.60572,0.08237612,0.1172729,3.644712,6.056497,8.021727,0.2029782,0.6679209,0.2639109,3.574492,6.301952,3.13439,1.85803,0.5904105,0.1772324,0.3496845,0.2922688,1.565419,0.9122664,0.5723476,0.5009834,0.3747132,0.2311653,0.03027003
1/16/23 9:31,136,92.28404,88.35586,92.87488,95.3644,93.63451,92.93721,12.94678,15.40973,11.90833,0.1711887,0.09915865,0.1295653,0.119424,62.98425,91.81558,97.48917,96.22243,86.70108,81.87809,49.63945,49.74345,66.36211,91.39777,96.32616,94.81103,90.4549,92.48248,92.69908,54.75735,92.96243,98.56755,98.02329,67.57708,74.56412,70.95971,32.36527,37.61013,65.17327,65.79594,18.58887,16.96709,10.98368,21.6313,27.06692,20.13192,7.31961,1.56728,1.439644,0.6730428,7.533292,9.845014,6.284691,0.3945006,0.3579648,0.1469965,0.1185192,15.78482,56.45188,16.13531,0.08162491,0.1107511,4.373498,6.704665,8.102772,0.2516697,0.5821815,0.2942321,1.614128,6.20532,3.205396,2.306975,0.5546431,0.09198809,0.2849616,0.3135756,3.319698,1.004084,0.5447921,0.4331362,0.3787936,0.2190607,0.01604841
1/16/23 13:31,140,94.44173,90.23804,93.98508,97.27622,95.59772,94.79822,13.06413,15.58667,12.00957,0.1478502,0.08510777,0.129975,0.08123223,65.00967,92.65768,98.29166,96.86505,90.2935,84.81619,53.51837,50.98921,69.05485,92.43804,97.36314,96.43751,92.55014,93.70846,92.06104,59.53767,95.44085,99.04774,98.41819,70.18594,79.12558,74.84747,36.20177,39.89224,67.11662,69.39354,19.77024,17.8814,12.41522,21.02889,30.32068,21.81538,8.531042,1.358463,1.428223,0.6420898,7.247732,9.59167,6.455061,0.4329484,0.3238875,0.1360358,0.1409186,15.69158,54.78069,16.94563,0.1013269,0.137726,1.931204,6.476265,8.030997,0.2564672,0.6478946,0.3683962,3.860153,6.139146,3.044075,1.496514,0.4992932,0.09714406,0.3542259,0.2680937,4.596656,0.9855598,0.6242317,0.4469139,0.3877056,0.4798985,0.07325926
1/16/23 17:31,144,95.54073,92.62465,95.50274,98.04208,96.68958,96.0854,13.19894,15.65957,12.34307,0.1578548,0.04797449,0.09497581,0.1180582,67.94649,94.11289,98.75305,98.09608,92.34523,87.48692,56.49673,53.5261,70.15954,94.54656,97.86791,96.91096,93.75225,93.9105,93.38686,62.65852,97.09299,99.42891,99.07661,72.97546,81.07142,77.94363,38.35236,41.74292,70.48777,72.52142,19.08582,18.0867,12.44001,19.63783,31.80348,23.03674,9.69006,1.408623,1.333196,0.5910593,7.617529,9.675412,6.089038,0.4117952,0.3151463,0.1639669,0.1378114,15.84838,62.70496,16.0302,0.08577359,0.1319554,1.531206,6.906448,7.840123,0.2416651,0.6396825,0.3395774,1.366522,6.070155,3.074704,1.176809,0.3885592,0.1204484,0.2982272,0.2166705,4.475491,0.8629773,1.171038,0.5604479,0.4193585,0.6677672,0.05394996
1/16/23 21:31,148,96.50703,93.96901,96.99536,98.28756,97.39903,97.36201,13.44564,15.64967,12.35092,0.1398772,0.127875,0.09374657,0.1151046,69.86156,94.66711,98.94363,98.89178,93.36477,89.60083,58.19296,55.69165,72.25923,95.18156,98.29899,97.91524,94.43057,94.48295,94.16775,66.53167,97.8042,99.7737,99.40021,77.11263,84.55737,80.56322,40.5838,44.11744,72.47022,74.00087,20.74195,18.12012,12.09372,18.2239,34.15443,25.0159,10.07405,1.433157,1.376424,0.7236294,7.47468,9.572548,6.399079,0.5895398,0.2873518,0.1511623,0.09456608,16.31903,58.97782,17.54265,0.08538091,0.1315798,1.348885,6.735225,7.776989,0.2650548,0.8154979,0.4006467,3.059151,5.849422,3.031578,1.415623,0.5847424,0.0754275,0.3367433,0.2275629,1.833803,0.9606848,0.710415,0.5016834,0.3863909,0.506276,0.05835473
1/17/23 1:31,152,97.83485,94.99356,98.11191,98.70665,98.2672,97.85402,13.92144,15.70381,12.31947,0.1129705,0.07588846,0.09658066,0.1139437,71.09517,95.25788,99.2374,99.52211,94.75651,91.92317,60.18254,57.92778,74.25732,95.87379,98.71494,97.97913,94.67116,93.65748,93.0719,68.20077,98.88381,99.75836,99.6208,79.87621,86.90533,83.75039,43.68637,46.9093,74.49034,76.37997,21.7504,18.8059,12.51489,17.81904,35.82565,26.47625,10.77182,1.675761,1.420233,0.5455775,7.209301,9.543662,6.373505,0.6924375,0.3216339,0.1776934,0.1642401,17.40067,61.84249,18.37025,0.09685383,0.1169655,0.5916398,6.912201,7.838878,0.1866907,0.7658333,0.3418822,1.57008,5.932343,3.304827,1.653481,0.5561796,0.0769982,0.2975272,0.300532,0.6791719,0.89364,0.6021395,0.4795229,0.3611915,0.4812302,0.0547353
1/17/23 5:31,156,98.36308,96.24313,98.67418,99.18481,98.7294,98.44254,13.90152,16.02998,12.52264,0.11379,0.1138583,0.09632458,0.114251,71.72896,96.32043,99.37473,99.81672,95.76402,93.3556,61.44207,60.0814,76.19726,96.53591,98.84188,98.63094,93.90319,95.54041,93.14364,69.68321,99.65416,99.94157,99.799,83.01326,89.76564,86.20981,47.74776,48.47694,76.7751,79.0851,22.0448,18.72232,12.8847,16.80428,35.0996,28.62962,11.71716,1.592394,1.426652,0.5424873,7.255961,9.49135,6.868017,0.7863035,0.3519893,0.1445552,0.1690716,18.06395,56.8758,18.22458,0.09883426,0.1336457,0.3759424,6.723785,7.531191,0.221707,0.7960008,0.2740692,2.048494,5.646768,3.239541,1.4567,0.505115,0.1337993,0.2524039,0.2246264,0.5066345,0.8592042,0.5647331,0.3689767,0.3467992,0.5415141,0.06897399
1/17/23 9:31,160,98.73781,97.19076,99.17443,99.37819,98.65369,98.50348,13.66023,15.7434,12.93995,0.1234191,0.1163339,0.09540264,0.1136876,74.5876,96.58951,99.58907,99.90997,97.08149,94.14373,64.32298,61.30726,76.96712,97.29369,99.31847,99.02374,93.71957,95.86118,94.73381,72.72878,99.42881,99.94247,99.92297,85.05642,91.9935,87.44212,49.26834,50.46335,80.4955,82.9023,24.3028,19.30316,11.83343,16.33833,39.48945,32.27262,11.01124,1.522003,1.066877,0.6364729,7.650001,9.347052,6.908872,0.7342145,0.2952565,0.1607913,0.1302994,18.83618,68.91832,20.96086,0.09615384,0.1446576,0.3791009,7.714434,8.493994,0.3652207,0.6901838,0.2934297,1.862008,5.933249,3.157796,1.385814,0.5870131,0.1024537,0.2769033,0.3048514,0.4826643,0.9606507,0.3954054,0.3463724,0.2387115,0.6685014,0.08044689
1/17/23 13:31,164,99.12852,97.93813,99.44165,99.38375,98.78671,98.46879,14.07945,15.9671,13.07711,0.1133973,0.09926109,0.09320025,0.1134315,74.07941,97.59502,99.52334,99.9489,97.76135,94.76969,65.7007,63.47535,79.11419,97.86426,99.36871,99.24597,95.19675,95.31897,95.23421,71.88416,99.53561,99.92316,99.93262,87.47269,92.66145,89.20813,55.6827,51.78999,82.8308,84.72465,25.09822,19.44305,12.91161,15.80571,39.4835,32.71524,11.13874,1.619301,1.279894,0.6103345,7.146747,9.098404,7.873466,1.245476,0.3928103,0.1692253,0.1491477,19.10769,65.7393,21.1911,0.1220191,0.1368041,0.3957298,7.23264,7.19339,0.3554551,0.8690723,0.254794,1.627052,5.96403,3.002349,1.842852,0.6439508,0.08452728,0.259472,0.2701254,0.4459408,0.8068762,0.3912908,0.3718108,0.262528,0.6855401,0.0409405
1/17/23 17:31,168,99.27027,98.75164,99.72476,99.3246,98.79369,98.58934,13.8005,15.92994,13.79545,0.1232654,0.1127486,0.088215,0.1101535,77.08076,97.74967,99.68207,99.96693,98.22455,94.65623,66.56625,63.25798,80.81626,98.32168,99.3329,99.24606,95.93433,95.56798,94.17068,75.54115,99.82964,99.96095,99.97323,88.64244,93.73283,89.69076,51.99393,54.34606,86.85326,86.42403,26.6338,19.05815,12.24531,17.37344,41.72566,33.07602,10.74604,1.48067,1.131395,0.5279584,7.458103,9.203264,7.454484,1.113572,0.3128073,0.1048268,0.1414991,20.2473,64.3666,22.08387,0.09704163,0.128814,0.361994,7.544731,7.424452,0.3318093,0.8761916,0.2296971,1.37849,5.673213,2.998695,1.809475,0.5733377,0.09164664,0.3085562,0.2462406,0.5038345,0.8882279,0.2493307,0.3489845,0.215373,0.6415265,0.04075271
1/17/23 21:31,172,99.56013,99.291,99.77431,99.31325,98.99844,98.47611,13.77409,15.82405,14.23278,0.1132608,0.1136364,0.08814671,0.1148827,80.06947,97.95861,99.71371,99.99156,98.55284,94.89655,67.97672,62.53044,81.4492,98.44131,99.56873,99.36459,96.00529,95.214,95.29354,76.50848,99.85034,99.97282,99.9796,90.71384,94.82204,90.57842,56.21585,55.99281,89.02487,88.59629,28.27936,19.83328,13.76185,17.3088,42.51444,35.72395,12.37074,1.628196,1.010742,0.5160416,7.320361,9.107128,7.882976,1.224288,0.2604451,0.1439064,0.1612865,20.76532,69.98665,22.74436,0.09670018,0.1270556,0.3021197,9.008653,7.882703,0.33198,0.8333902,0.2550842,2.009123,5.859221,3.152197,1.659473,0.5388508,0.1199191,0.3032466,0.2865835,0.4469652,0.7213416,0.4651306,0.3900104,0.2523355,0.6599138,0.05429141
1/18/23 1:31,176,99.81665,99.51241,99.85596,99.4759,98.8953,98.57967,13.73735,16.07466,14.69064,0.09048568,0.09028081,0.08944425,0.1094023,78.89747,98.47909,99.90205,99.9884,99.10718,95.15432,69.73341,63.25087,81.6706,98.72969,99.49495,99.57082,96.37839,95.55334,95.5162,78.37572,99.92548,99.97906,99.99194,92.64507,96.08642,91.66576,54.44983,57.77118,90.35292,90.57435,28.96629,20.33237,13.58642,19.244,42.18224,39.04245,12.88274,1.505153,1.010623,0.5377069,7.19747,9.58508,8.55187,1.282592,0.3526039,0.1046219,0.1390406,21.44111,65.81726,25.32515,0.09659773,0.1187582,0.303588,9.021747,8.214358,0.2281947,0.779611,0.2334872,3.349216,6.083489,3.056674,1.332888,0.5678232,0.1216606,0.3409944,0.2833056,0.3770009,0.7257805,0.5180733,0.3975053,0.1437869,0.639307,0.04017223
1/18/23 5:31,180,99.81021,99.69096,99.8943,99.50957,98.9365,98.56667,14.34446,16.15794,14.91692,0.1298043,0.0819493,0.08777111,0.1070463,77.1172,98.93208,99.97654,99.99763,99.3764,95.58788,71.95842,63.78896,82.57549,98.78009,99.63643,99.62419,95.9388,95.49855,95.28026,80.03547,99.92461,99.97292,99.9921,93.55357,96.87135,93.56273,57.64781,59.28175,91.52547,92.06293,31.07829,20.57793,14.17163,19.02388,41.42599,38.40774,12.60158,1.626164,1.041029,0.5675501,6.892141,9.253954,8.050187,1.895658,0.3099049,0.1277726,0.1061414,21.54799,66.4295,26.43514,0.08416876,0.1333042,0.2074854,7.864811,6.226712,0.2654304,0.685062,0.2704839,2.239059,5.673384,3.259806,1.410706,0.5795352,0.1629084,0.3226412,0.2269313,0.434263,0.7225197,0.5132757,0.3689767,0.1846932,0.4818448,0.06994714
1/18/23 9:31,184,99.78754,99.7912,99.94639,99.25187,98.98367,98.52686,14.24262,16.23371,14.8605,0.1295311,0.108856,0.08806135,0.1119974,72.44476,98.93678,99.99751,100,99.37402,95.9257,73.93221,64.48105,83.29436,98.83719,99.75152,99.65256,96.05986,95.63546,95.27859,80.12796,99.8504,99.97591,100,94.93462,96.88223,94.23987,63.21677,60.92657,92.61269,93.24637,31.93012,21.18039,14.80419,18.53248,41.15628,42.35577,13.8564,1.456888,1.030871,0.5367679,6.730513,9.418603,8.952329,2.186766,0.3735693,0.1190143,0.1245629,22.12088,69.85168,29.3192,0.09557337,0.1162485,0.2780301,7.953384,8.346296,0.329163,0.6151319,0.2305507,1.840257,5.642175,3.226839,1.594784,0.5303997,0.07955911,0.3122951,0.2799934,0.4634916,0.7093565,0.5244414,0.3763863,0.1648034,0.6502848,0.03913079
1/18/23 13:31,188,99.86771,99.9204,99.94243,99.39963,98.95322,98.49604,14.76105,16.19422,16.33869,0.09753674,0.1339359,0.08911986,0.1220362,71.33179,99.43945,100,100,99.59836,96.42902,74.44263,66.62082,83.37627,98.90217,99.79227,99.82407,97.01057,96.27756,95.46777,80.9596,99.91002,100,100,96.24419,97.52453,94.24133,59.89085,62.92707,93.80087,94.65371,32.74364,21.44943,15.03343,17.91623,44.13072,39.33332,14.82452,1.271768,1.079511,0.4407677,7.03772,9.531163,8.955249,2.875686,0.2467186,0.136531,0.1536037,21.9607,75.64026,34.12213,0.07735673,0.1011903,0.3004978,8.612803,7.501212,0.3643329,0.7674381,0.2375164,2.865409,5.778313,3.222605,2.479,0.4956225,0.1598353,0.3436066,0.2429797,0.6752281,0.8265952,0.4107026,0.3321849,0.1381358,0.657626,0.05519627
1/18/23 17:31,192,99.98648,99.89517,99.9761,99.47195,99.29073,98.40848,14.75055,16.01358,17.38744,0.1257922,0.09891964,0.08751502,0.1094877,73.44778,99.43441,100,100,99.82956,97.47701,77.40813,65.33149,84.29018,99.11435,99.83211,99.7173,95.87125,95.70764,95.9355,82.42324,99.94778,99.99767,99.99701,96.89728,98.04463,94.65571,61.07985,64.6,94.87865,95.70217,34.61621,21.8615,14.91047,18.83526,43.20384,42.4109,14.4051,1.575117,1.09503,0.4646354,6.748183,10.10594,9.653781,3.210961,0.2896737,0.118468,0.1183143,22.77257,75.32533,36.05156,0.09202223,0.1192192,0.2936175,8.902768,8.092783,0.3832496,0.8177686,0.2570305,2.753531,5.470918,3.208947,4.874994,0.4515406,0.08710527,0.3224534,0.2559379,0.7237148,0.7682406,0.3757887,0.3281899,0.1666985,0.4099684,0.05328412
1/18/23 21:31,196,99.86746,99.92213,99.95132,99.90965,99.79958,99.49642,14.29431,14.42559,12.00349,0.0164923,0,0,0.1059878,78.35794,99.1608,99.73607,99.6286,96.67673,96.3546,81.93856,70.02541,85.81285,98.85001,99.28847,99.005,97.03137,96.69951,97.99448,87.21836,99.90273,99.9826,99.99181,95.99641,97.88007,96.97789,62.7277,66.4941,92.98344,92.24273,18.91033,19.4409,15.90492,6.261199,4.801836,4.081092,0.858214,0.517544,0.4704743,0.3863397,5.621687,8.298015,3.904457,0.04768425,0.2092609,0.09026374,0.1316994,23.70294,64.13029,20.32517,0.3056367,0.0683423,0.1047927,3.352614,2.932556,0.3999979,0.5143684,0.1949198,1.024571,2.832833,1.475378,0.1461258,0.2422968,0.1902931,0.1030342,0.03339434,0.05142318,0.0978782,0,0.05794498,0,0.03957468,0.06236683
1/19/23 1:31,200,99.81418,99.88432,99.90077,99.69912,99.5039,99.01635,13.41677,14.79861,12.1545,0.01618499,0,0.03518698,0.1132949,78.47459,99.51414,99.94811,99.66098,96.51715,95.46024,83.36156,74.13139,82.87091,97.26202,98.53862,97.79761,92.55896,91.7346,95.02364,82.63573,99.78502,99.99083,100,94.09093,96.08937,95.2645,59.8685,70.68433,94.17019,93.52713,18.15476,20.31719,15.50872,6.221949,5.8233,4.23823,0.9533606,0.3642988,0.4133318,0.5164513,5.87824,8.435075,3.855202,0.05125245,0.140287,0.07080078,0.226402,24.12709,61.90081,21.40843,0.3126366,0.09519777,0.09277344,3.336361,2.88173,0.3815935,0.4653696,0.200827,1.892568,2.808505,1.631372,0.2028928,0.2196924,0.1746545,0.2852007,0,0.05534992,0.09786112,0,0.1065512,0,0.03964297,0.0627595
1/19/23 5:31,204,99.90717,99.94389,99.97643,99.61986,99.06122,98.03451,13.35697,14.03831,11.71592,0.0170557,0,0.03803813,0.1401674,70.38617,98.20599,99.83182,98.99359,85.94757,86.27328,68.25419,63.83838,78.10845,97.72189,98.52547,98.32131,92.65073,92.21167,94.085,72.34222,99.89088,99.95756,99.98748,81.7925,87.26661,86.17854,49.93184,69.64507,94.08463,93.72585,17.19402,18.12633,15.17575,6.622732,6.028378,4.584329,1.191389,0.3588867,0.5004541,0.3932371,5.925122,8.643192,3.897304,0.03429919,0.1497282,0.09181736,0.2049074,23.52628,56.37365,20.46596,0.3201144,0.08090785,0.1218142,3.296872,2.704856,0.4498334,0.7779378,0.1982661,1.450776,2.85793,1.582492,0.1979417,0.2741375,0.2015782,0.1982319,0,0.03725278,0.08418584,0.02673596,0.1056463,0.01683375,0.05246462,0.03383823
1/19/23 9:31,208,99.72859,99.79451,99.77283,99.35954,97.92279,97.93066,13.43828,14.14385,11.42071,0.01598011,0,0,0.09944888,65.69791,96.73507,99.48343,98.11044,84.66957,86.76172,66.47969,58.44465,81.01593,97.58541,98.37455,97.76222,92.11189,93.38982,95.07336,74.65218,99.70879,99.83725,99.85141,77.78828,83.17963,81.44756,47.6758,69.36395,93.66948,94.07633,16.84261,17.95413,14.57859,6.790354,5.956433,4.911187,1.138617,0.30171,0.5372459,0.4628599,5.680675,8.9518,3.886002,0.07901279,0.04517455,0.1267653,0.1725203,24.80689,65.26427,21.62565,0.3493601,0.06810328,0.1194923,3.083376,2.690617,0.3599452,0.6380094,0.1899517,1.265365,2.775162,1.499399,0.2036099,0.2268971,0.1755934,0.1706935,0,0.02067512,0.1047244,0.03037246,0.107456,0.01768739,0.07727136,0.08206881
1/19/23 13:31,212,99.76974,99.90533,99.86815,99.62434,98.28688,98.34538,13.59063,14.05838,11.52187,0.01628742,0,0,0.0455843,66.9632,98.08314,99.6779,99.18633,88.15485,89.16963,70.74611,60.93008,86.61791,98.3037,98.35741,98.51096,96.19697,95.31081,96.1801,82.43087,99.70314,99.86727,99.90345,84.20061,88.19807,84.3261,47.9227,68.91862,93.8629,95.01244,17.13131,17.72939,14.60833,7.652921,6.454617,4.948833,1.129347,0.5026736,0.4450871,0.3693182,5.524032,8.774568,3.814364,0.0448331,0.06344242,0.08841988,0.1568646,25.23274,62.06659,22.82641,0.400254,0.09321733,0.140065,3.254189,2.619987,0.4293119,0.7063347,0.1942198,1.123781,2.746189,1.478929,0.2321043,0.2541794,0.301949,0.1995978,0.01420454,0.02024831,0.1794007,0,0.107217,0.01546793,0.02332141,0.1847615
1/19/23 17:31,216,99.90794,99.92891,99.94116,99.59489,99.26551,98.62236,13.87364,14.50096,12.07417,0.01601426,0.01410211,0,0.07897864,69.78094,98.7309,99.84221,99.57352,91.55946,92.13396,74.45976,65.27821,89.95373,99.4094,99.29868,99.40649,97.2751,98.21231,98.11095,86.57932,99.83733,99.89186,99.94995,89.83762,91.47414,89.27579,52.43592,69.63316,94.75673,95.89036,17.5384,17.60897,15.43761,7.883829,6.832813,5.472813,1.288089,0.4730011,0.473223,0.3065416,5.7371,8.635749,3.903791,0.03074806,0.1624645,0.1238288,0.120824,27.64664,58.20387,24.68566,0.3356165,0.07937131,0.1345505,3.0031,2.843026,0.4272973,0.7300317,0.2550842,1.813145,2.792713,1.538701,0.293276,0.3316044,0.1916419,0.3651524,0,0.02769203,0.1585548,0,0.1052707,0.07298609,0.05770596,0.076247
1/19/23 21:31,220,99.93505,99.97514,99.97133,99.6293,99.1099,98.47015,14.0127,14.77997,12.72369,0.01560451,0.01381187,0,0.03225046,68.65403,99.27492,99.89516,99.71095,93.35892,93.92492,77.50884,67.00691,92.20638,99.68298,99.75275,99.65152,97.12492,97.73868,98.19578,84.95153,99.84473,99.9192,99.95068,91.27608,92.60039,89.47942,53.86993,70.59961,95.70982,97.37302,17.64362,17.83123,15.9633,8.235905,6.815638,5.655594,1.158422,0.435919,0.4855496,0.3085903,5.734419,8.404037,3.809413,0.09581238,0.265584,0.09361,0.08466387,28.23684,61.13317,24.91114,0.3097342,0.0922271,0.07324219,3.115456,2.460425,0.4139976,0.6366094,0.1600743,1.310233,2.866996,1.545905,0.2964174,0.3069684,0.2128633,0.5257901,0.04543064,0.06699355,0.1178875,0,0.1208069,0.06333998,0.06943496,0.1021293
1/20/23 1:31,224,99.92165,99.98221,99.9747,99.84322,99.65746,99.28553,13.44428,14.7808,12.67115,0.03863568,0,0,0.03236997,74.97572,99.70827,99.97977,99.95811,95.94476,95.39156,80.66142,70.37456,91.60376,99.79283,99.88443,99.87584,97.67653,98.0052,97.57066,80.56129,99.79162,99.92203,99.97181,90.89519,90.45082,90.11697,56.37724,71.18843,96.55316,97.87396,16.8377,18.32011,15.71695,8.115115,7.278003,6.209435,1.102201,0.4696548,0.4121025,0.2917054,6.131088,8.721779,4.14182,0.05599868,0.2025855,0.1169997,0.1232483,28.76444,60.77761,26.47975,0.3179462,0.04582331,0.07913229,2.922295,2.557159,0.3862885,0.731295,0.2074854,0.8333388,2.866194,1.535491,0.2455235,0.3361799,0.1992734,1.111403,0.02762374,0.0570572,0.1394845,0.01524598,0.1029488,0.07346413,0.1113145,0.09681968
1/20/23 5:31,228,99.97196,99.97873,99.98914,99.94554,99.84097,99.79575,13.75044,14.32955,13.23749,0.03694547,0.06793255,0,0.03223339,80.738,99.91458,99.99728,99.99561,98.01393,98.26653,86.81471,75.33315,92.50642,99.83361,99.9798,99.83719,99.45498,99.36784,99.13637,89.81322,99.92484,99.96778,99.97853,96.0259,96.06061,94.02345,63.92865,71.93666,96.39882,98.57466,16.91507,18.15317,15.80899,8.136848,7.51499,6.288345,1.178175,0.5773328,0.4732914,0.258294,5.814764,8.173094,3.874,0.01966783,0.2146901,0.1429161,0.09115152,30.57786,62.40131,26.72503,0.2758277,0.04954518,0.04527699,2.945172,2.728929,0.3718791,0.7440314,0.2110707,1.913943,2.826448,1.577114,0.3369994,0.3949102,0.2567403,0.8415681,0,0.0832639,0.1226849,0.03042368,0.1059878,0.05794499,0.04645501,0.09504411
1/20/23 9:31,232,99.99708,100,99.99744,99.97791,99.95573,99.88759,13.30003,14.99249,13.65224,0.03708206,0.04397945,0,0.03083342,87.06556,99.97424,100,100,99.52261,99.80142,91.47858,83.32582,95.28113,99.89981,99.93341,99.96928,99.71262,99.66103,99.72797,96.37454,99.96225,99.99116,99.98495,98.73521,98.84545,97.7565,71.6187,72.49945,97.81483,99.04187,17.46341,19.10791,15.82742,8.319407,7.948792,7.43432,1.18707,0.4085172,0.3993492,0.2386432,5.836293,8.543504,3.666156,0.04590868,0.1842323,0.1001659,0.08925644,31.59707,66.11954,28.35656,0.2746667,0.06197415,0.0285286,3.073952,2.677454,0.4080904,0.742546,0.3034514,1.560895,2.865647,1.664868,0.2557672,0.4143391,0.2844836,0.8127833,0.01338505,0.04573795,0.0763665,0.06361315,0.2113097,0.04187951,0.05990835,0.09642701
