Date Time,Elapsed,WT-UT,WT-UT,WT-UT,YAP KO-UT,YAP KO-UT,YAP KO-UT,WT-E,WT-E,WT-E,YAP KO-E,YAP KO-E,YAP KO-E,YAP KO-E,WT-R,WT-R,WT-R,WT-R,YAP KO-R,YAP KO-R,YAP KO-R,YAP KO-R,WT-C,WT-C,WT-C,WT-C,YAP KO-C,YAP KO-C,YAP KO-C,YAP KO-C,WT-X,WT-X,WT-X,YAP KO-X,YAP KO-X,YAP KO-X,YAP KO-X,WT-T,WT-T,WT-T,YAP KO-T,YAP KO-T,YAP KO-T,WT-D,WT-D,WT-D,YAP KO-D,YAP KO-D,YAP KO-D,YAP KO-D,WT-ER,WT-ER,WT-ER,YAP KO-ER,YAP KO-ER,YAP KO-ER,YAP KO-ER,WT-EC,WT-EC,WT-EC,YAP KO-EC,YAP KO-EC,YAP KO-EC,WT-EX,WT-EX,YAP KO-EX,YAP KO-EX,YAP KO-EX,YAP KO-EX,WT-ET,WT-ET,YAP KO-ET,YAP KO-ET,YAP KO-ET,YAP KO-ET,WT-ED,WT-ED,WT-ED,WT-ED,YAP KO-ED,YAP KO-ED,YAP KO-ED,YAP KO-ED
1/12/23 13:31,44,6.712928,4.965018,7.94,10.56154,6.55719,6.27071,8.802857,10.466,8.611898,7.63916,7.286197,5.42238,2.388651,7.082861,9.587453,10.97113,8.518101,11.70914,8.960627,8.011518,4.312719,5.243867,9.422275,12.01698,11.40032,14.57637,11.89793,11.27875,6.482906,9.621702,13.40192,11.19619,13.80806,11.43522,11.53298,6.644602,10.39667,16.99545,15.76868,11.69089,14.97434,10.92507,4.685741,4.17868,4.106804,3.290008,3.315088,2.060462,1.518538,8.919771,11.58509,7.23107,9.35282,14.38575,6.683921,2.404427,9.200636,69.33486,7.849018,18.8476,14.8857,4.559061,8.217158,8.878744,6.323822,10.4955,5.772235,6.798514,8.270067,4.307272,21.34368,16.69112,16.72595,4.272666,1.633898,1.633898,1.633898,1.602519,7.917616,2.623914,15.80869,1.866037
1/12/23 17:31,48,7.569195,5.154116,10.67922,11.96009,7.434423,7.62615,9.508799,10.81533,9.081007,10.8312,10.84263,13.1761,4.496267,8.748019,11.70431,12.8217,9.771429,13.49889,10.49385,9.171219,5.187118,6.203596,11.87966,13.06164,12.96926,17.23178,13.72816,13.61103,7.343102,10.937,14.65148,13.46739,14.49927,12.63117,13.05031,6.381152,10.89745,19.15667,18.24164,11.78745,15.10467,11.39088,4.932699,4.253083,4.649359,3.830669,3.645907,2.248774,1.979502,8.885217,11.46914,7.405485,10.23709,17.87866,8.93203,5.37263,9.389358,65.5376,7.474903,23.57899,15.91705,5.063323,8.388313,8.724562,6.216213,13.61261,8.063742,6.947884,8.197474,4.465315,27.0223,22.36132,25.75765,6.16648,1.625328,1.625328,1.625328,3.018517,6.173975,1.734628,11.27266,2.308119
1/12/23 21:31,52,9.757481,6.029471,11.76674,13.69543,9.711691,9.462498,9.451571,11.13264,9.637733,16.96824,19.37806,18.19435,1.981961,8.991392,13.08735,15.26838,11.91253,15.81968,11.67568,9.676744,5.53938,6.433669,12.37728,14.36807,14.99853,18.55206,16.5661,16.22671,7.340899,12.41392,16.37349,14.91837,15.929,14.56635,13.91513,6.365907,12.14973,20.84544,20.00391,12.084,14.94796,11.23025,5.113824,4.621241,4.747972,4.158261,3.513764,2.295195,2.693691,8.942444,11.45858,7.542221,10.93115,22.14113,8.375594,3.956546,9.446671,62.00188,8.249546,27.53326,12.15518,4.22312,8.656936,8.774295,7.91147,15.73836,12.88385,6.319981,8.179684,4.285094,30.67869,24.5714,28.42657,5.792159,1.376407,1.376407,1.376407,1.37586,3.172274,1.829211,9.17728,1.969617
1/13/23 1:31,56,11.42069,7.153525,12.94806,16.64655,11.98746,11.36191,9.969883,11.65126,10.00756,21.22651,20.3337,20.05178,1.654761,10.3784,14.46451,17.47096,13.22902,17.55783,13.04061,11.1694,5.989656,7.92151,13.49502,16.60342,16.44283,20.30331,18.84238,18.44245,8.380698,13.03815,17.77752,16.89322,16.92955,15.50016,15.94018,7.363178,13.56454,22.91663,21.0491,12.8069,15.89376,11.5562,5.475391,4.632969,4.795707,4.600668,3.526671,2.605629,3.403628,8.929759,11.44168,7.532506,15.52821,29.17598,10.12282,3.591787,9.52862,74.14246,8.935085,27.33308,9.990319,6.057674,8.81211,9.229984,12.47801,21.25481,15.57653,5.070511,8.335968,4.16999,38.56512,23.5954,29.31924,6.270111,1.407206,1.407206,1.407206,3.222793,1.480226,2.032257,6.917937,1.221574
1/13/23 5:31,60,12.49199,8.092014,15.32734,20.37133,14.73703,13.08969,10.17698,11.6293,10.02385,29.12944,24.13764,22.68083,1.541586,10.26575,15.26756,19.85662,15.51502,20.77066,14.5368,12.73127,6.212491,8.701359,16.7356,19.29226,18.98494,23.5288,22.01762,20.21054,9.621241,14.29472,20.20981,18.9597,18.29658,17.88634,16.06455,7.959821,14.59797,24.60908,22.13131,13.28728,16.37641,12.30262,5.634936,5.009612,5.042562,5.675672,3.604677,2.671598,2.430821,8.911355,11.3223,7.506624,18.20389,27.15537,7.497747,2.85455,9.876136,65.61099,9.673431,25.909,7.451615,3.746192,8.824813,8.882621,15.56279,26.75628,16.49602,3.738237,8.132,4.016181,40.87471,24.62283,25.37121,3.934864,1.258366,1.258366,1.258366,0.8253831,1.222376,2.232999,5.448604,1.315115
1/13/23 9:31,64,15.14814,10.58128,18.73474,23.4496,17.85962,17.57619,11.11374,12.09674,9.66155,32.03582,24.95824,21.22309,1.447976,12.68206,17.28771,22.94657,19.20379,23.14579,16.64959,13.40105,7.028757,9.473765,18.30546,23.89953,21.60542,24.90251,25.01226,23.99571,11.90105,16.85316,22.41494,21.33001,18.93063,20.12526,17.7899,7.943875,15.12072,26.78907,24.12497,13.64994,16.20742,12.65169,5.651258,5.214025,5.38144,5.81881,3.986236,2.945326,2.213126,8.542258,11.43772,7.321811,18.60993,35.94033,4.766017,2.840243,10.12523,67.5574,9.860652,25.14414,6.527859,2.698659,8.569421,8.880606,21.84621,33.43171,15.59266,20.36298,8.117726,4.035354,42.21244,28.00101,21.7468,3.533739,0.997101,0.997101,0.997101,3.477399,1.276975,2.866091,4.943421,1.017691
1/13/23 13:31,68,19.34965,11.39741,23.38282,27.08337,20.28411,20.101,10.85176,12.23652,10.28505,35.59159,25.3678,18.66215,1.476334,13.03434,20.20361,26.81427,20.94286,24.94544,18.80764,13.6926,7.708885,10.71916,22.21099,26.92898,26.50069,28.20052,29.11199,26.28223,13.00317,20.48879,25.87203,24.51359,20.94598,21.25871,18.82756,8.871831,15.75945,28.14354,27.02225,14.23268,16.80362,11.95089,6.081833,5.62949,5.793559,7.686725,4.016796,2.838963,2.456225,8.582601,11.48762,7.380935,26.06665,38.16882,4.785105,2.37839,10.58664,65.66831,10.57511,24.76158,5.654689,2.909644,8.69115,8.760295,24.2856,32.33636,12.60168,14.58832,7.905905,4.065385,45.7724,35.68936,17.8732,3.105041,0.9693748,0.9693748,0.9693748,3.336907,0.9623579,2.620995,4.151807,0.706403
1/13/23 17:31,72,18.38097,10.78746,22.5699,26.72956,16.92262,16.06158,10.37485,11.98256,10.24725,0.119424,0.1597499,0.127397,0.144999,17.40395,27.71001,34.41633,27.5555,28.55265,21.43269,15.00965,9.548151,14.08067,24.07476,29.28022,27.4393,30.04068,31.64187,30.15557,15.36879,25.13537,32.89382,29.26794,23.11707,24.33401,22.80111,12.20703,17.62664,31.93921,31.12477,12.2274,15.2171,11.91212,5.921708,3.401186,3.941351,1.733211,1.615289,1.295379,0.3964468,7.91497,10.39424,6.2619,0.1219679,0.2250533,0.1395699,0.1497794,10.26761,44.11563,7.96023,0.1108535,0.1762593,0.332919,6.438962,6.374802,0.172213,0.532329,0.3404993,2.204163,6.867881,3.274916,0.3022904,0.09772453,0.02887005,0.1805445,0.1216435,0.2662499,0.5143513,0.07776647,0.1998709,0.06602041,0.2032343,0.03182365
1/13/23 21:31,76,22.23667,14.97584,28.46313,32.13556,24.27063,21.98024,10.50035,11.86243,10.27183,0.1428308,0.1337822,0.127175,0.1573939,19.63541,30.9692,38.34064,33.16479,33.66028,25.69456,16.41982,11.28554,16.7874,29.34061,34.35308,32.27851,32.39264,35.27263,32.59219,16.57565,27.44183,33.51458,31.19688,26.6704,26.61546,24.85817,13.11807,17.73859,33.0809,31.8486,12.07786,15.09675,11.60213,5.674682,3.774329,3.84851,1.944998,1.650596,1.383663,0.7015201,7.787659,10.1437,6.173479,0.1650425,0.2482893,0.1308116,0.1526989,10.10305,59.00978,7.523184,0.1109389,0.176669,0.2618792,5.989572,6.152566,0.2360993,0.5386118,0.3888494,2.568564,6.617338,3.254497,0.2668303,0.09714406,0.09844159,0.2148779,0.1541671,0.2783886,0.5059515,0.08550043,0.3072245,0.06810328,0.242109,0.01408503
1/14/23 1:31,80,25.50655,17.29825,27.28203,31.98268,23.02808,21.87556,10.51532,11.69002,9.535671,0.155789,0.06117173,0.1394162,0.1802202,17.94177,26.65952,34.34988,29.96281,30.90455,23.6182,15.47372,10.21829,18.29624,30.82342,36.64834,34.68083,33.85109,35.34217,32.09466,17.82843,25.566,33.866,31.22152,24.03653,26.11052,23.88141,13.09912,17.78788,33.27495,32.44998,12.04194,14.23391,11.67803,6.076796,3.825,3.836388,1.893473,1.683546,1.419925,0.6493799,7.723004,10.30079,6.044529,0.1709838,0.3679182,0.1515038,0.1546793,10.12612,63.85928,7.409172,0.1330139,0.1901907,0.3333288,6.055677,6.215155,0.1803226,0.5296998,0.3774107,3.343395,6.643425,3.255846,0.4247022,0.1338676,0.0681545,0.2382505,0.2214338,0.3069513,0.6321023,0.1089926,0.4571405,0.1352676,0.6146709,0.06194001
1/14/23 5:31,84,28.77153,18.9768,31.29712,31.50372,23.90999,22.89037,10.75486,12.23286,9.708055,0.1524769,0.1216776,0.1662546,0.2386944,17.41266,27.53749,34.46104,32.90176,28.29634,22.75886,16.42756,10.49277,20.59877,34.15196,41.14731,39.35388,36.71982,39.74384,37.80634,18.60693,27.2568,36.28484,34.84536,22.94275,26.732,24.43016,12.64606,19.54033,34.1353,32.65411,12.22564,14.71534,11.48226,6.030512,3.704347,4.247005,2.117348,1.759725,1.197843,0.6927447,7.412911,9.931196,6.121784,0.2211777,0.2544184,0.1612352,0.1899004,10.0358,63.5544,7.562486,0.1255361,0.1550549,0.3259533,5.895996,6.189938,0.1441454,0.5476774,0.3501967,2.433126,6.475906,3.199386,0.4142366,0.1700106,0.1307774,0.2949663,0.2645255,0.3031954,0.8554823,0.1805446,0.4555869,0.2381139,0.675894,0.08768575
1/14/23 9:31,88,37.71974,29.1716,39.27547,37.09285,27.32856,25.93092,11.12428,12.30223,9.849725,0.1619011,0.117529,0.1548159,0.2476747,17.97392,31.79363,39.27922,38.15955,29.14438,25.27516,15.59937,11.28461,22.8904,40.10244,49.33028,44.15747,40.96628,44.64352,41.7399,21.56509,32.69773,38.61784,36.69366,26.60597,27.37462,26.61735,12.28708,19.72757,35.84638,34.19628,12.71213,14.96652,11.7691,6.363619,3.849978,4.528126,2.319558,1.797438,1.18777,1.004579,7.496859,9.930086,6.146778,0.1816884,0.3172804,0.1686448,0.1702497,10.45598,70.15057,8.183867,0.127158,0.1620547,0.3189194,6.048523,6.169775,0.1912663,0.5851862,0.3063367,2.272881,6.31614,3.140075,0.4468627,0.2021587,0.1739886,0.2821275,0.3008735,0.4788571,0.7712283,0.1566256,0.4655403,0.2621183,0.7730379,0.08486874
1/14/23 13:31,92,40.64369,32.37984,44.32574,41.20525,31.53327,29.91305,11.71882,12.80637,10.1295,0.1745862,0.09564167,0.1071658,0.2478795,20.31769,36.32719,43.87949,42.69159,32.11718,27.92665,18.39796,13.32955,26.37642,43.99764,52.21015,47.01088,42.49807,46.74521,44.54856,24.52133,35.10326,42.02426,41.34839,29.34779,29.59261,29.3401,13.10595,21.05766,38.18252,35.67306,12.96639,15.34504,12.03873,6.669614,4.277873,4.711863,2.28712,1.992205,1.435427,0.9845354,7.373064,9.774912,5.994864,0.1808006,0.2987735,0.1616279,0.1770617,11.18816,66.75525,8.479772,0.1135169,0.152016,0.4992931,6.085196,5.949963,0.1819445,0.6120076,0.3008564,1.957052,6.339819,3.350326,0.542658,0.222646,0.1593743,0.4244632,0.3674914,0.3504869,1.034866,0.2021587,0.5392947,0.5103734,0.763221,0.159528
1/14/23 17:31,96,48.50346,40.27578,49.64058,43.50476,32.96062,32.46986,11.18893,13.13323,10.44545,0.2119072,0.09547093,0.1057146,0.2867031,22.30325,39.4866,47.70523,47.22151,34.2376,29.21779,20.35286,14.26027,27.47034,47.68618,57.65898,49.87313,47.33723,49.49538,46.35672,25.78912,38.33858,44.87351,44.18575,28.30085,29.91292,30.47191,15.18095,22.43331,40.4738,38.50978,13.7207,15.97393,12.08957,7.082297,5.214006,4.842043,2.311756,1.948976,1.422093,0.7957448,7.253537,9.676061,6.033739,0.1900029,0.2357579,0.1450332,0.1348578,11.3572,70.34289,8.644115,0.1065341,0.14546,0.2757423,5.908169,6.149065,0.1810738,0.6520945,0.3165292,2.989357,6.261541,3.103505,0.6150295,0.2867201,0.1971734,0.3712815,0.3955078,0.4146976,0.9434242,0.2247289,0.6032152,0.4110611,0.6150466,0.08073713
1/14/23 21:31,100,48.87931,45.93314,53.79753,44.43255,37.82703,33.79855,12.01645,13.21043,10.57248,0.241187,0.08044689,0.1072511,0.2501844,22.42199,44.74852,53.94131,51.61795,37.10267,32.24525,21.94739,15.94458,29.40979,51.76865,59.51701,54.17818,48.75164,51.58633,49.93048,25.97724,42.00797,49.45594,47.50732,27.90616,32.98637,31.01969,15.81656,22.65884,42.50616,39.79878,13.7453,16.51639,12.93771,7.09237,5.436636,5.378077,2.498463,1.832062,1.516113,0.820193,7.310885,10.058,5.983187,0.1776763,0.3254753,0.1542354,0.1518623,11.73574,60.87004,8.851139,0.1034439,0.1580426,0.2529843,5.798152,5.998296,0.169635,0.5698891,0.2749228,3.413751,6.039322,3.345102,0.7137784,0.3032124,0.2517551,0.3516479,0.4184536,0.5659453,1.269156,0.4669232,0.7711429,0.5921007,0.7675576,0.04640379
1/15/23 1:31,104,57.84207,52.75291,59.66298,54.53103,45.97086,44.04454,12.27991,13.89723,10.5914,0.2053684,0.08005422,0.09897085,0.1926321,26.70157,52.08129,61.22309,59.20271,41.31548,36.45508,25.51189,18.49345,32.59359,57.57157,64.17817,61.09649,56.75175,58.90881,56.46022,29.11247,49.08094,57.16899,54.30664,30.6148,34.86828,33.23951,16.11357,24.13158,44.26155,40.83207,14.17948,16.6698,12.67327,7.571792,5.772116,6.923657,2.739275,1.884663,1.4567,0.8615432,7.330399,9.849316,5.79332,0.2138023,0.3813545,0.1633181,0.1375041,12.03687,57.68658,8.810796,0.1044,0.128319,0.2585842,5.976324,6.293125,0.1451698,0.6926082,0.3007198,3.151446,6.120332,3.356814,0.7628967,0.361994,0.1745862,0.3959346,0.3578965,0.6828425,0.9972205,0.3309898,0.6938715,0.5099295,0.2855762,0.04980127
1/15/23 5:31,108,67.04103,60.67146,69.31429,64.267,57.04014,55.28221,12.01655,13.89167,10.91368,0.2017148,0.06403996,0.1024195,0.1938272,33.6936,62.30469,71.14758,68.39782,50.11181,42.39336,28.9428,22.41238,37.91743,64.58998,73.96399,67.13826,62.16183,66.04236,64.35231,31.03471,56.43322,65.69988,63.30914,34.52401,40.32621,36.37287,18.16797,24.3092,45.33823,43.94429,14.68519,17.20817,12.80577,8.062514,6.763242,9.131405,2.872391,1.831465,1.384055,0.8369926,7.29598,10.0448,5.729673,0.2223728,0.3373067,0.1861273,0.1338505,12.60696,61.97638,9.576357,0.1173753,0.1296165,0.2293385,5.969512,6.277266,0.202944,0.6795816,0.34067,2.623197,5.954282,3.117232,0.9585166,0.3893445,0.2646962,0.3369824,0.4427482,0.6359778,1.073587,0.3540722,0.74019,0.3152316,0.5028785,0.04650623
1/15/23 9:31,112,74.42991,68.1043,74.64074,69.48525,62.78126,60.87725,12.28966,14.26493,11.17703,0.1764471,0.08237612,0.09938059,0.1892004,39.28185,69.29935,78.41718,77.13896,56.69398,51.94273,30.86612,26.9656,43.33008,68.95924,79.01732,74.02417,68.66298,71.89555,69.55856,34.59693,63.63021,74.0365,70.72019,38.56534,44.72166,42.30841,19.31787,26.12402,47.88284,47.5731,15.74621,16.89445,12.28999,7.879818,8.009877,11.1514,3.524622,1.882888,1.390184,0.8240514,7.386158,10.08859,5.911361,0.3367775,0.3264484,0.1602109,0.1521184,13.20103,58.93724,10.41152,0.1207728,0.1072341,0.1667497,6.003128,6.397935,0.2043269,0.7855011,0.2102853,2.039137,6.142715,3.170294,1.274431,0.413144,0.2674108,0.3532356,0.3453309,0.8444192,1.027866,0.4268193,0.5146587,0.503715,0.3010612,0.06101808
