Date Time,Elapsed,WT-ECR,WT-ECR,WT-ECR,WT-ECR,AXL KO-ECR,AXL KO-ECR,AXL KO-ECR,WT-EXR,WT-EXR,WT-EXR,WT-EXR,AXL KO-EXR,AXL KO-EXR,AXL KO-EXR,AXL KO-EXR,WT-EDR,WT-EDR,WT-EDR,WT-EDR,AXL KO-EDR,AXL KO-EDR,AXL KO-EDR,AXL KO-EDR,WT-ETR,WT-ETR,WT-ETR,WT-ETR,AXL KO-ETR,AXL KO-ETR,AXL KO-ETR,AXL KO-ETR,WT-ETC,WT-ETC,WT-ETC,WT-ETC,AXL KO-ETC,AXL KO-ETC,AXL KO-ETC,AXL KO-ETC,WT-ETD,WT-ETD,WT-ETD,WT-ETD,AXL KO-ETD,AXL KO-ETD,AXL KO-ETD,AXL KO-ETD,WT-ETX,WT-ETX,WT-ETX,WT-ETX,AXL KO-ETX,AXL KO-ETX,AXL KO-ETX,AXL KO-ETX,WT-EA,WT-EA,AXL KO-EA,AXL KO-EA,AXL KO-EA,AXL KO-EA,WT-EA,WT-EA,AXL KO-EA,AXL KO-EA,AXL KO-EA,AXL KO-EA
1/12/23 8:44,40,2.049654,1.967381,2.725429,3.482743,5.093337,7.426313,5.598145,4.413329,6.93489,6.410433,7.917173,13.61613,13.25366,7.414807,6.061107,1.601887,2.467835,4.04051,4.401872,8.792375,6.463306,5.105919,1.947577,4.511599,4.218426,8.024287,6.791685,11.0875,9.334452,9.122596,2.473008,2.884752,7.322084,6.699218,7.853594,15.27277,8.064118,9.397776,3.418327,1.673336,2.62277,4.949208,5.346099,14.80677,9.020261,7.905427,2.757901,3.842961,6.420369,6.159463,6.569277,17.49471,14.84901,11.64264,6.143192,13.06803,11.9863,14.97405,11.82255,10.60209,4.949976,8.862082,9.992761,14.10385,11.54159,8.508095,7.654645
1/12/23 12:44,44,2.192007,2.10159,2.688722,3.515078,4.732982,6.983565,5.143069,4.47339,6.656622,6.101757,7.759336,13.7611,12.61558,6.976583,6.143943,1.687165,2.799883,4.178628,4.750072,9.414762,7.259632,6.850568,2.171503,4.518582,4.708994,7.884906,7.203975,11.25753,9.009403,8.907001,2.421124,3.16577,7.211317,6.700994,8.373989,15.10629,7.838826,9.321015,3.165087,1.193591,2.599551,5.6446,5.773993,14.35352,9.047357,8.284033,7.345081,3.746961,6.344036,6.670758,6.754602,16.82404,15.27513,10.16086,5.506805,14.02335,12.94444,15.39877,11.60025,10.82468,4.865791,8.945364,10.5313,13.96143,11.43299,8.464867,7.601514
1/12/23 16:44,48,2.022731,2.086071,2.598732,3.473882,4.761682,6.895196,5.219573,4.229147,6.557839,5.673418,7.992122,13.15633,12.27191,6.891747,5.76964,1.389348,3.292501,4.554554,4.227047,11.66282,8.521361,7.952667,2.087761,4.485341,4.575742,8.123992,6.873361,10.77724,9.11761,8.425054,2.245906,3.208144,7.383427,6.619284,8.300388,13.87659,7.516799,8.658694,2.973957,1.078794,2.227553,5.616515,5.321122,13.96852,8.907923,11.04055,7.895305,3.626905,6.1176,6.29357,6.425474,15.76349,15.04345,9.821403,5.146501,14.899,13.44906,14.95648,11.26359,10.60272,4.691938,9.357569,10.97294,13.61234,12.20561,8.182603,7.217206
1/12/23 20:44,52,2.091722,2.089673,2.602675,3.418105,4.833882,6.827673,5.201578,4.367436,6.485844,5.935246,7.931223,13.48242,11.37683,6.784343,5.652692,1.229769,3.761473,4.428796,3.860341,12.78017,10.76826,9.143886,2.191529,4.483736,4.565583,7.820763,7.009226,11.40594,8.882672,8.36552,2.307334,3.089489,7.328077,6.551027,8.228222,13.41845,7.229157,8.342422,2.835019,1.629374,2.20797,7.09925,4.609119,13.64289,9.489574,11.2353,3.717835,3.33969,5.61018,5.884711,6.456546,15.2551,15.77881,9.065454,4.616494,15.16383,13.47195,14.61779,11.29751,10.18753,4.982825,9.140216,11.21392,13.32574,11.30552,7.910719,6.984027
1/13/23 0:44,56,2.03673,2.032377,2.543006,3.432481,4.69071,6.637022,4.960818,4.371654,6.191833,6.03321,7.492368,13.12795,10.89485,6.41144,5.1836,1.131959,5.016577,4.054732,4.098011,13.86922,10.57691,10.24569,2.339004,4.291002,4.738275,7.721758,6.562808,11.3196,8.682596,7.954784,2.295741,3.005234,7.060256,6.316994,8.056555,12.85649,7.144835,7.748151,2.76555,6.677638,2.292053,7.518182,4.759376,13.37262,8.632027,9.495107,2.425648,3.165974,4.997593,5.723697,6.269002,15.92874,16.32063,8.07081,4.275739,15.32836,13.97082,14.07336,11.17705,10.09839,5.089751,9.067536,11.4687,13.08339,10.82641,7.671598,6.647795
1/13/23 4:44,60,1.906158,1.985119,2.632195,3.298937,4.33505,6.354503,5.334216,4.027398,5.899017,6.216195,7.500359,12.30701,11.25181,6.18608,4.645928,0.9685724,3.988233,4.119182,4.027979,13.82925,10.60593,12.01339,1.928967,4.156793,3.864883,7.703251,6.353819,10.61349,8.650994,7.655754,1.90609,2.875277,6.774851,6.532845,7.777774,12.60302,7.150469,7.592278,2.625928,3.258731,2.111714,9.890736,4.8816,13.10246,8.481359,10.67833,1.950786,2.863001,5.138511,5.71429,5.732797,14.32136,20.45333,7.661423,4.097243,15.25939,13.2885,13.81909,11.12573,9.97755,4.65822,9.618937,11.65899,12.42949,10.88442,7.560744,6.007225
1/13/23 8:44,64,1.903426,2.038045,2.680818,3.359375,4.483275,6.283838,4.809605,4.012152,5.969938,6.3453,7.281912,12.11525,11.2128,5.794242,4.136715,0.9934815,6.045109,3.99677,3.965578,15.33616,12.66388,10.69985,2.038352,3.862082,3.901623,7.514699,6.237229,10.54428,8.765399,7.321213,1.95951,2.718002,6.977112,6.265297,7.903822,11.97611,7.157724,7.035739,2.609419,2.214202,2.103007,11.47062,4.580112,14.25346,9.696839,8.265953,1.881044,2.876472,4.632594,5.381679,5.899512,14.02332,20.1563,7.145279,3.721881,15.24122,13.37943,13.30291,10.94969,10.07507,4.346727,9.089543,11.66821,12.56634,10.60344,7.598475,5.998382
1/13/23 12:44,68,1.73263,2.032547,2.697583,3.310598,4.264163,6.202316,4.898025,3.973841,6.262753,6.109133,6.679277,12.36529,11.33017,5.600432,4.362008,1.42812,6.973186,4.081382,4.171185,15.73042,13.6574,10.50277,1.911314,3.673753,3.975394,7.195848,5.971901,10.9522,8.771973,7.228645,2.036542,2.601873,6.72925,6.205594,7.587771,11.63159,7.085746,6.625225,2.431828,1.992324,1.98739,11.58063,4.870144,13.22848,8.827784,8.151703,1.803738,2.450916,4.201045,5.84657,5.624778,15.14961,19.66213,6.5254,3.402518,15.48015,13.06166,13.4177,10.64375,9.863793,4.666876,9.375974,11.38074,12.32301,10.53228,7.557108,5.768599
1/13/23 16:44,72,1.785846,1.492143,2.424726,2.612458,3.611488,5.009271,3.661307,3.485338,3.346126,3.323881,3.905447,3.590335,3.24975,2.340574,2.157435,0.4215438,0.2257362,0.4905177,0.5666965,0.658326,0.7134027,0.3478918,1.471588,3.33059,3.651541,5.779081,4.9895,4.238674,5.476518,4.627523,2.808539,2.190488,6.000037,4.996739,6.3551,5.18529,4.96034,4.626465,1.302226,0.3367092,0.8231466,0.8919158,0.6679209,1.178704,0.6751257,1.755934,1.38368,1.452722,2.087419,3.571657,2.029372,2.077603,3.210671,1.506211,1.913704,15.37815,13.39839,10.17698,7.28215,7.303595,4.197819,9.482574,11.2093,7.76683,7.912477,4.356476,4.589314
1/13/23 20:44,76,1.693448,1.421718,2.551116,2.713153,3.980994,5.026872,3.852334,3.373733,3.374023,3.404105,3.623422,3.918167,3.260608,2.14335,2.196156,0.4432604,0.1551573,0.524117,0.5765133,0.712754,0.8126297,0.3454846,2.148574,3.203637,4.007918,5.304646,5.220597,4.083977,5.157411,4.775561,2.700844,2.051959,5.563213,4.630802,6.411509,4.994536,5.191556,4.715653,1.254234,0.2552891,0.8135175,0.8844719,0.6779939,1.30535,0.7629821,1.478502,1.329354,1.40596,1.951605,3.502598,2.132645,2.004446,2.719146,1.654659,2.054025,14.48682,12.67242,9.402555,6.975388,7.008389,4.176802,9.029225,10.99205,7.483968,8.110897,4.339847,4.698614
1/14/23 0:44,80,2.074888,1.547544,2.564893,2.650855,4.000372,5.351101,3.912345,3.376891,3.331256,3.35917,3.501967,3.644166,3.449298,2.19421,2.185059,0.4910299,0.2038489,0.4508919,0.6202708,0.8128516,0.8717697,0.3272167,1.622664,3.285928,3.977238,5.193947,5.06993,4.180933,5.154321,4.421249,2.743236,1.954047,5.701247,4.393148,6.066144,4.855684,4.60934,4.688131,1.072819,0.2783032,0.7344535,1.01081,0.6740671,1.404765,0.7872596,1.434693,1.347007,1.509967,1.829091,3.346878,1.957154,2.219836,2.873364,1.725869,2.174388,14.33911,12.86823,9.550422,6.78757,6.912048,4.542159,8.66327,10.47251,7.808044,7.818441,4.121811,4.617006
1/14/23 4:44,84,1.936581,1.435325,2.612902,2.533957,3.926054,5.080993,3.96696,3.250451,2.981725,3.082249,3.54289,3.512501,3.375953,2.180773,2.095922,0.3836251,0.2624426,0.4519845,0.5908715,0.6138002,0.6579845,0.2581574,1.285477,3.296393,3.442024,5.09967,4.566846,3.760517,4.929558,3.907001,2.731694,1.825165,5.258755,4.330747,5.854321,5.19719,4.659262,4.428762,1.270863,0.2018172,0.7072054,0.9126421,0.7587481,1.4658,0.8451875,1.447583,1.593829,1.318632,1.76471,3.278484,1.499621,2.34404,2.810554,1.420011,1.82233,14.1824,12.24638,9.70015,6.905439,6.803106,4.589963,9.172091,10.71516,7.470362,8.173196,4.146447,4.366771
1/14/23 8:44,88,1.699645,1.296813,2.295178,2.52566,4.383399,5.12767,3.810181,3.066714,2.806832,3.123959,3.639812,3.184806,3.1383,2.107258,2.166227,0.323068,0.2573037,0.5396873,0.5323119,0.7275562,0.7090663,0.3094952,1.027917,3.353707,2.843948,5.185666,4.282551,3.711074,5.049238,3.788174,2.755203,1.861871,5.00787,4.355076,5.721444,5.000648,4.48517,4.060792,1.289233,0.1639498,0.7378851,0.8326902,0.8059031,1.526391,0.6465458,1.577985,2.091858,1.234037,1.671356,3.102293,1.484102,2.15455,2.943448,1.683085,1.648325,14.29194,11.94891,9.670052,7.090561,6.957325,3.989206,9.328853,10.48135,7.223694,7.655362,4.022037,4.235806
1/14/23 12:44,92,1.642452,1.360717,2.263901,2.608446,4.498692,5.011148,4.237206,2.895918,2.937558,3.200684,3.805077,3.148919,2.846833,2.030123,2.088973,0.3154365,0.251738,0.5698379,0.5694622,0.7292804,0.6553042,0.3521942,1.127281,3.309693,2.83577,5.125177,4.225698,3.640683,5.006043,3.669672,2.967025,1.721464,4.8697,4.383297,5.553414,5.203524,4.355742,4.081502,1.468207,0.1670741,0.6511384,0.9498264,0.8274488,1.413062,0.6951008,1.443913,3.959653,1.182546,1.511111,3.012917,1.597516,2.190932,2.760052,1.668249,2.076305,14.01338,12.17463,9.578506,6.853164,6.419789,4.201114,9.403801,10.32083,7.324031,8.010885,4.123211,4.195565
1/14/23 16:44,96,1.655222,1.269053,2.334292,2.636941,4.320521,5.317963,4.045,3.028829,2.801044,3.22409,3.743239,3.359682,3.090803,1.906226,2.083031,0.3183901,0.1796055,0.5529358,0.5793132,0.7567164,0.7130442,0.2743423,1.100801,3.154058,2.835821,4.855957,4.173097,3.58267,4.767673,3.57864,3.402194,1.615477,4.732708,4.178577,5.4295,4.578524,4.368052,3.896638,1.65611,0.2048562,0.6586846,0.8967813,0.8300781,1.424176,0.8103079,1.503804,8.065586,1.066331,1.559341,3.012815,1.545717,2.053427,2.939965,1.456905,1.741679,13.89402,12.42836,9.639065,6.833393,6.459909,3.882143,8.964434,10.30203,7.313702,7.63105,4.074912,4.24482
1/14/23 20:44,100,1.749874,1.26668,2.214936,2.661867,4.02383,5.388439,3.715478,3.082865,2.953572,3.272304,3.342746,3.478662,3.051365,1.754739,2.184461,0.2873518,0.2210924,0.5047736,0.5575114,0.7097492,0.6093784,0.2516868,1.287287,3.104512,2.916166,4.888225,4.250078,3.702094,4.695934,3.501915,4.179995,1.561783,4.604134,3.932098,5.356735,4.757225,4.209428,3.798555,1.68259,0.1771471,0.7035347,0.9309611,0.8483459,1.375826,0.8927522,1.431893,7.299754,1.147136,1.542303,3.030485,1.571583,2.119209,2.842155,1.442615,1.869058,14.1116,12.31756,9.8508,6.626949,6.544624,4.333684,9.40853,10.10846,7.552413,7.727836,4.115067,4.241423
1/15/23 0:44,104,1.623501,1.240456,2.264788,2.580122,3.982872,5.707649,3.902835,3.466694,2.893101,3.463877,3.433522,3.298903,2.957209,1.870442,2.113985,0.3363677,0.2509356,0.4610502,0.4681866,0.6323583,0.6757402,0.2178656,1.263692,2.971601,3.197149,4.715772,4.317841,3.709964,4.783688,3.345529,4.303055,1.441147,4.469173,3.8495,5.822515,4.567905,4.357893,3.592964,1.703248,0.1495916,0.6554748,1.013849,0.8559604,1.496223,0.7863718,1.458971,5.634048,1.128647,1.644961,2.893732,1.426003,2.42546,3.030109,1.383509,1.892346,14.15988,12.33615,9.968859,6.538512,6.557241,4.741688,9.341127,10.00978,7.341735,7.893237,3.918405,4.218579
1/15/23 4:44,108,1.49537,1.194582,2.169249,2.427219,4.519367,5.740787,3.983214,3.099664,2.709261,3.442502,3.265167,2.827814,2.949953,1.783353,1.860591,0.2895883,0.1886029,0.5868594,0.4794717,0.6940593,0.5896081,0.222646,1.170902,3.048668,2.784825,4.743361,4.430879,3.411412,4.665612,3.287209,3.184909,1.368161,4.292538,3.931945,5.648696,4.857664,4.271369,3.638071,1.637586,0.1964734,0.6597943,0.9931571,0.932805,1.413404,0.8784965,1.358395,3.39393,1.099111,1.68189,3.024168,1.335074,2.287649,2.754299,1.47746,1.577285,13.30326,12.31242,9.666159,6.424022,6.056958,4.325199,9.620812,10.30316,7.428669,7.868208,3.865378,3.982855
1/15/23 8:44,112,1.455539,1.248361,2.046991,2.409412,4.476412,5.872965,4.005221,3.08102,2.627312,3.418276,3.240582,2.898393,2.957226,1.746562,1.961917,0.3022734,0.2334872,0.5399264,0.4893056,0.6772085,0.6571993,0.2712693,1.126103,3.090957,2.649404,4.677341,4.271437,3.4375,4.788588,3.389662,2.954443,1.370209,4.029157,3.739483,6.02259,4.666039,4.202718,3.493362,1.558044,0.230397,0.618205,0.9764941,1.000686,1.514833,0.8558409,1.378899,2.344262,0.9530703,1.588758,2.896361,1.440071,2.539831,2.815641,1.33982,1.77538,14.00819,11.87297,10.13195,6.654676,6.064674,4.291429,9.681969,10.32855,7.514871,8.299706,4.040783,4.070456
1/15/23 12:44,116,1.548261,1.218671,2.069817,2.459128,4.455737,5.658308,3.815337,3.303633,2.759301,3.511954,3.214973,3.101081,2.823119,1.614879,1.816867,0.3251338,0.1602621,0.5114831,0.4548015,0.7087761,0.6850791,0.2119243,1.148024,2.945258,2.828668,4.595989,4.207362,3.476597,4.639082,3.0185,2.892144,1.408504,4.185748,3.671653,5.97955,4.693902,4.123415,3.362243,1.513194,0.2150486,0.5191488,1.050419,0.9934304,1.566888,0.8761746,1.266134,1.760646,0.8518288,1.575765,2.612663,1.399318,2.365774,2.738012,1.33072,1.965639,14.00438,12.03166,9.880934,6.669067,5.902978,4.815017,9.782203,10.35341,7.552942,8.18822,3.840963,3.909084
1/15/23 16:44,120,1.56559,1.264102,1.969754,2.401354,4.413003,6.06773,4.156434,3.508591,2.879152,3.488326,3.201589,2.845963,2.861516,1.684075,1.8862,0.3607647,0.1292238,0.4943932,0.4923787,0.7460459,0.5633844,0.252438,1.148075,2.904693,2.645426,4.613865,4.188018,3.685858,4.583851,3.24526,2.66535,1.353973,3.97886,3.352102,6.39307,4.595819,4.169359,3.181511,1.601802,0.2318482,0.5362728,0.9864135,1.013542,1.498238,0.8701137,1.227754,1.651569,0.8424046,1.577763,2.758175,1.405669,2.537611,2.719265,1.328484,1.452893,13.96659,12.03654,9.417273,6.667224,5.887613,4.622231,9.625236,10.39653,7.618621,8.363694,4.006416,3.881153
1/15/23 20:44,124,1.567212,1.123508,2.02495,2.460784,4.344508,6.178704,4.34181,3.522949,2.68413,3.165411,2.961904,3.049829,2.969176,1.534193,1.892961,0.3619598,0.1404065,0.4832106,0.4435164,0.8005081,0.613288,0.1898321,1.182716,2.780096,2.927519,4.535211,4.67012,3.868109,4.542962,3.136695,2.846406,1.304411,3.862355,3.616422,6.340468,4.673534,4.377594,3.437449,1.714038,0.2363213,0.5841278,1.057163,1.022761,1.632908,0.7675235,1.144337,1.528423,1.042839,1.561493,2.810451,1.381477,2.603034,2.516339,1.328108,1.247832,13.3368,12.01915,9.136561,6.513347,5.794123,4.898742,9.472144,10.24455,7.926766,8.206437,4.063285,4.071429
1/16/23 0:44,128,1.539178,1.465953,1.993673,2.461723,4.145098,6.269274,4.524523,3.202322,2.780045,3.364087,2.905546,3.052304,2.822351,1.674275,1.797968,0.3527746,0.1140461,0.490108,0.4610331,0.6718305,0.6825693,0.1781714,1.118932,2.660774,2.812859,4.574205,4.36322,3.772075,4.32134,3.014488,2.355752,1.271956,3.667145,3.444107,6.502643,4.195514,4.167327,3.279645,1.652951,0.1861273,0.5110734,0.956297,1.055422,1.566563,0.7795768,1.240815,1.397065,0.9374659,1.527108,2.669994,1.366539,2.425529,2.68483,1.285341,1.318325,14.04141,11.83693,9.494287,6.494636,5.960292,5.081727,9.084609,10.49233,7.825048,8.741736,4.013586,3.943793
1/16/23 4:44,132,1.279126,1.670963,1.871927,2.445111,4.326803,5.680896,4.733135,3.124914,2.586832,3.249563,2.918915,2.675884,2.634584,1.79539,1.726996,0.4020808,0.143821,0.4893227,0.548292,0.6961251,0.6821766,0.1837372,1.111745,2.718497,2.452504,4.700509,4.458708,3.848595,4.324276,2.81407,2.383051,1.242625,3.476819,3.597932,7.055322,4.433969,3.710818,3.263699,1.572744,0.2453357,0.575267,0.8464338,0.9588751,1.578036,0.7986642,1.152309,1.597909,0.7905887,1.466756,2.462098,1.38648,2.399185,2.658947,1.378746,3.049641,13.74252,11.55908,9.763303,6.541364,5.767114,4.804397,9.423487,10.37292,7.870547,8.300935,4.003292,3.908076
1/16/23 8:44,136,1.355083,1.635196,1.80396,2.485232,4.00394,5.733805,4.528348,3.324769,2.74747,3.140519,2.827626,3.029119,2.648089,1.6494,1.880787,0.3955932,0.1437186,0.4824253,0.5521675,0.6429946,0.6274755,0.1881761,1.078316,2.60539,2.549391,4.693902,4.597936,3.921701,4.284036,2.918641,2.263781,1.268592,3.5363,3.608825,7.266068,4.586804,3.912157,3.064665,1.546076,0.2525063,0.5842643,0.8876987,1.041866,1.496906,0.794396,1.187445,1.523301,0.7052761,1.554356,2.541709,1.213703,2.28548,2.471045,1.375724,6.860914,13.4361,11.38549,9.629725,6.575578,5.721905,4.429018,9.501576,10.46457,8.114841,8.743273,3.895323,3.77677
1/16/23 12:44,140,1.31223,1.509916,1.907268,2.47801,4.069653,5.398188,4.59727,2.776067,2.537867,2.992481,2.71609,2.863616,2.574215,1.582065,1.85074,0.3817642,0.1318359,0.4846618,0.4143049,0.6642162,0.6058614,0.1560963,1.088167,2.778935,2.543314,4.676641,4.497002,3.928854,4.296072,2.855575,2.135445,1.346137,3.407435,3.304315,7.44955,4.3659,3.746688,3.117181,1.480534,0.3258339,0.5165196,0.8912327,1.165712,1.554527,0.85258,1.199191,1.367426,0.7441168,1.488831,2.538226,1.207762,2.336887,2.406424,1.234617,12.08665,13.69542,11.68336,9.845577,6.27187,5.52608,5.019873,8.906762,10.53854,8.25687,9.179398,4.071429,3.827305
