Gene_ID,PC9_CTRL_NOTX_1,PC9_CTRL_NOTX_2,PC9_CTRL_NOTX_3,PC9_CTRL_OT_1,PC9_CTRL_OT_2,PC9_CTRL_OT_3,PC9_YAP14_NOTX_1,PC9_YAP14_NOTX_2,PC9_YAP14_NOTX_3,PC9_YAP14_OT_1,PC9_YAP14_OT_2,PC9_YAP14_OT_3,s4006_CTRL_NOTX_1,s4006_CTRL_NOTX_2,s4006_CTRL_NOTX_3,s4006_CTRL_OT_1,s4006_CTRL_OT_2,s4006_CTRL_OT_3,s4006_YAP30_NOTX_1,s4006_YAP30_NOTX_2,s4006_YAP30_NOTX_3,s4006_YAP30_OT_1,s4006_YAP30_OT_2,s4006_YAP30_OT_3
FLCN,3.01711,3.63795,3.60037,4.95941,4.7578,4.43983,3.70924,4.13045,4.36984,7.04442,6.45461,7.1149,3.84565,3.66338,3.53572,5.51658,4.5462,4.14922,3.69435,3.38657,3.05808,5.75518,5.74234,5.26048
ADAM21P1,0.0313686,0.047792,0.0619108,0.0586178,0.0432108,0.0793362,0.0327171,0.0780018,0.0133918,0.105123,0.0465756,0.0130122,0,0,0,0,0,0,0,0,0,0,0,0
ZYX,42.6905,43.5518,42.9619,71.7422,65.549,61.3713,42.9107,39.2368,40.7551,64.1598,64.917,65.7878,44.0621,50.4466,45.6678,68.2582,62.1147,59.4702,45.6378,46.0311,49.6918,49.382,51.2211,50.6345
CCR6,0,0,0.0189471,0,0.0176329,0.0485633,0,0,0,0.0367712,0.07603,0.0477922,0,0,0,0,0.0184742,0,0.0160168,0,0,0.01807,0,0.0185162
HLA-C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST7,15.106,15.8969,15.7662,17.6022,18.2537,16.6922,14.7848,14.4029,15.6981,14.9436,14.7633,15.7621,11.4583,11.6257,10.8554,8.32159,7.86782,9.42399,12.9489,11.3474,13.4746,9.37356,8.89794,9.75757
FOXRED1,31.6036,30.7166,28.8732,19.9524,19.027,17.7905,23.8948,26.217,23.9227,15.9699,15.6334,16.138,12.8477,12.6447,12.8601,7.36361,6.30138,6.47048,14.1961,12.7572,15.0915,7.08006,7.65314,7.27052
RABGAP1L,15.4448,15.3905,18.5123,26.2255,25.8795,26.6793,10.3939,10.706,11.357,20.3856,16.4962,18.276,3.90777,3.79257,3.7005,5.6728,5.78585,6.00036,3.82958,4.47392,4.27743,6.419,6.81347,7.12507
MIR4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSCA,71.884,75.9332,77.5626,317.33,329.372,322.853,61.3686,60.6534,68.0671,385.763,408.707,395.628,0.313128,0.509698,0.51272,0.849763,0.954106,1.19892,0.5316,0.475654,0.209793,3.87744,1.50125,1.83408
AADACL2-AS1,0,0,0.112927,0,0,0,0,0,0,0.109541,0.113244,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9orf50,0.0408922,0.0415345,0.0403548,0.0764144,0,0.0344754,0,0,0.0698304,0.0391541,0.0404774,0.0678511,0.0429418,0.0840169,0.0422575,0.230613,0.118035,0.346191,0.102334,0.10301,0.143859,0.192433,0.202884,0.315475
LOC389033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNAT2,3.82627,3.71865,3.57891,4.71915,4.35424,4.19247,3.5067,3.38913,3.1154,4.13878,3.84253,4.5831,0.499103,0.576573,0.444279,0.901311,0.784966,0.651117,0.165536,0.120342,0.106646,0.28013,0.295371,0.233896
TMEM212,0,0,0,0,0,0,0,0,0.0147358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA2,270.493,262.953,273.158,209.762,219.321,219.602,254.195,268.016,260.177,199.82,197.633,193.635,262.425,263.62,267.154,146.143,182.926,178.792,251.061,257.254,251.911,166.998,166.918,178.954
DHRS4-AS1,4.35508,4.90605,5.24954,5.00882,4.65436,4.9961,5.80721,4.65319,5.59157,5.69674,5.19548,5.20489,2.44705,1.55708,2.25595,2.99169,2.50629,2.75326,2.37789,2.48048,2.5169,3.06245,3.84519,3.55621
GPALPP1,15.847,16.1454,16.794,14.2142,14.3739,13.4017,16.5282,17.5081,17.0279,13.7261,12.1629,13.9158,13.6714,12.9739,12.7988,10.2775,10.8842,10.6295,12.6497,14.2072,12.2223,12.4828,12.5798,10.909
OR7A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEX5,0,0,0.0931724,0,0.0866888,0.159207,0.098455,0,0,0.0903846,0,0,17.5482,21.0499,20.7844,9.45067,10.4464,10.6903,13.5458,13.556,14.1182,9.42043,9.9303,8.7403
ELFN2,8.26234,8.36823,7.88044,4.27807,3.95015,3.52446,7.15241,7.51708,7.05274,2.80224,2.45504,2.65732,5.70017,6.01968,5.99168,6.48907,5.96588,5.57176,7.11497,6.70592,7.2911,3.61777,4.01956,3.3075
ZNF675,4.95699,5.63092,4.60922,4.26297,4.78414,4.35538,4.28458,4.49267,4.3495,3.70308,2.78071,3.1394,5.21302,3.96546,6.42809,3.78602,4.97537,3.84073,5.45314,5.43,5.59268,5.57742,4.60133,5.20009
MIR504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLBD2,2.80859,3.15243,2.58484,3.39349,2.85025,3.64797,3.03048,3.06518,2.89436,3.05607,3.59513,4.18196,2.77382,2.64557,2.54444,8.70511,5.84539,4.79855,2.38703,2.24667,3.01989,5.68506,4.84894,4.47894
RGS3,10.1272,10.0313,8.2317,7.25582,6.7002,6.29187,6.87264,6.85603,6.85561,6.6123,7.64756,7.28509,16.2724,18.7041,18.4364,11.1428,9.49257,10.9895,18.8167,18.1435,17.9821,12.8123,12.9976,11.858
LHX4,0.0691159,0.175504,0.102309,0.0968665,0.0317361,0.0874035,0,0,0,0,0,0.0286704,0.14516,0.0710011,0.035711,0.0487227,0.0997508,0.146283,0.0576547,0.0870532,0,0,0,0
GDPD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208589,0,0,0,0
NEDD8-MDP1,0.873796,4.61777,1.68559,7.56333,0.00036225,0.00277348,0.00128264,0.251224,1.06092,5.44322,0.0459076,0.0113555,0.00818014,0.000800966,0.00674612,0.0085787,2.22006,0.00185506,2.11988,2.3277,4.01296,3.19953,0.00180402,6.92572
EIF1AD,13.7465,13.3091,13.0711,9.19519,9.97488,9.25626,11.17,11.0491,11.4493,7.28807,6.7541,6.51498,16.6229,17.5033,15.7336,17.1391,15.6656,14.434,18.0964,17.9193,19.0074,13.4433,12.9177,14.1558
KRT80,26.439,26.6692,27.4844,35.5265,32.3646,31.1618,23.9235,24.5493,25.0056,29.4003,29.1991,29.1868,98.2425,94.9118,95.932,148.252,118.993,114.942,74.0243,72.4896,73.6206,47.8142,47.8913,48.3149
DDX26B,0,0.0161189,0,0,0,0.0535132,0,0,0,0,0,0.013166,5.5828,5.00457,6.08373,4.09451,3.92417,4.53436,6.31455,5.66333,5.23358,5.1376,4.8029,4.37692
LOC102723487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFK,45.1377,46.2875,46.7787,25.389,27.7964,29.4634,44.3031,44.333,45.9356,26.6325,26.5987,25.4401,83.3068,82.4258,79.658,26.7114,31.4466,33.149,75.8249,78.2746,73.7868,29.8013,30.4089,30.0806
MUC5B,0.0326285,0.0265128,0.0128783,0.00609721,0,0.011002,0.0272249,0.0356992,0.0167156,0.0156208,0.00322975,0.0081209,0.0513958,0.026812,0.0404565,0.057503,0.0345332,0.027623,0.100706,0.104111,0.097557,0.0399169,0.0420897,0.0220257
CXorf28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRG1L,28.9426,30.9041,31.9384,39.1529,40.3948,39.9787,18.6496,19.1314,19.512,25.5443,25.6347,25.1346,18.8045,18.181,17.724,24.8293,26.7455,27.8464,20.1048,20.2813,19.6397,30.1047,30.0881,28.3626
SNORA6,22.2736,37.7058,29.6822,0,27.2731,6.33942,61.9498,14.7696,25.3573,0,7.34923,12.3193,15.5933,15.4492,15.5408,0,7.1436,0,18.5801,24.9371,6.61328,21.2311,0,7.15986
WASH7P,15.018,14.6915,14.7839,15.7819,15.4398,15.2377,14.508,13.6504,13.5809,16.1388,17.4336,17.8009,12.5141,12.9906,11.7673,15.8126,17.1813,17.3338,11.3452,11.2069,11.7566,16.5673,17.0806,16.5498
NPC1,3.73755,4.08925,4.57918,5.70695,4.68781,4.53583,2.93675,3.30587,2.98778,4.77358,4.668,4.80727,5.82147,5.41742,5.5273,7.09086,6.21477,5.95938,5.25208,4.88657,4.7428,6.81046,6.8076,6.5192
ZNF148,5.03176,5.13594,4.92844,4.47006,4.47311,4.31996,5.39008,5.1341,5.01498,5.54086,4.73566,5.3786,4.06858,3.31854,4.57886,4.93889,3.90048,3.97887,4.73429,4.5369,4.28342,5.99912,5.61321,5.55666
BRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2M,0,0.089124,0.0432968,0.122977,0.362614,1.23912,0,0,0.112381,0.0840162,0.0868558,0,96.3824,99.5166,99.4039,66.8506,73.2813,76.3278,100.662,104.624,108.004,81.7177,81.627,80.958
PURB,9.06998,8.75781,8.99577,9.03035,8.5503,8.55123,9.64978,9.4332,9.60069,10.5731,9.40386,9.46956,17.2646,16.0949,18.9081,19.0638,15.9061,16.1859,19.5364,18.3814,17.7317,18.9557,18.6049,18.0179
OR6C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD4,0.0566302,0.0383462,0,0.0204265,0.0374121,0,0.0393762,0,0,0,0,0.0156607,0,0,0,0,0,0,0.0339831,0,0,0,0.0216933,0
UBA5,19.0183,19.7846,18.3936,15.4468,17.0614,16.49,21.6605,21.9387,23.2877,18.2001,17.276,17.4842,26.8898,25.7358,28.479,11.0436,14.3121,15.3516,28.3497,30.1863,26.5969,14.972,14.5572,15.055
LOC101928372,0,0,0,0.0279871,0,0,0,0,0,0,0.00741251,0,0.0314552,0,0,0,0,0.0316984,0,0,0.0263435,0,0.0297227,0
RBM11,1.01773,1.26714,1.29591,1.1963,1.05523,1.46691,1.23269,1.46945,1.20535,1.44599,1.59236,0.762634,0,0,0.0339253,0.06943,0.0947633,0.138968,0,0,0,0.092694,0.0977303,0.0633194
AFF3,0,0,0,0,0,0.00614902,0.00760787,0,0,0,0,0,0.0536194,0.0674465,0.120463,0.293103,0.168583,0.239549,0.0913341,0.0919372,0.0384465,0.075546,0.130385,0.154883
PSMD10,90.2212,88.5869,95.1869,68.536,72.9963,72.8388,89.672,93.7795,99.5185,65.802,68.8184,67.0066,123.672,125.823,124.13,78.4351,87.2774,95.6226,124.805,136.827,120.504,94.1846,90.29,95.7069
CCDC80,27.6052,28.3092,29.511,137.065,130.389,132.794,15.945,17.2056,15.7977,111.073,114.769,115.046,3.50831,3.87723,3.7881,31.0828,32.0842,31.2693,1.4973,1.50191,1.88505,15.9846,15.2478,13.9673
PRKCQ,2.83478,2.32793,2.85425,2.43406,2.03427,1.47177,2.11808,2.78217,2.26124,2.28956,2.14954,2.3829,0,0,0.0206626,0.0986912,0.0384833,0,0,0,0,0.108135,0.0595341,0.0192835
NCBP2-AS2,20.1061,19.1827,20.8055,19.8346,18.8228,21.2716,19.7997,23.5904,23.7925,22.9429,23.7666,25.5068,27.1097,32.8882,30.9147,19.0931,24.3694,26.0799,30.1651,29.2579,30.6031,25.7216,25.8103,26.5897
HAPLN4,0,0,0,0,0,0,0,0.0177877,0,0,0,0.0148367,0,0,0.0369583,0.0504272,0.0344134,0.018925,0.0298358,0.0450492,0.0314546,0.0336603,0.0177454,0.0172459
DUSP2,2.73657,2.38248,2.35337,0.547904,0.538525,0.527345,3.42506,3.38296,4.03894,0.786076,0.735249,0.843274,0.12316,0.321286,0.201995,0.0551179,0.0752291,0.0413707,0.0652222,0.229785,0.103148,0,0.0387922,0.0754004
C7orf13,3.08055,3.49538,3.69722,3.60433,3.67006,3.93065,2.37355,2.95364,3.43595,4.09225,3.29654,3.68393,1.31147,1.71054,1.03241,1.91728,2.05609,2.11457,1.55109,1.67785,1.68411,3.23875,3.22201,2.83691
PRR21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6,2.22514,2.05605,2.10471,3.71865,2.96989,3.14938,2.1054,1.76942,1.84389,2.14069,2.13678,2.32973,1.06838,1.00037,1.1146,2.05729,1.57321,1.75805,1.22783,1.23442,1.26564,2.48829,2.25214,1.84404
SATB2-AS1,0,0.0188771,0,0,0.0170676,0,0,0.0369714,0.0158687,0,0,0.0462567,0,0,0,0,0.0178819,0.0196676,0,0,0,0.0349812,0.0553253,0
DGKZ,8.81105,9.64158,8.81357,7.57509,6.63138,6.57244,9.60942,8.82028,9.13227,7.54543,7.77155,8.55099,11.8748,11.1661,11.0301,13.1119,12.1716,11.9142,10.2291,11.8617,11.9869,11.9536,11.6152,11.5179
CENPBD1P1,0,0.0187265,0,0,0.0169314,0.155427,0,0,0,0.0176533,0,0,8.08322,8.53194,7.82048,7.7267,7.45049,7.297,8.54337,8.18954,8.41511,8.31117,10.0438,8.17864
NDRG4,1.42404,1.60492,1.59773,3.34719,3.0721,2.74635,2.62464,2.19249,2.46451,6.75197,7.07378,6.93244,6.22966,6.69603,6.5034,19.6491,18.3395,18.0276,6.64162,6.33447,6.70172,20.3829,20.8203,20.7185
DENND6A,9.10276,8.71106,8.80982,6.66303,6.95032,6.15487,9.43992,8.71186,9.09681,7.17827,6.8045,6.8142,4.18513,4.04712,4.52317,3.80421,3.42488,3.98395,4.01647,4.2512,3.40207,3.93018,3.52954,3.89546
PLEKHG3,6.40791,6.53655,6.13278,4.42921,4.15091,4.05433,6.45342,6.07207,6.17727,5.06677,4.99249,4.90464,9.20365,9.28593,8.82837,9.22871,8.40621,8.21025,7.96624,8.05357,8.56802,6.22496,6.3448,6.25921
ALKBH7,22.0018,20.1022,19.4304,33.6695,32.4322,32.1156,19.0873,19.8388,19.137,30.5663,33.0241,30.2376,17.8682,18.5895,18.8591,22.9389,31.2593,31.0624,15.7376,17.6976,17.6331,29.8043,29.2284,30.686
PSMD6-AS2,0.123359,0.275652,0.340847,0.207466,0.339857,0.207991,0.205859,0.171778,0.0842622,0.212607,0.219793,0.0818739,0.0777249,0.0760315,0.0764824,0.104353,0.142429,0.0522172,0.267547,0.0828657,0.0433952,0.116096,0.0244813,0.0713765
MIR548A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM22,13.7949,13.4511,13.7302,10.9741,11.5826,11.2978,14.4701,14.7011,15.2448,9.69882,11.3921,9.97322,18.6252,18.0179,17.5545,10.7248,10.8458,10.2188,18.2473,17.9707,17.9561,9.75602,10.4423,10.8705
RNF41,3.08391,2.97049,3.42609,3.77063,3.92666,3.89547,3.27391,3.48203,3.56329,4.12517,3.8559,4.1196,5.4497,5.11925,5.27586,10.289,9.76947,9.2539,4.34544,4.28275,4.48246,7.74705,7.55245,7.96113
SRP19,39.4768,36.6367,38.8701,30.6025,30.6891,35.412,36.7671,37.8291,36.4666,29.9535,28.7267,30.3449,58.7575,59.0736,59.2613,30.1843,37.0115,37.3653,55.5403,60.9792,54.2613,32.1724,32.298,34.5712
PRKAB2,2.40948,2.37421,2.34104,2.11901,2.16951,2.39277,2.24452,2.23656,2.61227,1.95722,2.22237,2.08453,8.04032,7.92953,7.67758,10.8484,10.1281,10.4021,6.93017,6.78828,6.31158,11.083,9.97225,10.4164
USP54,2.23456,2.32549,2.32862,3.44706,2.9252,2.64361,2.60044,2.37653,2.30623,4.12898,4.4718,4.49726,1.74209,1.72541,1.53622,9.45141,7.02073,6.27877,1.49714,1.4663,1.41623,8.81383,8.69415,7.96759
CAPN10-AS1,1.90885,1.97376,1.98544,2.52584,2.46365,1.62369,1.57838,1.94995,2.15844,3.32611,3.04701,3.18156,0.559822,0.847915,0.621937,1.01831,0.910036,0.746134,0.559461,0.779754,0.771296,0.987222,0.921464,1.15534
SLC16A12,0.0785253,0.0265862,0.0645719,0.354618,0.180283,0.397182,0.0682508,0.15621,0.167619,0.426063,0.220231,0.195441,0.82461,0.779728,0.90606,8.82925,7.5239,7.4304,0.545864,0.439575,0.425849,5.40696,5.42622,5.01053
KIF16B,3.91064,3.43574,3.58185,3.75389,3.48894,3.78175,4.33023,4.34356,4.03129,5.86686,5.18563,5.74758,4.03959,3.43127,4.49248,9.00188,8.61333,8.6151,2.77504,2.92961,2.75239,8.5286,7.99311,8.56794
SLC6A9,6.7975,7.36696,6.42606,9.9906,9.66231,8.88741,3.87781,4.19443,4.62841,10.1624,10.9106,11.0075,1.06284,0.996353,1.3073,9.34899,6.83945,6.77804,1.31914,1.01068,1.35387,9.66375,11.5501,10.5326
CNTFR-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMPD4,0,0,0,0.00653762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148091,0.0525308,0.0117506,0.0307661,0,0.00694306,0.0202428
MIR3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA-AS1,0.369997,0.320215,0.0785613,0.17562,0.239179,0.0613381,0,0.347071,0.0621095,0.105027,0.0837135,0.0578377,0.135148,0.114381,0.0904704,0.113631,0.167662,0,0.0636804,0.0941211,0.0538298,0.143369,0.218271,0.264393
REG1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG4,2.60512,2.91362,2.85964,2.59816,2.49992,2.57873,3.29717,2.63485,3.27403,3.60145,3.10023,3.03553,0,0,0,0,0,0,0,0,0,0.0826443,0.0290452,0
OR4Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM151B,0.19286,0.313422,0.228389,0.396432,0.389646,0.260152,0.201151,0.076731,0.263472,0.443189,0.343626,0.320006,0.0810105,0.198123,0.358735,0.407865,0.482461,0.489821,0.289582,0.226717,0.27139,0.943868,0.765487,0.855528
MIR3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP2,4.73801,4.47216,4.58092,4.36729,4.35112,4.37076,4.69211,4.3953,4.74015,4.85739,4.98998,4.81756,10.2441,10.7007,10.5993,8.31071,7.86648,7.83325,10.5795,9.96616,9.80657,8.46747,8.27899,8.33823
ST8SIA5,0,0,0,0,0,0.020162,0,0,0,0,0,0.0198416,0.0753443,0.0982701,0,0.0337189,0.0460221,0,0.0199502,0,0.021033,0.0900317,0.0237315,0.0461269
FBXO22,13.3804,13.0833,13.3642,8.82861,8.87263,9.55967,13.5708,14.3172,12.8879,8.51462,7.40235,7.20852,11.8902,13.3873,13.2089,7.20229,7.85531,9.8625,16.0253,16.0878,15.5197,9.66444,9.82691,11.0286
LINC00589,0.0485143,0.147829,0,0,0,0,0.1012,0,0.0414232,0,0,0,0.0509459,0.348878,0.551488,0.136799,0,0.0513398,0.242816,0.285156,0.426693,0.0456615,0.0962799,0
LCE1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132352,7.9834,9.28727,8.68474,11.908,12.0443,13.428,8.34057,8.79732,9.37317,13.7756,13.8657,14.0463,5.8249,6.77588,6.1612,11.9415,14.2377,15.3667,6.00811,5.72179,5.95803,14.6921,16.0739,16.6671
PCDHA1,3.71E-05,0.000230417,0.217009,3.23E-07,1.74E-07,2.20E-37,5.02E-06,9.94E-06,7.87E-06,0.0399449,6.00E-21,6.87E-07,0.307744,0.264206,0.309279,0.326316,0.322061,0.455956,0.137199,0.0461294,0.0550791,0.0151333,0.147272,0.1906
LINC00494,0.0341397,0.0520138,0.0336884,0.047847,0.11757,0.0575605,0.0890182,0.0679138,0.0437244,0.277853,0.194312,0.311557,0,0.0175344,0,0.120333,0.164239,0.144512,0.0142392,0,0.0300235,0.401611,0.304886,0.312765
AP5Z1,6.9426,6.44122,6.1396,8.06968,8.37106,7.80346,7.44243,7.68533,7.65765,9.26779,8.86141,9.57938,8.75268,8.76552,7.72725,11.3698,11.2666,11.5437,6.93463,7.5901,7.89662,12.2789,12.5854,12.2809
USP17L22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NELFCD,61.6919,63.2483,61.259,49.664,48.1562,48.1547,61.3566,60.896,61.587,46.1218,47.2172,44.6469,66.0421,68.1544,66.851,56.2642,53.7927,53.7435,73.1493,72.9155,77.5565,60.2116,59.1936,62.6
ZNF155,1.94357,2.35049,2.05999,2.34052,2.44585,1.89058,2.10207,2.6492,2.47903,2.45566,2.7776,2.68554,3.5529,3.57407,3.21094,5.38814,6.51058,5.49755,3.06156,3.01996,2.85845,5.89595,6.16681,5.87753
SNORD57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGT,0,0,0,0.0454821,0.0223517,0.205187,0,0,0,0.0699139,0.120461,0.121156,0.715654,0.725064,0.226354,13.6061,14.2851,13.445,0.203031,0.183935,0.470913,16.2863,15.5293,16.2423
NSG1,0,0,0,0,0,0,0,0,0.02231,0,0,0,0.987955,0.751673,0.739559,0.607945,0.504018,0.580631,0.610393,0.833818,0.597563,0.0737807,0.235102,0.151207
LINC01019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272276,0.0185812,0.0204367,0,0,0,0.0181746,0,0.0186235
C2orf81,8.90149,10.2894,9.79934,5.33997,5.57659,4.51707,9.612,10.545,9.27174,6.01954,5.60069,5.20385,5.50655,5.88569,5.6253,2.63894,3.31313,2.52508,5.95938,6.86255,5.67977,2.95835,3.28926,2.96243
PCDHB2,2.02177,1.9331,1.85365,3.75308,3.08693,3.5731,3.25918,3.31885,3.03505,5.12405,5.75924,5.59521,5.45754,5.145,5.6464,15.8733,15.4605,14.5311,4.23045,4.83729,4.61246,13.5471,14.0365,13.636
GSTA7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESTIT1,0,0,0.0187868,0,0.0349675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1S3,21.0876,22.3467,22.395,17.4944,17.7332,18.7161,22.3413,21.2826,21.5357,18.9836,17.2691,16.8118,7.97842,7.39511,8.38949,10.8728,10.7454,10.8464,8.66201,8.94719,8.18568,7.83071,7.55033,7.62043
MIR103A2,0,0,0,0,0,0,0,0,0,0,0,0,0,623.775,0,0,0,0,0,0,0,0,0,0
FANCC,7.65015,6.77354,7.07235,3.94084,4.26663,4.06587,7.33267,7.47434,8.11729,3.75357,3.93805,3.22161,4.03328,3.69595,4.50568,1.64664,1.60415,1.55637,4.81056,5.23925,4.86548,1.58762,1.22441,1.3848
RBM38,12.9194,12.0554,12.1944,9.04269,8.86902,9.10283,14.1745,13.7055,14.0335,9.95861,10.2335,12.3162,9.7651,8.90537,9.45246,9.2633,9.95402,10.3438,9.8123,10.3607,10.5547,10.5717,11.4814,10.9603
SHISA4,8.0931,7.68532,8.27983,17.5583,18.3472,17.5337,8.82375,8.25691,8.46119,23.5866,23.0481,24.6744,4.15453,5.14617,4.95498,14.7678,16.8739,15.4537,3.48576,3.3213,4.6063,15.2917,16.2597,14.6778
ALOX15B,0,0,0,0,0,0,0,0.0251368,0,0.0241978,0,0.0419364,0.0265387,0,0,0.0356336,0,0.0267439,0.0210813,0,0,0,0,0.0243711
FCGR3B,0,0,0,0,0.0148351,0.0136188,0,0,0,0,0,0,0,0,0,0,0,0.017095,0,0,0,0,0.0444637,0.0311603
CHADL,0.248414,0.403706,0.294164,0.812361,0.593137,0.544497,0.207275,0.345918,0.551472,0.832494,0.393431,0.680106,0.573903,0.535882,0.590398,1.68113,1.6731,1.7876,0.60094,0.730062,0.808335,2.19761,2.53892,2.17998
PVRL3,2.91463,3.2655,2.60163,3.46641,3.55771,3.89521,5.67426,5.32108,5.42683,4.75135,4.13531,4.43722,3.38956,3.10278,3.49262,8.05794,7.81979,7.8983,3.42257,3.37167,3.52667,7.36009,7.63721,7.32355
LTBP3,36.3641,36.6642,34.6353,37.6635,35.8603,34.335,27.5236,27.0309,28.5415,28.6534,30.7915,29.4149,27.0482,26.6162,26.6847,28.6819,29.3692,26.8779,25.5421,26.0694,26.8425,24.3031,25.0335,23.006
PHACTR2,1.632,1.4617,1.37803,3.42013,3.53816,3.00104,1.69314,1.48282,1.30488,4.59027,4.12864,4.3972,1.87597,1.66268,2.06059,2.91073,2.2468,2.34991,2.1759,1.97601,1.82651,1.40907,1.82179,1.68258
HLA-DRB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIN2,9.16724,9.68949,9.56638,19.4286,17.9785,18.8082,8.54732,8.57701,8.90081,20.5416,19.7201,20.7883,12.2088,12.7669,13.8032,15.3646,16.6486,18.251,8.91219,9.64325,9.67216,14.9511,15.3273,15.4062
ZFX,2.94437,3.16986,3.17306,3.0754,2.81582,3.26113,3.55958,3.43384,3.42635,3.92366,3.59847,3.55818,2.27071,2.42162,2.76647,3.39568,2.95744,3.25718,2.63858,2.57922,2.23459,3.67956,3.84602,3.49877
PPFIBP1,5.58929,6.14898,5.71144,5.98734,5.479,5.64936,7.18422,7.05062,7.23363,6.24165,5.04882,5.86835,3.24991,2.66043,3.2423,3.41243,2.56729,2.36456,2.54348,3.06669,2.40918,2.71938,2.32098,2.38152
PRSS48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR221,0,0,0,0,0,0,0,0,28.2774,0,0,0,0,0,0,0,0,0,0,27.8087,0,0,0,0
SNORA21,24.9248,0,12.519,0,0,0,25.9962,0,10.6408,0,0,20.6784,26.174,0,13.1092,8.78526,0,26.3764,20.7916,0,11.157,11.9394,12.3662,0
TRMT2A,6.45841,6.43755,5.80331,6.6849,6.05924,6.08072,6.11475,6.59161,6.03296,6.80736,7.46781,6.66294,12.2588,12.9626,13.1966,13.1616,13.5973,12.8802,12.6052,13.5675,13.2967,14.6427,16.0694,13.9663
DXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPK1,0.362429,0.394068,0.332212,0.3625,0.330844,0.196419,0.375749,0.551778,0.309741,0.424553,0.246881,0.321877,0.353525,0.51242,0.343638,0.164249,0.199268,0.117303,0.369873,0.465773,0.389953,0.243647,0.274985,0.320694
ERLIN2,8.17543,7.79527,7.96562,8.55792,8.58484,7.79407,7.25318,7.52906,7.64793,8.44635,8.07314,8.22893,5.76049,6.36867,7.00782,9.53193,8.74167,9.55998,6.80946,6.17136,5.86811,10.7726,9.723,9.64582
