LINE 405 : 2022-05-30 14:52:17,827 [INFO    ] Parsing data files for GSEA.............................
LINE 378 : 2022-05-30 14:52:17,838 [WARNING ] Warning: Input data contains NA, filled NA with 0
LINE 169 : 2022-05-30 14:52:21,197 [INFO    ] Enrichr library gene sets already downloaded in: /Users/creixell/.cache/gseapy, use local file
LINE 138 : 2022-05-30 14:52:32,423 [INFO    ] 0001 gene_sets have been filtered out when max_size=500 and min_size=15
LINE 419 : 2022-05-30 14:52:32,424 [INFO    ] 0188 gene_sets used for further statistical testing.....
LINE 420 : 2022-05-30 14:52:32,424 [INFO    ] Start to run GSEA...Might take a while..................
LINE 374 : 2022-05-30 14:52:32,425 [DEBUG   ] Start to permutate classes..............................
LINE 398 : 2022-05-30 14:52:33,822 [DEBUG   ] Start to compute es and esnulls........................
LINE 648 : 2022-05-30 14:52:51,651 [DEBUG   ] Start to compute pvals..................................
LINE 652 : 2022-05-30 14:52:51,659 [DEBUG   ] Start to compute nes and nesnull........................
LINE 656 : 2022-05-30 14:52:51,673 [DEBUG   ] Start to compute fdrs..................................
LINE 630 : 2022-05-30 14:52:51,679 [DEBUG   ] Statistical testing finished.............................
LINE 433 : 2022-05-30 14:52:52,103 [INFO    ] Start to generate GSEApy reports and figures............
LINE 2820: 2022-05-30 14:52:52,474 [DEBUG   ] top of axes not in the figure, so title not moved
LINE 1329: 2022-05-30 14:52:52,489 [DEBUG   ] findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=14.0.
LINE 1341: 2022-05-30 14:52:52,493 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBol.ttf) normal normal 700 normal>) = 10.335
LINE 1341: 2022-05-30 14:52:52,493 [DEBUG   ] findfont: score(<Font 'STIXGeneral' (STIXGeneralItalic.ttf) italic normal 400 normal>) = 11.05
LINE 1341: 2022-05-30 14:52:52,493 [DEBUG   ] findfont: score(<Font 'cmmi10' (cmmi10.ttf) normal normal 400 normal>) = 10.05
LINE 1341: 2022-05-30 14:52:52,493 [DEBUG   ] findfont: score(<Font 'cmb10' (cmb10.ttf) normal normal 400 normal>) = 10.05
LINE 1341: 2022-05-30 14:52:52,493 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBolIta.ttf) italic normal 700 normal>) = 11.335
LINE 1341: 2022-05-30 14:52:52,493 [DEBUG   ] findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono.ttf) normal normal 400 normal>) = 10.05
LINE 1341: 2022-05-30 14:52:52,494 [DEBUG   ] findfont: score(<Font 'STIXSizeFiveSym' (STIXSizFiveSymReg.ttf) normal normal 400 normal>) = 10.05
LINE 1341: 2022-05-30 14:52:52,494 [DEBUG   ] findfont: score(<Font 'STIXSizeFourSym' (STIXSizFourSymBol.ttf) normal normal 700 normal>) = 10.335
