Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
MEL18 DN.V1 UP,-0.5792991021748888,-1.9628143833042808,0.0,0.006551018209244694,141,134,PAPPA;FZD6;FURIN;ATP13A2;MMP15;LRIG1;TGFBR3;ABCC5;GPR3;KCNN3;LPL;C2CD2;TYRO3;CRISPLD2;SIK1;LTBP4;ENTPD6;VLDLR;LIF;SLC19A1;PYGB;SLC2A6;EDN1;SLC1A5;CLDN1;ECM1;BDKRB2;COL13A1;FADS3;CA12;F3;DDX11;CCND1;SLCO2A1;SLC29A1;C2CD2L;KIF21B;SLC7A5;KCNJ15;TIE1;WNT5B;P2RX5;INHBE;TEK;GNB3;CHST2;MEOX1;SLC1A4;AGRN;MICA;SLC22A4;GDF5;HAS2;COL16A1;ITPR3;VNN1;CHST3;CSPG4;EPHA2;PMEPA1;DDIT4;ARL4C;TGFB2;HS3ST3A1;SLCO4A1;TNFSF9;SLC6A9;CPA4;CDH13;NRP2;SLC7A11;FOSL1;CACNG4;ITGB8;WISP1;FJX1;VEGFA;SUN2;IL7R;GAL;JAG1;PTHLH;SLC16A6;ZC3H12A;MT1F;COL7A1;ITGA3;PIEZO1;GREM1;CD83;NTM;CLSPN;NRP1;ADM;MICB;INHBA;STEAP3;ABLIM3;VEGFC;ADAM12;STX1A;PLXNA1;MMP7;CTSS;HBEGF;STC2;TNFRSF8;CXCL1;PLAUR;NT5E;LAMB3;ASPH;CSF2;PLAT;TAP1;TMEM51;GFPT2;TNFAIP6;ITGA5;ADAM19;CSF1;HLA-DQA1;SPP1;SRPX2;CDCP1;TNFRSF9;LHFPL2;PDCD1LG2;FAP;LCP1;CHST11;C3AR1;TFEC;ITGA4,NRP2;SLC7A11;FOSL1;CACNG4;ITGB8;WISP1;FJX1;VEGFA;SUN2;IL7R;GAL;JAG1;PTHLH;SLC16A6;ZC3H12A;MT1F;COL7A1;ITGA3;PIEZO1;GREM1;CD83;NTM;CLSPN;NRP1;ADM;MICB;INHBA;STEAP3;ABLIM3;VEGFC;ADAM12;STX1A;PLXNA1;MMP7;CTSS;HBEGF;STC2;TNFRSF8;CXCL1;PLAUR;NT5E;LAMB3;ASPH;CSF2;PLAT;TAP1;TMEM51;GFPT2;TNFAIP6;ITGA5;ADAM19;CSF1;HLA-DQA1;SPP1;SRPX2;CDCP1;TNFRSF9;LHFPL2;PDCD1LG2;FAP;LCP1;CHST11;C3AR1;TFEC;ITGA4
SNF5 DN.V1 UP,-0.5383728452810819,-2.0110870199610167,0.0,0.008188772761555867,177,164,FDPS;FGF18;ATP1B1;TERF1;VAMP5;ABHD14A;ELN;APOD;SLC6A6;ADI1;SOSTDC1;ASS1;AQP5;MSX1;DLK1;PLCE1;SCG2;OLIG1;SMAD2;PPIL2;PENK;CDO1;HAPLN2;GTF3A;DDX3X;PNN;FBLN1;MLF2;LRP5;GABRQ;NCAN;MEST;PIGP;TF;CFP;ISG20;AGTR2;SOX2;LGR5;ZMYND19;DHRS1;SRPX;SLC1A5;POFUT2;FAM105A;ABI3BP;EWSR1;PPP4C;INPP5B;GRK6;ACTL6A;RABAC1;DDX3Y;GOT1;LGALS3BP;KCNJ10;CD9;PRPS1;FBXO6;LAMB2;LIX1;FABP7;FMOD;TFAP2B;CXCR4;DCAKD;MT3;RNF13;STOML2;COL15A1;MKL1;TIPIN;PRRX2;IARS;PLD3;CKAP2;RCC1;USP15;ENPP3;NDE1;LSM2;TGFB3;SFRP2;LHX2;FAM65B;GALC;COPS4;GTF2A1;DTL;AURKB;TAPBP;APOE;RBL1;FNDC1;IFIT1;MYH1;PSMD8;MYH2;TREX1;IER5L;GAS1;CD52;ID2;UBE2C;ZWILCH;OASL;PSMB8;ERAP1;BUB1;PITPNB;ZNFX1;PLD4;HAT1;KIF20A;C1R;DARS;NCAPG2;EGFL6;C1S;C1QTNF3;DENND4C;LILRB3;TAP2;IFIT2;FNBP1;KIAA1524;MCM5;EGR2;SEMA4D;ABCE1;PSMB9;CD48;ANPEP;EVL;LMO2;CD93;CX3CR1;WAS;PRKCDBP;MMP14;LY86;CORO1C;SELPLG;TMEM106A;ITGB2;SPI1;IFI44L;SLC2A3;CD68;EVI2A;CD53;CD109;PTPRC;GBP1;LCP1;CCL3;CSF1R;PLEK;CXCL10;C1QC;C3AR1;FYB;AIF1;FCGR1A,APOE;RBL1;FNDC1;IFIT1;MYH1;PSMD8;MYH2;TREX1;IER5L;GAS1;CD52;ID2;UBE2C;ZWILCH;OASL;PSMB8;ERAP1;BUB1;PITPNB;ZNFX1;PLD4;HAT1;KIF20A;C1R;DARS;NCAPG2;EGFL6;C1S;C1QTNF3;DENND4C;LILRB3;TAP2;IFIT2;FNBP1;KIAA1524;MCM5;EGR2;SEMA4D;ABCE1;PSMB9;CD48;ANPEP;EVL;LMO2;CD93;CX3CR1;WAS;PRKCDBP;MMP14;LY86;CORO1C;SELPLG;TMEM106A;ITGB2;SPI1;IFI44L;SLC2A3;CD68;EVI2A;CD53;CD109;PTPRC;GBP1;LCP1;CCL3;CSF1R;PLEK;CXCL10;C1QC;C3AR1;FYB;AIF1;FCGR1A
BMI1 DN MEL18 DN.V1 UP,-0.6263155311673859,-2.0349183682042997,0.0,0.01091836368207449,145,136,PAPPA;TUFT1;SCML2;ATP13A2;BMP5;NPPB;NAV2;KCNN3;LSAMP;C2CD2;DUSP10;CRISPLD2;SIK1;VLDLR;LIF;SLC19A1;PODXL;EDN1;PSAT1;CLDN1;COL13A1;FADS3;WEE1;F3;CCND1;FAM189A1;C2CD2L;KIF21B;ADRB2;SLC7A5;WNT5B;P2RX5;MGLL;ATF3;INHBE;TEK;APBB2;SLC1A4;ITGB6;TAGLN;MICA;SLC22A4;KLF7;GDF5;HAS2;ZNF639;COL16A1;VNN1;RUSC2;CHST3;NKAIN1;CSPG4;BST1;PMEPA1;ARL4C;TGFB2;TNFSF9;SLC6A9;CPA4;CDH13;ADM2;MICALL1;NRP2;SLC7A11;FOSL1;ITGB8;KRT75;TRIO;ARL4A;FJX1;GAB2;ANXA3;TRIB3;VEGFA;IL7R;GAL;JAG1;PTHLH;ZC3H12A;MT1F;COL7A1;ITGA3;TIMP3;PIEZO1;TNIP3;GREM1;NTM;LRRC15;CDC42EP2;ADM;INHBA;ABLIM3;GADD45A;VEGFC;ADAM12;STX1A;MMP7;TACR3;HBEGF;HTR1D;STC2;TNFRSF8;CXCL1;PLAUR;NT5E;LAMB3;ASPH;OGFRL1;PIK3CG;CSF2;KCNN4;PLAT;TMEM51;GFPT2;HAPLN1;BIRC3;EHD1;TNFAIP6;ITGA5;ADAM19;CSF1;ABCA1;ZEB2;PIM1;TNFRSF9;LHFPL2;PDCD1LG2;FAP;LCP1;IL1A;PLEKHO1;CHST11;ARNTL2;C3AR1;TFEC;ITGA4,CPA4;CDH13;ADM2;MICALL1;NRP2;SLC7A11;FOSL1;ITGB8;KRT75;TRIO;ARL4A;FJX1;GAB2;ANXA3;TRIB3;VEGFA;IL7R;GAL;JAG1;PTHLH;ZC3H12A;MT1F;COL7A1;ITGA3;TIMP3;PIEZO1;TNIP3;GREM1;NTM;LRRC15;CDC42EP2;ADM;INHBA;ABLIM3;GADD45A;VEGFC;ADAM12;STX1A;MMP7;TACR3;HBEGF;HTR1D;STC2;TNFRSF8;CXCL1;PLAUR;NT5E;LAMB3;ASPH;OGFRL1;PIK3CG;CSF2;KCNN4;PLAT;TMEM51;GFPT2;HAPLN1;BIRC3;EHD1;TNFAIP6;ITGA5;ADAM19;CSF1;ABCA1;ZEB2;PIM1;TNFRSF9;LHFPL2;PDCD1LG2;FAP;LCP1;IL1A;PLEKHO1;CHST11;ARNTL2;C3AR1;TFEC;ITGA4
STK33 SKM UP,-0.5088786155740453,-1.9424789176531145,0.0,0.01091836368207449,290,259,EPB41L5;RHOB;HINT3;SERAC1;MORN2;SETBP1;DUSP8;DYNC2LI1;UNKL;FNBP1L;NINJ2;PID1;WDR19;RIT1;TTC30B;STX6;TP53INP2;TBC1D8;ZNF678;STOX2;FAM177A1;EVI5;TCTEX1D1;LFNG;CA6;TP53INP1;CDKN1C;DYX1C1;NBEAL1;SYNJ2BP;APPL2;LCOR;BTG2;FABP4;OLIG1;FAM131A;MYEF2;ACSL6;MFSD9;AFF4;NFKBIA;MPPED2;DAAM1;HECW2;FCAMR;MAP2;GDPD1;KIAA0895;GNG11;ZNF407;DPY19L4;GPR137C;BTBD7;DUSP1;STAM2;RGS2;ZNF432;ZBTB6;ZCCHC14;PTPRM;CLDN1;FOS;ARID5B;ZNF254;PPP1R17;CPEB2;CPEB4;SIPA1L2;BMF;RNF19A;DNAJC15;PRTFDC1;TMEM107;CDC37L1;LRRC37A2;KIAA1841;ATRX;UNK;ARL5B;IRF9;TTLL7;FCHO2;OSBPL11;ARRDC3;CD9;ZFP36;CFL2;CD36;UBE2W;SQSTM1;ASB2;ZNF763;ARHGAP42;TGFB1I1;CYBRD1;SYCP2;KLHL28;CRK;PPCS;TWF1;CEP19;EGR1;FCHSD1;ZNF682;TRIP11;RNF141;GPR135;NECAP1;KITLG;ZNF718;ACTA2;MFAP3;LMBRD2;NFXL1;TFPI2;TRIM23;SKIL;NMNAT1;ERRFI1;STX12;TMEM71;ADAM28;CREB5;RAB7B;HIST2H2BE;SULF2;MFAP3L;MIDN;TRIB1;GPR132;HIST1H3F;AMMECR1;ZNF117;ERMAP;P2RY14;FGD4;SNX16;SAMD8;TMOD2;THAP1;DUSP5;RNF19B;BBS12;MNS1;SUCNR1;HIST1H2BG;KLF6;SGK1;SLC7A11;AMN1;TNFRSF11B;RGS1;ST20;HIST1H3A;RND3;TK2;ITGB8;NFKBIZ;HIST1H4H;SLC12A6;TMTC3;HIST1H2AE;ZNF675;RASGRP3;GPR183;CDKN1A;PLXNB2;TNFRSF21;PKIB;HIST1H2BC;HIST1H2AM;PLK2;HIST1H3I;ADM;FAM20C;CTSK;BCL3;C5AR1;JUNB;PHLDA1;KCNJ2;HIST1H2BD;CMTM1;MYBPH;HIST1H2AC;HIST1H3H;FGR;IL15;HBEGF;HIST1H3B;GPR137B;TFPI;MXD1;SLC38A6;HIST1H2AL;PALLD;RHOC;ETV1;NAMPT;HIST1H2BB;RTN1;TLR10;GBP3;THBD;ASPH;DNAJB4;CD101;UPP1;GLIPR1;ANXA1;HIST1H3J;BCL2A1;PLCXD2;TNFAIP2;OLR1;IL10RA;IRF1;NOV;GK3P;HIST1H2BJ;NLRC4;CMTM3;HIST1H2AG;TLR6;CD58;ADORA3;PTPRO;SH2B3;GPR34;LY96;LGALS1;NCF2;GBP2;FGL2;TNF;CALHM2;TYROBP;CD53;EMP3;MPEG1;IFI16;LPXN;IL1B;VSIG4;IL1A;CCL4;HMOX1;GPR65;RCBTB2;KMO;TLR1;MILR1;CYTH4;MAFB;CYBB;TFEC;CD86;PLAU;LPAR6,FGD4;SNX16;SAMD8;TMOD2;THAP1;DUSP5;RNF19B;BBS12;MNS1;SUCNR1;HIST1H2BG;KLF6;SGK1;SLC7A11;AMN1;TNFRSF11B;RGS1;ST20;HIST1H3A;RND3;TK2;ITGB8;NFKBIZ;HIST1H4H;SLC12A6;TMTC3;HIST1H2AE;ZNF675;RASGRP3;GPR183;CDKN1A;PLXNB2;TNFRSF21;PKIB;HIST1H2BC;HIST1H2AM;PLK2;HIST1H3I;ADM;FAM20C;CTSK;BCL3;C5AR1;JUNB;PHLDA1;KCNJ2;HIST1H2BD;CMTM1;MYBPH;HIST1H2AC;HIST1H3H;FGR;IL15;HBEGF;HIST1H3B;GPR137B;TFPI;MXD1;SLC38A6;HIST1H2AL;PALLD;RHOC;ETV1;NAMPT;HIST1H2BB;RTN1;TLR10;GBP3;THBD;ASPH;DNAJB4;CD101;UPP1;GLIPR1;ANXA1;HIST1H3J;BCL2A1;PLCXD2;TNFAIP2;OLR1;IL10RA;IRF1;NOV;GK3P;HIST1H2BJ;NLRC4;CMTM3;HIST1H2AG;TLR6;CD58;ADORA3;PTPRO;SH2B3;GPR34;LY96;LGALS1;NCF2;GBP2;FGL2;TNF;CALHM2;TYROBP;CD53;EMP3;MPEG1;IFI16;LPXN;IL1B;VSIG4;IL1A;CCL4;HMOX1;GPR65;RCBTB2;KMO;TLR1;MILR1;CYTH4;MAFB;CYBB;TFEC;CD86;PLAU;LPAR6
HOXA9 DN.V1 UP,-0.5417869769095224,-2.0514597030055604,0.0,0.016377545523111735,194,178,TOB1;RPS6KC1;FRAT1;KIAA0232;RBM47;GDF15;ERLIN2;ROGDI;HDAC4;SORL1;CA6;CDK8;SLC35D2;FDXR;DYNLT3;CRY1;IFT57;CYFIP2;FCER2;SLC39A6;ANKRD46;NDFIP1;OAT;CRISPLD2;FNDC3A;SESN1;ANKRA2;IPCEF1;TDRD7;FYN;COQ10B;TAX1BP3;FZD2;ARHGAP26;UGGT2;FOS;SLC30A1;ZNF277;IFT74;PTPRE;ACYP2;FCGRT;FAM105A;ENTPD4;SLC26A2;RCBTB1;ASCC3;FUCA1;ZNF394;CHUK;DICER1;TSEN34;N4BP2L2;RNF11;RABAC1;AKIRIN1;XPC;ZCCHC2;SLC46A3;GALNT7;FRY;CXCR2;SLC22A18;GNS;UBE2W;SCHIP1;TICAM1;THBS4;SAR1B;TRPM4;NGRN;CHPF2;MPO;PLAA;SLC22A4;TWF1;ISG15;STK39;FBXL5;PIK3R3;TP53I3;BAX;ACTA2;GAS7;CSPG4;AGTPBP1;BST1;STX12;ZMAT3;ZNF107;HIST1H2BH;CSNK1G3;ARL4C;TNFRSF10B;USP15;DHX29;RNF130;HPSE;CLK4;KLF4;ATXN1;GALC;ZFYVE16;GPR18;ICAM3;CCNA1;CYLD;IER5;COL6A3;CYTIP;CHI3L1;SGK3;GPR183;ADAM9;PHTF2;MAP4K4;UHRF1BP1L;NOD2;SCPEP1;PLK2;PECAM1;MS4A3;CECR1;HIST1H2BD;MYOF;CD209;VCAN;HLA-DMA;GADD45A;HIST1H2AC;FAM98A;SRD5A1;TRIM22;NAGK;CCR2;GPR137B;HIST1H2BK;CYP1B1;CARD9;PTGER4;SERPINB8;OSTM1;FAS;THBD;GLIPR1;TPK1;ST3GAL6;IL13RA1;FNDC3B;IL10RA;PARP12;TYMP;S100A9;SNX10;ARHGEF3;VASH1;S100A8;HLA-DRA;TGM5;LY96;NCF2;FGL2;SAMHD1;TYROBP;IFI30;PAQR3;IFFO1;IFI16;JAK2;MS4A4A;RCBTB2;CD84;MS4A6A;FCER1G;MNDA;TFEC;CD86;LPAR6,SGK3;GPR183;ADAM9;PHTF2;MAP4K4;UHRF1BP1L;NOD2;SCPEP1;PLK2;PECAM1;MS4A3;CECR1;HIST1H2BD;MYOF;CD209;VCAN;HLA-DMA;GADD45A;HIST1H2AC;FAM98A;SRD5A1;TRIM22;NAGK;CCR2;GPR137B;HIST1H2BK;CYP1B1;CARD9;PTGER4;SERPINB8;OSTM1;FAS;THBD;GLIPR1;TPK1;ST3GAL6;IL13RA1;FNDC3B;IL10RA;PARP12;TYMP;S100A9;SNX10;ARHGEF3;VASH1;S100A8;HLA-DRA;TGM5;LY96;NCF2;FGL2;SAMHD1;TYROBP;IFI30;PAQR3;IFFO1;IFI16;JAK2;MS4A4A;RCBTB2;CD84;MS4A6A;FCER1G;MNDA;TFEC;CD86;LPAR6
BMI1 DN.V1 UP,-0.5300340114728256,-1.905764151817308,0.0,0.01871719488355627,147,136,ATF6;PLXNA2;PAPPA;DHRS3;FURIN;ATP13A2;FZD5;MMP15;LRIG1;GPRC5A;BMP5;SLC29A2;SLC5A6;LRP5;LSAMP;CSPG5;CRISPLD2;FKRP;KRT17;LTBP4;VLDLR;LIF;SLC19A1;POMT2;SEMA3G;SLC2A6;PODXL;EDN1;SLC1A5;CLDN1;B4GALNT1;BDKRB2;KCNC4;FGFR1;COL13A1;FADS3;F3;CCND1;VANGL1;SLCO2A1;SLC29A1;C2CD2L;ADRB2;CTNS;SLC7A5;TIE1;INHBE;FLNB;TEK;FAM57A;SLC1A4;AGRN;ITGB6;TAGLN;MICA;GDF5;HAS2;COL16A1;VNN1;HOXB1;FES;ACTA2;CHST3;CSPG4;BST1;EPHA2;PMEPA1;TMEM62;CCL20;MFGE8;TGFB2;PSG5;SLCO4A1;TNFSF9;CPA4;CD82;MMP3;NRP2;ITGB8;TRIO;FJX1;ANXA3;IL7R;DKK1;GAL;JAG1;PTHLH;MFAP5;COL7A1;ITGA3;TIMP3;PIEZO1;GREM1;CLSPN;LRRC15;MICB;INHBA;BMP4;VEGFC;ADAM12;STX1A;MMP7;GABRE;CTSS;HBEGF;STC2;TNFRSF8;CXCL1;NT5E;LAMB3;ASPH;CSF2;PLAT;TAP1;TMEM51;ANPEP;GFPT2;HAPLN1;TNFAIP6;ITGA5;NOV;CSF1;FOXP3;ABCA1;SRPX2;CDCP1;TNFRSF9;SLC2A1;LHFPL2;PDCD1LG2;FAP;LCP1;SIRPA;CHST11;C3AR1;ITGA4,ITGB8;TRIO;FJX1;ANXA3;IL7R;DKK1;GAL;JAG1;PTHLH;MFAP5;COL7A1;ITGA3;TIMP3;PIEZO1;GREM1;CLSPN;LRRC15;MICB;INHBA;BMP4;VEGFC;ADAM12;STX1A;MMP7;GABRE;CTSS;HBEGF;STC2;TNFRSF8;CXCL1;NT5E;LAMB3;ASPH;CSF2;PLAT;TAP1;TMEM51;ANPEP;GFPT2;HAPLN1;TNFAIP6;ITGA5;NOV;CSF1;FOXP3;ABCA1;SRPX2;CDCP1;TNFRSF9;SLC2A1;LHFPL2;PDCD1LG2;FAP;LCP1;SIRPA;CHST11;C3AR1;ITGA4
STK33 UP,-0.4890218865734193,-1.8719995499959114,0.0,0.024566318284667602,293,264,GPATCH2;RHOB;HINT3;MORN2;PELI1;SETBP1;DUSP8;DYNC2LI1;UNKL;FNBP1L;PID1;WDR19;RIT1;TTC30B;STX6;GDF15;MTSS1;CYTH2;FAM177A1;LFNG;TP53INP1;DYX1C1;NBEAL1;APPL2;TGIF1;CSRNP1;TNFSF15;NME7;LCOR;BTG2;FABP4;SCG2;GAN;AKTIP;VWA5A;AFF4;ZNF222;DAAM1;HECW2;FCAMR;GALNT4;GLCE;MAFF;ZMYND11;HBP1;KIAA0895;BCL6;FNDC3A;GNG11;AUH;DPY19L4;GPR137C;MAP4K3;IL6ST;BTBD7;WDR20;DUSP1;MYOZ2;STAM2;RGS2;ZBTB6;COQ10B;ABHD2;ZCCHC14;DAPK1;WNT5A;CLDN1;FOS;OTUD1;ARID5B;ACSM3;GNPDA2;PPP1R17;CPEB2;CPEB4;ANKRD40;SIPA1L2;BMF;MANBAL;RNF19A;JUN;DNAJC15;PRTFDC1;USP53;CDC37L1;KIAA1841;ATG14;CLVS1;BTG3;UNK;ARL5B;IRF9;TTLL7;FCHO2;ARRDC3;CD9;WBP2;ZFP36;CFL2;CD36;UBE2W;SQSTM1;ASB2;GFPT1;SOS1;CYBRD1;RNF121;KLHL28;CRK;PPCS;TWF1;PPP3R1;MTMR9;EGR1;CDKN1B;TRIP11;ANKRD12;RNF141;GPR135;CC2D1B;NECAP1;KITLG;MFAP3;LMBRD2;NFXL1;TFPI2;TRIM23;NKIRAS1;STX12;TMEM71;ADAM28;RAB12;CREB5;FOXQ1;SOCS6;KIAA1468;HIST2H2BE;SULF2;CXCL3;MIDN;TRIB1;AQP9;ACVR1;ATXN1;ZNF117;TREM1;ICAM1;P2RY14;CNIH3;SNX16;SYNJ1;SAMD8;THAP1;NUAK1;DUSP5;PPP1R15A;RNF19B;BBS12;HIST1H2BG;KLF6;SGK1;SLC7A11;AMN1;COL6A3;RGS1;ST20;CXCL2;HIST1H3A;RND3;ITGB8;SLC12A6;ZFP36L1;RASGRP3;HNMT;GPRIN3;CDKN1A;RIN2;LIMK1;MMP1;PKIB;EGR3;HIST1H2BC;KYNU;HIST1H2AM;FAM198B;NRP1;ADM;FAM20C;BCL3;C5AR1;JUNB;PHLDA1;KCNJ2;CMTM1;TDO2;HIST1H2AC;BTN2A1;HBEGF;PPBP;GPR137B;TFPI;SLC38A6;CXCL1;RHOC;GJA1;DOCK4;NAMPT;RTN1;EGR2;TLR10;OSTM1;GBP3;THBD;ASPH;ZRSR1;CD101;UPP1;ADAMDEC1;GLIPR1;STC1;ANXA1;HIST1H3J;BCL2A1;PLCXD2;RNF149;OLR1;IL10RA;NOV;KBTBD8;NLRC4;ABCA1;ZEB2;CMTM3;TLR6;ADORA3;EMP1;SPRED1;PTPRO;GPR34;LY96;NCF2;FGL2;TNF;TYROBP;MPEG1;IFI16;NCEH1;IL1B;VSIG4;IL1A;CCL4;HMOX1;CLEC2B;LRRC25;GPR65;KMO;SAMD9L;TLR1;MILR1;MAFB;TFEC;PLAU;HAVCR2;LPAR6,CNIH3;SNX16;SYNJ1;SAMD8;THAP1;NUAK1;DUSP5;PPP1R15A;RNF19B;BBS12;HIST1H2BG;KLF6;SGK1;SLC7A11;AMN1;COL6A3;RGS1;ST20;CXCL2;HIST1H3A;RND3;ITGB8;SLC12A6;ZFP36L1;RASGRP3;HNMT;GPRIN3;CDKN1A;RIN2;LIMK1;MMP1;PKIB;EGR3;HIST1H2BC;KYNU;HIST1H2AM;FAM198B;NRP1;ADM;FAM20C;BCL3;C5AR1;JUNB;PHLDA1;KCNJ2;CMTM1;TDO2;HIST1H2AC;BTN2A1;HBEGF;PPBP;GPR137B;TFPI;SLC38A6;CXCL1;RHOC;GJA1;DOCK4;NAMPT;RTN1;EGR2;TLR10;OSTM1;GBP3;THBD;ASPH;ZRSR1;CD101;UPP1;ADAMDEC1;GLIPR1;STC1;ANXA1;HIST1H3J;BCL2A1;PLCXD2;RNF149;OLR1;IL10RA;NOV;KBTBD8;NLRC4;ABCA1;ZEB2;CMTM3;TLR6;ADORA3;EMP1;SPRED1;PTPRO;GPR34;LY96;NCF2;FGL2;TNF;TYROBP;MPEG1;IFI16;NCEH1;IL1B;VSIG4;IL1A;CCL4;HMOX1;CLEC2B;LRRC25;GPR65;KMO;SAMD9L;TLR1;MILR1;MAFB;TFEC;PLAU;HAVCR2;LPAR6
RPS14 DN.V1 UP,-0.6435426772938923,-2.1063774296749256,0.0,0.03275509104622347,192,181,GNAZ;RHOB;SPINK4;PDE4D;ADRA2A;RBM47;PID1;GDF15;SORL1;GNB5;TAC3;HEY1;CEACAM8;PDGFA;PTGDS;AZU1;PROM1;CELA2A;ATP8B1;SCN3A;CEACAM6;PMP2;CYFIP2;CPM;NYNRIN;BCL6;SESN1;TNFRSF10C;ELANE;CTSG;KBTBD11;IGFBP7;EPS8L2;CTSH;VWF;PTPRE;ALCAM;MX2;FUCA1;MPL;SPTLC3;PF4V1;CACNB4;CD9;FRY;DNAJC22;ADAMTS6;SNTG1;SH3GL3;SEMA3D;SH3BP5;STX3;VNN1;DCN;ACTA2;BST1;F5;SPINT1;MX1;NR4A3;ZMAT3;PRTN3;ARL4C;RGL1;IL1RAP;CDC42EP3;ADA;SMAD3;CALB1;LY75;CR1;CROT;P2RY14;CRIM1;TRIM36;ICAM3;CCNA1;CCL1;GFI1;SDC4;ANXA3;CD69;RASGRP3;SFXN3;ANXA6;FLVCR2;PADI2;JAG1;GPR183;CDKN1A;RIN2;ANKRD1;EGR3;PYCARD;PLA2G7;SH2D2A;KYNU;PLK2;CECR1;COLEC12;HLA-DMA;TRIM22;CTSS;CYSLTR1;GPR137B;FBN2;PTPRG;CYP1B1;GJA1;RASAL2;PTGER4;NKG7;EVI2B;PILRA;ADAMDEC1;BCL2A1;ANPEP;TNFAIP2;ST3GAL6;BIRC3;CRTAM;HLA-DQB1;ENPP2;HLA-DMB;ARHGEF3;CLEC5A;LY86;EMP1;SPP1;CD300A;KCTD12;DMXL2;ITGAX;ITGAL;PTPRO;ITGB2;ARHGAP25;LY96;GPNMB;MYO1F;RAB31;LST1;ATP8B4;NCF2;ITGAM;HCK;CDCP1;PTPN22;SLAMF8;MARCKS;TYROBP;TGFBI;EVI2A;TNFRSF9;CSTA;SLC31A2;SASH3;IFI16;F13A1;CAPG;LPXN;IL1B;CASP1;HESX1;CLEC2B;RCBTB2;SIRPA;IGSF6;CD14;KMO;CCL2;TM6SF1;MS4A6A;MAF;C3AR1;MDFIC;AIF1;MNDA;TFEC;PLAU;CLEC7A,RASGRP3;SFXN3;ANXA6;FLVCR2;PADI2;JAG1;GPR183;CDKN1A;RIN2;ANKRD1;EGR3;PYCARD;PLA2G7;SH2D2A;KYNU;PLK2;CECR1;COLEC12;HLA-DMA;TRIM22;CTSS;CYSLTR1;GPR137B;FBN2;PTPRG;CYP1B1;GJA1;RASAL2;PTGER4;NKG7;EVI2B;PILRA;ADAMDEC1;BCL2A1;ANPEP;TNFAIP2;ST3GAL6;BIRC3;CRTAM;HLA-DQB1;ENPP2;HLA-DMB;ARHGEF3;CLEC5A;LY86;EMP1;SPP1;CD300A;KCTD12;DMXL2;ITGAX;ITGAL;PTPRO;ITGB2;ARHGAP25;LY96;GPNMB;MYO1F;RAB31;LST1;ATP8B4;NCF2;ITGAM;HCK;CDCP1;PTPN22;SLAMF8;MARCKS;TYROBP;TGFBI;EVI2A;TNFRSF9;CSTA;SLC31A2;SASH3;IFI16;F13A1;CAPG;LPXN;IL1B;CASP1;HESX1;CLEC2B;RCBTB2;SIRPA;IGSF6;CD14;KMO;CCL2;TM6SF1;MS4A6A;MAF;C3AR1;MDFIC;AIF1;MNDA;TFEC;PLAU;CLEC7A
