Elapsed,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_O,WT_O,AXLKO_O,AXLKO_O,YAPKO_O,YAPKO_O,YAPrep_O,YAPrep_O,WT_O,WT_O,AXLKO_O,AXLKO_O,YAPKO_O,YAPKO_O,YAPrep_O,YAPrep_O,WT_OR,WT_OR,AXLKO_OR,AXLKO_OR,YAPKO_OR,YAPKO_OR,YAPrep_OR,YAPrep_OR,WT_OR,WT_OR,AXLKO_OR,AXLKO_OR,YAPKO_OR,YAPKO_OR,YAPrep_OR,YAPrep_OR,WT_OT,WT_OT,AXLKO_OT,AXLKO_OT,YAPKO_OT,YAPKO_OT,YAPrep_OT,YAPrep_OT,WT_OT,WT_OT,AXLKO_OT,AXLKO_OT,YAPKO_OT,YAPKO_OT,YAPrep_OT,YAPrep_OT,WT_OTX,WT_OTX,AXLKO_OTX,AXLKO_OTX,YAPKO_OTX,YAPKO_OTX,YAPrep_OTX,YAPrep_OTX,WT_OTX,WT_OTX,AXLKO_OTX,AXLKO_OTX,YAPKO_OTX,YAPKO_OTX,YAPrep_OTX,YAPrep_OTX,WT_OTR,WT_OTR,AXLKO_OTR,AXLKO_OTR,YAPKO_OTR,YAPKO_OTR,YAPrep_OTR,YAPrep_OTR,WT_OTR,WT_OTR,AXLKO_OTR,AXLKO_OTR,YAPKO_OTR,YAPKO_OTR,YAPrep_OTR,YAPrep_OTR,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_E,WT_E,AXLKO_E,AXLKO_E,YAPKO_E,YAPKO_E,YAPrep_E,YAPrep_E,WT_E,WT_E,AXLKO_E,AXLKO_E,YAPKO_E,YAPKO_E,YAPrep_E,YAPrep_E,WT_ER,WT_ER,AXLKO_ER,AXLKO_ER,YAPKO_ER,YAPKO_ER,YAPrep_ER,YAPrep_ER,WT_ER,WT_ER,AXLKO_ER,AXLKO_ER,YAPKO_ER,YAPKO_ER,YAPrep_ER,YAPrep_ER,WT_ET,WT_ET,AXLKO_ET,AXLKO_ET,YAPKO_ET,YAPKO_ET,YAPrep_ET,YAPrep_ET,WT_ET,WT_ET,AXLKO_ET,AXLKO_ET,YAPKO_ET,YAPKO_ET,YAPrep_ET,YAPrep_ET,WT_ETX,WT_ETX,AXLKO_ETX,AXLKO_ETX,YAPKO_ETX,YAPKO_ETX,YAPrep_ETX,YAPrep_ETX,WT_ETX,WT_ETX,AXLKO_ETX,AXLKO_ETX,YAPKO_ETX,YAPKO_ETX,YAPrep_ETX,YAPrep_ETX,WT_ETR,WT_ETR,AXLKO_ETR,AXLKO_ETR,YAPKO_ETR,YAPKO_ETR,YAPrep_ETR,YAPrep_ETR,WT_ETR,WT_ETR,AXLKO_ETR,AXLKO_ETR,YAPKO_ETR,YAPKO_ETR,YAPrep_ETR,YAPrep_ETR,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_EA,WT_EA,AXLKO_EA,AXLKO_EA,YAPKO_EA,YAPKO_EA,YAPrep_EA,YAPrep_EA,WT_EA,WT_EA,AXLKO_EA,AXLKO_EA,YAPKO_EA,YAPKO_EA,YAPrep_EA,YAPrep_EA,WT_OA,WT_OA,AXLKO_OA,AXLKO_OA,YAPKO_OA,YAPKO_OA,YAPrep_OA,YAPrep_OA,WT_OA,WT_OA,AXLKO_OA,AXLKO_OA,YAPKO_OA,YAPKO_OA,YAPrep_OA,YAPrep_OA,WT_ETA,WT_ETA,AXLKO_ETA,AXLKO_ETA,YAPKO_ETA,YAPKO_ETA,YAPrep_ETA,YAPrep_ETA,WT_ETA,WT_ETA,AXLKO_ETA,AXLKO_ETA,YAPKO_ETA,YAPKO_ETA,YAPrep_ETA,YAPrep_ETA,WT_OTA,WT_OTA,AXLKO_OTA,AXLKO_OTA,YAPKO_OTA,YAPKO_OTA,YAPrep_OTA,YAPrep_OTA,WT_OTA,WT_OTA,AXLKO_OTA,AXLKO_OTA,YAPKO_OTA,YAPKO_OTA,YAPrep_OTA,YAPrep_OTA,WT_ETXA,WT_ETXA,AXLKO_ETXA,AXLKO_ETXA,YAPKO_ETXA,YAPKO_ETXA,YAPrep_ETXA,YAPrep_ETXA,WT_ETXA,WT_ETXA,AXLKO_ETXA,AXLKO_ETXA,YAPKO_ETXA,YAPKO_ETXA,YAPrep_ETXA,YAPrep_ETXA,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_C,WT_C,AXLKO_C,AXLKO_C,YAPKO_C,YAPKO_C,YAPrep_C,YAPrep_C,WT_C,WT_C,AXLKO_C,AXLKO_C,YAPKO_C,YAPKO_C,YAPrep_C,YAPrep_C,WT_EC,WT_EC,AXLKO_EC,AXLKO_EC,YAPKO_EC,YAPKO_EC,YAPrep_EC,YAPrep_EC,WT_EC,WT_EC,AXLKO_EC,AXLKO_EC,YAPKO_EC,YAPKO_EC,YAPrep_EC,YAPrep_EC,WT_OC,WT_OC,AXLKO_OC,AXLKO_OC,YAPKO_OC,YAPKO_OC,YAPrep_OC,YAPrep_OC,WT_OC,WT_OC,AXLKO_OC,AXLKO_OC,YAPKO_OC,YAPKO_OC,YAPrep_OC,YAPrep_OC,WT_ETC,WT_ETC,AXLKO_ETC,AXLKO_ETC,YAPKO_ETC,YAPKO_ETC,YAPrep_ETC,YAPrep_ETC,WT_ETC,WT_ETC,AXLKO_ETC,AXLKO_ETC,YAPKO_ETC,YAPKO_ETC,YAPrep_ETC,YAPrep_ETC,WT_OTC,WT_OTC,AXLKO_OTC,AXLKO_OTC,YAPKO_OTC,YAPKO_OTC,YAPrep_OTC,YAPrep_OTC,WT_OTC,WT_OTC,AXLKO_OTC,AXLKO_OTC,YAPKO_OTC,YAPKO_OTC,YAPrep_OTC,YAPrep_OTC,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_UT,WT_UT,AXLKO_UT,AXLKO_UT,YAPKO_UT,YAPKO_UT,YAPrep_UT,YAPrep_UT,WT_OTXA,WT_OTXA,AXLKO_OTXA,AXLKO_OTXA,YAPKO_OTXA,YAPKO_OTXA,YAPrep_OTXA,YAPrep_OTXA,WT_OTXA,WT_OTXA,AXLKO_OTXA,AXLKO_OTXA,YAPKO_OTXA,YAPKO_OTXA,YAPrep_OTXA,YAPrep_OTXA,WT_EAC,WT_EAC,AXLKO_EAC,AXLKO_EAC,YAPKO_EAC,YAPKO_EAC,YAPrep_EAC,YAPrep_EAC,WT_EAC,WT_EAC,AXLKO_EAC,AXLKO_EAC,YAPKO_EAC,YAPKO_EAC,YAPrep_EAC,YAPrep_EAC,WT_OAC,WT_OAC,AXLKO_OAC,AXLKO_OAC,YAPKO_OAC,YAPKO_OAC,YAPrep_OAC,YAPrep_OAC,WT_OAC,WT_OAC,AXLKO_OAC,AXLKO_OAC,YAPKO_OAC,YAPKO_OAC,YAPrep_OAC,YAPrep_OAC,WT_T,WT_T,AXLKO_T,AXLKO_T,YAPKO_T,YAPKO_T,YAPrep_T,YAPrep_T,WT_T,WT_T,AXLKO_T,AXLKO_T,YAPKO_T,YAPKO_T,YAPrep_T,YAPrep_T,WT_R,WT_R,AXLKO_R,AXLKO_R,YAPKO_R,YAPKO_R,YAPrep_R,YAPrep_R,WT_R,WT_R,AXLKO_R,AXLKO_R,YAPKO_R,YAPKO_R,YAPrep_R,YAPrep_R
0,1.168273,0.7335145,1.569995,1.378917,1.3439,1.706748,1.294116,1.963386,1.024742,1.672995,2.772396,1.873617,1.819206,2.657018,1.953176,1.842135,1.181931,1.42305,3.129712,2.29808,3.59124,4.313828,2.265795,1.748525,0.9092957,2.112772,2.651947,3.27775,4.03532,3.342336,1.752332,1.477409,1.137678,1.746903,4.074707,2.82609,4.532855,3.581253,2.692137,1.434044,1.536515,1.64503,3.169765,3.385598,3.783172,4.762739,2.056159,1.734098,1.144866,1.938169,4.092138,2.415951,4.01292,2.710251,1.945306,1.003281,0.8987448,1.26948,2.704378,3.297776,3.308652,3.691765,1.970727,1.520416,0.63439,1.448317,2.190949,2.35763,2.517534,2.016738,1.986622,1.22842,1.384551,1.673524,2.774103,1.853352,3.183662,2.931719,1.753288,0.9658579,0.896918,1.264222,2.655567,3.49017,2.66675,3.191993,1.314672,1.289882,0.98136,1.372446,1.737598,1.828784,2.293351,2.167149,1.595843,0.7547189,1.029966,10.97236,1.514235,2.034579,1.714294,1.972127,1.801741,1.080587,1.47408,1.481643,2.543143,2.101846,3.030007,2.882447,2.100924,1.09556,1.376612,1.851866,50.73133,2.526889,2.974111,2.865545,1.75573,2.055493,2.160064,2.268049,2.343887,2.378681,3.055155,2.802529,1.569568,1.554322,0.6751598,2.59559,3.778955,3.716094,4.673552,3.818308,2.033555,1.195811,1.40456,2.287478,3.637166,3.096847,2.315682,3.424456,1.953244,1.277573,1.842664,2.692069,2.726505,2.835258,3.133092,3.254599,1.824755,1.71117,1.30354,2.004941,3.16338,2.769613,2.542153,2.506436,2.469235,1.476897,1.251946,2.46524,2.062322,1.851781,2.910942,2.859706,1.946876,1.292836,1.14741,2.120694,1.780331,2.482159,2.977969,3.16635,1.463239,1.123764,1.520791,1.737069,2.582683,2.367003,3.5622,3.11672,2.319575,1.357234,1.115296,1.282046,2.286471,1.59236,1.837645,2.203822,1.320903,0.8147126,1.836911,1.626301,2.037157,1.480056,1.492997,1.896136,1.868205,1.943649,1.643647,2.052113,2.639689,2.125167,3.030997,3.097939,1.689095,1.501243,1.311052,1.205935,26.09682,2.437992,5.005771,3.310137,1.845652,1.277453,0.5570332,1.40893,2.352986,2.6836,4.387395,2.874901,2.525473,1.514082,1.316908,2.145962,2.771867,2.724097,4.686783,3.272253,2.844273,1.137798,1.132369,1.265229,2.35063,2.827063,4.224111,4.851911,1.526596,1.563132,0.8469973,1.320237,2.777449,2.957994,4.177656,4.694431,2.022867,1.54611,1.281192,1.421035,2.287871,2.145638,4.578098,3.255248,1.845293,0.9297318,0.8445046,1.798924,2.576708,2.933939,3.141373,4.246442,2.416821,1.188401,0.9024837,1.428171,2.573669,3.030912,4.458315,4.145815,2.231735,1.401145,1.066946,1.423801,2.591698,2.732821,3.14716,3.052304,1.795868,1.199533,0.8393486,1.08238,1.610577,1.740808,2.085951,2.120438,1.259748,1.69309,0.9866183,0.9855257,1.674856,1.913909,2.394012,1.219286,1.646993,1.430647,0.901374,2.425734,1.838567,2.263986,3.080081,3.652071,2.672981,0.9929864,1.07748,2.101043,3.240822,2.947648,4.717138,5.5143,2.056484,1.677707,1.205559,2.140891,2.410983,2.828258,4.52932,4.578985,2.989801,1.511213,1.155912,1.512767,3.258219,2.932505,3.775387,4.535808,2.199895,1.600572,0.9994228,1.655529,2.592824,2.57821,3.957281,3.913249,1.833342,1.307382,1.445039,1.495233,2.557433,3.024527,4.202036,3.691048,1.738349,1.806692,1.316037,1.668522,2.513863,2.965386,4.805712,3.57415,2.826363,1.481729,0.9226125,1.652303,3.069223,2.779447,3.388894,4.305855,2.483439,1.451971,1.511879,2.003746,2.729492,2.66465,3.845147,4.012681,1.905236,1.3677,1.005074,1.823901,2.98164,2.049108,3.154143,3.580382,1.747159,1.283992,1.150858,0.7067956,1.367512,1.561168,1.713731,3.718654,1.590568,1.022096,0.8821158,9.283542,1.777907,2.252889,2.949355,2.450028,2.52397,1.27549,1.200574,2.342248,4.04133,3.403849,4.387309,2.765362,3.235171,1.706884,1.871073,1.789704,50.83028,4.018008,5.23528,3.751861,3.019132,1.754125,1.372412,1.496343,3.064716,3.586802,3.990658,2.940511,3.220813,1.396741,1.213789,1.373829,3.140656,4.205724,3.975156,3.854246,2.937199,2.101214,1.292289,1.874368,2.992823,3.493208,3.991443,3.645139,2.615378,2.190027,1.777292,1.534415,2.746479,4.602204,4.030027,3.78884,3.520542,1.442769,1.896853,1.535952,2.771286,3.682853,4.216547,4.285794,3.607579,1.508072,1.615869,1.720491,3.731373,3.676297,5.971731,4.149503,2.671172,1.884953,1.547117,2.278174,3.545144,3.44001,5.017294,4.8129,3.558358,1.832864,2.118748,2.878383,2.641858,3.804121,4.5572,3.636159,2.859877,1.053424,1.055917,1.025271,1.662666,2.585466,3.028897,2.0789,2.24495,1.32034
3,1.308218,0.8170516,1.718186,1.561612,1.384499,1.852447,1.465953,2.204214,1.211518,1.784804,2.940955,2.0985,2.131604,2.771201,2.231087,2.204726,1.304872,1.615033,3.489384,2.331935,4.111704,4.828913,2.736185,1.964256,1.199174,2.495612,3.045458,3.747712,4.448003,3.639044,2.121258,1.679653,1.150414,2.188183,4.490924,3.035112,4.409845,3.811974,2.772891,1.772154,1.782363,1.942437,3.371667,3.631618,4.007679,5.244687,2.532626,2.001492,1.181948,2.35524,4.896932,2.66103,4.718111,3.244492,2.208892,1.320767,0.9896743,1.387863,3.065177,3.848646,3.775779,4.451708,2.199895,1.62164,0.7163564,1.504572,2.481271,2.693759,2.877445,2.281861,2.541657,1.340451,1.508465,1.941294,2.755477,2.109734,3.67529,3.357053,2.097475,1.069916,1.090216,1.452056,2.874935,4.36438,2.888354,3.359221,1.427113,1.406096,1.066177,1.571361,2.037277,1.971649,2.360003,2.271652,1.613155,0.8749282,1.146966,8.206216,1.57708,2.191256,1.71397,2.175481,1.960381,1.137866,1.613957,1.617918,3.037843,2.333831,3.436953,3.406837,2.307129,1.158302,1.780383,2.132236,54.76735,2.659135,3.349967,3.265184,2.126636,1.894139,2.850811,2.660296,2.607644,2.588283,3.556053,3.132854,1.849886,1.78069,0.7426485,2.742314,3.897372,3.792392,4.640055,3.793604,2.230318,1.196938,1.356773,2.29161,4.201319,3.181306,2.495851,3.330539,2.150128,1.370261,1.900558,2.99074,2.898786,3.108354,3.779194,4.040425,2.373166,2.047025,1.52132,2.453664,3.534029,3.136097,3.107142,2.887706,2.910549,1.643271,1.301099,2.741477,2.411051,2.174917,3.388911,3.46485,2.146201,1.604157,1.332308,2.380951,2.037225,2.682986,3.57946,3.576353,1.645644,1.180633,1.57119,1.598063,3.04037,2.355137,3.629312,3.142431,2.785747,1.619642,1.209503,1.364422,2.452128,1.734098,1.809423,2.280512,1.440361,0.8706601,2.110314,1.46131,2.517721,1.4651,1.796192,1.951435,2.046752,2.250516,1.897348,2.254784,2.648021,2.362393,3.44421,3.487062,1.798907,1.652934,1.324932,1.38117,20.3743,2.878589,5.536255,3.680275,2.198239,1.426293,0.7154003,1.49607,2.731404,3.085784,4.687585,3.010681,2.788871,1.594631,1.445773,2.428567,2.976655,2.889737,5.16436,3.515574,3.041514,1.220191,1.156868,1.500731,2.613978,3.358351,4.74174,4.96005,1.64211,1.817977,0.7802768,1.500799,3.16997,3.342627,4.602016,5.185666,2.281332,1.748508,1.290019,1.577848,2.516868,2.45865,5.038789,3.800006,2.100292,0.9869086,0.9365951,2.004804,2.975477,3.340117,3.50574,4.861267,2.897591,1.294048,0.9855769,1.654488,3.084947,3.550829,4.993188,4.652091,2.564382,1.589987,1.166224,1.470205,2.895969,2.9295,3.611762,3.758929,2.392441,1.267243,0.8557214,1.218398,1.599223,1.925194,2.23725,2.39741,1.404252,1.984573,1.099691,1.06389,2.001117,2.035723,2.713973,1.503445,1.890451,1.511606,0.8974472,2.453562,1.979144,2.472991,3.454283,4.02972,3.14658,0.9954962,1.223145,2.459674,4.455105,3.523103,5.280061,5.814559,2.381583,1.957871,1.335142,2.453528,2.658486,3.330181,5.104195,4.9846,3.466097,1.732493,1.389638,1.706133,3.460224,3.208606,3.808389,4.933041,2.431214,1.817823,1.016888,1.94633,2.777057,2.698198,4.174958,4.328101,2.205529,1.388887,1.821562,1.717657,2.9015,3.391916,4.861403,4.058317,1.994578,2.129196,1.535542,1.886063,3.146768,3.232217,4.744557,4.008516,3.227163,1.727781,1.100682,1.92446,3.407281,2.679127,4.020501,4.786334,2.721655,1.762012,1.585275,2.19071,3.032824,2.916695,3.913335,4.583885,2.069596,1.455454,1.234737,2.257515,3.51332,2.502987,3.677048,4.176102,1.914523,1.610252,1.31264,0.9125396,1.791155,1.586538,1.884953,4.01514,1.995807,1.109696,0.8579921,12.09201,1.964376,2.238086,3.042573,2.360976,2.715731,1.368195,1.337908,2.849582,4.425689,3.646146,4.993803,3.1019,3.396662,1.876827,2.093617,2.03014,53.61934,4.270753,6.085351,4.236625,3.428742,1.98138,3.158719,1.652166,3.654171,3.860581,4.180695,3.25658,3.687274,1.444903,1.31095,1.67028,3.76108,4.497805,4.621377,4.204324,3.191328,2.316297,1.473363,2.124962,3.280687,4.098472,4.452118,3.880914,2.938633,2.149786,2.156035,1.876093,3.056607,5.299012,4.290234,4.47112,4.145798,1.677519,2.077449,1.614316,3.273055,3.965424,4.95416,4.659176,3.803916,1.766451,2.123101,2.032906,4.165722,4.115084,6.77171,4.768356,3.186838,2.036696,1.785743,2.832048,3.875604,3.74819,6.097813,5.164411,4.064566,1.995687,2.164298,3.047148,2.596188,4.485393,4.519879,3.733644,3.011107,1.263044,1.137132,1.071675,1.653908,2.777979,3.122815,2.09978,2.359747,1.406182
6,1.384772,0.8967302,1.884254,1.614828,1.541296,1.997309,1.536891,2.21876,1.33241,2.091005,2.936158,2.218692,2.153901,2.922926,2.279522,2.278344,1.525298,1.636118,3.156414,2.653535,4.321716,4.841258,2.892503,2.018053,1.211091,2.707639,3.217824,4.068612,5.040924,3.943025,2.356794,1.861598,1.283753,2.338577,4.382154,3.276282,4.701414,4.117935,2.894551,1.798787,1.963078,2.081051,3.684799,3.804991,4.453637,5.900401,2.63508,2.140038,1.47676,2.494656,5.233624,3.027617,5.604786,3.877738,2.567898,1.547322,1.133,1.716069,3.522318,4.288492,4.478495,4.857562,2.704088,1.765376,0.7268049,1.942642,2.838689,2.933204,3.293867,2.602283,2.941638,1.705979,1.834725,2.28449,3.067516,2.14504,4.126813,3.763846,2.424658,1.363312,1.211962,1.685543,3.277579,4.753691,3.185045,3.645719,1.776422,1.570883,1.267841,1.820452,2.098329,2.567779,2.328401,2.739189,1.95683,0.9974254,1.254627,8.991049,1.634052,2.364203,1.800699,2.171434,2.182207,1.145993,1.643357,1.585514,3.174767,2.444633,3.855731,3.563633,2.440826,1.288209,1.908172,2.371664,42.26117,2.771491,3.864439,3.6442,2.351501,2.68092,2.697737,3.114586,2.659391,2.83618,4.011213,3.738168,2.011053,2.207731,0.6691673,2.868601,4.613933,4.004316,4.703907,4.350039,2.403351,1.331915,1.424159,2.500256,4.539564,3.374092,2.52928,3.775455,2.203941,1.360273,2.208875,3.395262,3.271313,3.426505,3.893018,4.508679,2.530219,2.252172,1.640813,2.740521,3.590557,3.550198,3.476067,3.321098,3.11112,1.785248,1.514679,3.331427,2.545772,2.271788,3.972714,4.223581,2.424419,1.683529,1.520518,2.828736,1.93443,2.713905,3.966278,4.013774,1.938852,1.505631,1.742805,1.74774,3.162235,2.281383,3.659002,3.127748,2.871674,1.616979,1.052161,1.437817,2.597417,1.808263,1.939193,2.280154,1.507048,0.899496,2.194602,1.462317,2.659494,1.519528,1.819633,2.095973,2.091927,2.159261,2.215943,2.597605,2.842275,2.177017,3.624037,3.557914,1.993212,1.92504,1.560656,1.532452,22.58673,3.069019,5.870199,3.992536,2.655157,1.54232,0.7307829,1.764659,3.30884,3.336446,5.105646,3.204405,3.261872,1.836672,1.484853,2.921783,3.366853,3.126758,5.49115,3.87528,3.207035,1.385865,1.183911,1.719894,2.851563,3.400247,4.796066,5.317639,1.688633,2.099439,0.8737503,1.808467,3.550419,3.712218,4.933757,5.417156,2.730619,1.910204,1.641188,1.672534,2.687613,2.798568,5.728255,3.998375,2.430223,1.190672,1.18427,2.409378,3.329976,3.704364,4.140164,5.429055,3.398762,1.479833,1.180872,2.051549,3.406854,3.759919,5.649891,5.29191,2.905803,1.818148,1.490333,1.815382,3.010134,2.947973,4.152064,4.136322,2.801983,1.497367,1.030581,1.321586,1.817021,2.154003,2.6962,2.588386,1.541483,2.131809,1.141929,1.14898,2.184034,2.304653,2.769272,1.604687,2.069237,1.631662,0.9714748,2.509151,2.145125,2.387866,3.560441,4.00616,3.239456,1.321671,1.40036,2.46582,4.603639,3.832598,5.324963,5.887152,2.492659,2.049159,1.406677,2.468654,2.574574,3.547141,4.396426,4.820155,3.722359,1.625328,1.470358,1.945357,3.947617,3.604369,4.673006,5.322129,2.636616,2.090697,0.9825038,2.18301,3.687445,2.832099,4.493536,4.802912,2.315597,1.461993,1.747535,2.023533,2.895439,3.626188,5.092073,4.546598,1.931528,2.277986,1.470717,1.904553,3.176662,3.446651,4.943284,4.097157,3.452166,1.684826,1.182187,2.02973,3.87347,2.825526,4.195155,4.72354,2.996527,1.794929,1.589253,2.614012,3.244731,3.338017,4.241525,4.60526,2.150674,1.670229,1.511418,2.572423,3.78867,2.650206,3.897218,4.557422,2.349094,1.785726,1.387589,1.120127,2.098209,1.909111,2.306258,4.184417,2.085575,1.333759,0.9541459,7.0446,1.846506,2.499624,2.776664,2.351774,3.086245,1.382587,1.456154,3.012098,4.746605,3.948215,5.112099,3.432173,3.323266,2.227228,2.365381,2.308887,43.32398,4.907944,6.628264,4.970976,3.966961,2.41969,1.921165,1.759195,3.877602,4.245879,4.878032,3.721778,3.986543,1.554595,1.296796,1.730188,4.113906,4.646577,4.735081,4.472963,3.486738,2.544901,1.564651,2.084756,3.428298,4.647943,4.387326,4.086043,3.120459,2.43246,2.288212,1.941549,3.352221,5.562428,4.603451,4.639252,4.244956,1.664783,2.331645,1.699441,3.604113,4.467961,5.044065,4.602511,4.268141,1.877783,2.416104,2.473349,4.125584,4.346557,7.437241,5.033479,3.412574,2.338372,2.131774,3.150131,4.037198,3.982275,6.450315,5.943338,4.342255,2.401678,2.260128,3.107039,2.685803,4.265785,4.860225,3.905072,3.277869,1.219918,1.270351,1.187787,1.953774,3.184908,3.413547,2.084261,2.511797,1.513996
9,1.507662,0.9901694,2.291046,1.430818,1.67489,1.996592,1.630228,2.517687,1.404782,2.250225,2.949936,2.306344,2.242167,3.056538,2.439084,2.329033,1.708899,1.859686,3.553578,2.803041,4.701687,5.327319,3.137497,2.074017,1.17978,2.801112,3.510332,4.199065,4.982227,4.163178,2.467169,1.912304,1.501738,2.501963,4.495397,3.49693,5.091459,4.41845,3.20181,1.942386,2.317458,2.217514,3.766475,3.948625,4.988663,6.475429,2.974213,2.347694,1.528167,2.849838,5.509809,3.141014,5.590718,4.230581,3.017885,1.604192,1.316294,1.972195,3.703562,4.636981,5.052242,5.191932,2.967674,2.117365,0.9004691,2.12008,3.291135,3.054148,3.664124,2.855916,3.052287,1.90177,2.054213,2.858545,3.111393,2.464557,4.398185,4.127581,2.652477,1.38945,1.41622,1.779973,3.485935,4.797893,3.799699,3.889792,2.104048,1.732647,1.479475,2.044976,2.320702,2.60469,2.354881,2.825117,2.109392,0.9756405,1.381802,3.692618,1.668095,2.423685,1.943189,2.381498,2.205204,1.206396,1.497214,1.868581,3.346963,2.655243,3.656014,3.709486,2.609795,1.427693,2.068008,2.52718,54.11711,2.909593,4.005852,3.634503,2.830051,2.547052,3.269965,3.360502,2.960077,2.608105,4.229011,3.952637,2.357135,2.213485,0.6263317,3.094934,4.944513,4.033903,5.374833,4.648693,2.586354,1.4707,1.553468,2.801044,4.245503,3.60915,2.795803,4.10327,2.411648,1.53503,2.453767,3.729752,3.681726,3.795465,4.095348,4.923019,2.89602,2.456055,1.838601,2.894586,4.056507,3.696648,3.538656,3.446719,3.51134,1.917733,1.69898,3.963819,2.783801,2.554325,4.02371,4.185782,2.667518,1.902316,1.797541,3.015222,2.239111,3.057357,4.344167,4.32805,2.266906,1.672636,1.871483,1.946279,3.191106,2.617682,3.99665,3.369704,3.18216,1.58927,1.281363,1.565949,2.711105,1.902026,2.000092,2.458308,1.602757,0.9856452,2.31657,1.785539,2.767718,1.537386,1.814938,2.286044,2.258625,2.470942,2.23807,2.453118,3.020992,2.61729,3.695043,3.782746,2.194432,1.699304,1.606548,1.61925,31.09818,3.188562,6.562141,4.076927,2.633458,1.756703,0.9391731,1.883741,3.138829,3.63802,5.715605,3.568055,3.345324,2.040008,1.727525,3.072109,3.476921,3.424456,5.48753,4.541118,3.450663,1.480346,1.308355,1.783558,3.064699,3.847553,5.37065,5.77833,1.867898,2.150537,1.031451,1.90037,3.660624,3.811837,5.680674,5.60202,2.844665,2.012436,1.932006,1.837133,3.172786,3.007437,6.249659,4.491949,2.790322,1.216093,1.355032,2.321743,3.557111,4.084745,4.304711,6.234771,3.448273,1.606531,1.298913,2.379381,3.670578,3.947754,6.227942,5.662492,3.412301,2.100531,1.552,1.944708,3.083701,3.13468,4.646388,4.35115,2.857265,1.623894,1.144046,1.639652,2.246606,2.266444,2.798381,2.77803,1.717213,2.265744,1.225552,1.169963,2.02623,2.542289,2.854311,1.668795,2.261374,1.467678,1.080638,2.662669,2.079429,2.43555,3.8257,4.345481,3.315771,1.27298,1.327937,2.776323,4.790721,4.06897,5.259762,5.72986,2.518148,2.091039,1.507833,2.520538,2.65736,3.28096,5.05045,5.058013,3.590318,1.699731,1.433225,1.929616,3.792221,3.843388,4.801,5.346287,2.912683,2.18149,1.155263,2.246213,3.59334,3.269094,4.022447,4.480748,2.426467,1.420472,1.790831,2.122845,3.069923,3.483119,4.93596,4.436359,2.032394,2.236175,1.54693,1.803619,3.375321,3.482213,4.777183,4.110389,3.564982,1.769029,1.37796,1.993826,4.317345,2.833824,4.399363,4.861369,3.186121,1.928164,1.783541,2.613295,3.49985,3.672609,3.996172,4.621411,2.42686,1.715369,1.730428,2.756535,4.104533,2.819841,4.035252,4.634284,2.784996,1.684502,1.623074,1.161904,2.178178,1.979297,2.24635,3.509513,2.392322,1.339308,1.004186,5.939959,2.143725,2.49242,3.069479,2.585295,3.149994,1.574502,1.602604,2.98823,4.790466,4.015362,5.851334,3.561038,3.562319,2.180107,2.507154,2.446921,50.66055,5.236764,6.891235,5.379613,4.567205,2.700315,2.626953,1.873293,4.245093,4.406243,4.622009,3.636825,4.53084,1.595024,1.465185,1.770515,4.377475,5.151675,5.33664,4.470403,3.509666,2.476013,1.683921,2.263884,3.852027,4.211221,4.410152,4.056592,3.184874,2.446852,2.106251,2.036406,3.561295,5.421885,5.062606,4.586241,4.233142,1.834384,2.246179,1.710862,3.894436,4.427362,4.738479,4.33365,4.036686,2.367088,2.740845,2.496773,4.535928,4.783944,7.642028,5.599203,3.784692,2.64686,2.075861,3.478167,4.219347,4.773495,6.721208,6.276019,5.222151,2.483474,2.568155,3.618796,2.801078,4.482217,5.26806,4.033271,3.398215,1.508652,1.239398,1.318035,2.029901,3.289308,3.569353,2.349418,3.015051,1.642401
