Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
GCNP SHH UP EARLY.V1 UP,-0.44071428096472776,-1.7568907610364934,0.0,0.03440362230446379,174,126,TIA1;NR0B1;ADCY6;MBTD1;VHL;TOP2B;SLC27A1;ARHGEF1;CD2BP2;IRF6;CSF1;NEK9;OXNAD1;BCKDHA;RNF103;FIP1L1;ARHGAP8;INTS7;SNAPC2;MTA1;NTHL1;MLLT10;FOXK1;KIAA2013;HMGCL;MRPL9;SLC35E1;DHODH;PPP1CB;CHEK1;RIMKLB;CD55;RBM39;IRF5;DCPS;SDC3;ARL5A;ATF1;TINF2;SHC1;MATR3;FNTB;MPDZ;FOSL1;ZNF281;CKS2;LATS1;RC3H2;SRSF10;CLIP4;JMJD8;RHPN2;FTSJ3;RBBP6;LUC7L3;GTF2H1;DOLPP1;LUC7L2;AURKA;LARP7;SEC62;STAG2;CNOT2;MAPK14;CD276;OXSM;AFF4;GNL3;MSH6;GPATCH2;PARG;NVL;AZIN1;TNPO1;KIF1B;LOXL2;ENST00000646180.1;MAN1A1;SLC23A2;STRN3;COX7B;RLIM;TBP;E2F3;DARS;STYX;PHTF2;ATL2;AURKB;CDC23;GGPS1;UPF3B;PDS5B;RPL39L;NUP107;VPS4B;DNAJC3;ABCB10;SMC2;SRSF1;PUM2;TRAIP;EPB41L4B;LBR;UBE2T;FBXO45;ANKRD13C;KIFC1;MRPL50;E2F8;FEN1;POLA2;MCM10;RYK;XPO1;ANLN;MCM5;TYMS;PRC1;NAP1L1;DHFR;SEH1L;TOP2A;MCM6;RRM1;KIF4A,RLIM;TBP;E2F3;DARS;STYX;PHTF2;ATL2;AURKB;CDC23;GGPS1;UPF3B;PDS5B;RPL39L;NUP107;VPS4B;DNAJC3;ABCB10;SMC2;SRSF1;PUM2;TRAIP;EPB41L4B;LBR;UBE2T;FBXO45;ANKRD13C;KIFC1;MRPL50;E2F8;FEN1;POLA2;MCM10;RYK;XPO1;ANLN;MCM5;TYMS;PRC1;NAP1L1;DHFR;SEH1L;TOP2A;MCM6;RRM1;KIF4A
SNF5 DN.V1 UP,-0.4081014148115004,-1.7139380021458785,0.02,0.041391858085058,177,86,PPP4C;MMP14;RABAC1;TERF1;POFUT2;ACTL6A;EWSR1;MLF2;ENST00000644514.2;IER5L;C1R;LGALS3BP;ADI1;TREX1;C1S;RNF13;ENST00000383066.8;RCC1;LSM2;INPP5B;FBLN1;LRP5;NDE1;LCP1;CD9;GALC;CSF1R;ASS1;VAMP5;PPIL2;PRPS1;ENST00000429645.6;PNN;PSMB9;LAMB2;TAP2;PIGP;SMAD2;GBP1;CD109;CD68;ABHD14A;PLD3;PSMD8;APOE;ZNFX1;DDX3X;ZMYND19;DCAKD;FBXO6;HAT1;GTF2A1;ERAP1;SEMA4D;ZWILCH;FDPS;SLC6A6;DENND4C;GTF3A;MEST;PLCE1;DARS;RBL1;AURKB;SLC1A5;ATP1B1;STOML2;USP15;GOT1;TIPIN;ABI3BP;ANPEP;GRK6;PITPNB;CORO1C;ABCE1;NCAPG2;CKAP2;MCM5;UBE2C;IARS;COPS4;FNBP1;DTL;KIF20A;BUB1,DENND4C;GTF3A;MEST;PLCE1;DARS;RBL1;AURKB;SLC1A5;ATP1B1;STOML2;USP15;GOT1;TIPIN;ABI3BP;ANPEP;GRK6;PITPNB;CORO1C;ABCE1;NCAPG2;CKAP2;MCM5;UBE2C;IARS;COPS4;FNBP1;DTL;KIF20A;BUB1
E2F3 UP.V1 UP,-0.4851369587962057,-1.7175821136922322,0.046511627906976744,0.04184671366841028,196,98,SBK1;ARRDC2;MAP6D1;MMP15;SH3BGR;SMAD6;TLE2;FBXL16;ENO2;ZDHHC23;SYNGR3;CDKN1C;KLF16;PDXP;NUDT22;EEF1A2;LIN7B;RHOBTB2;TP53I13;PIN1;ZNF703;L3MBTL3;ZDHHC14;TMEM158;ZDHHC12;APOLD1;SAMD1;CBX2;TLCD1;SIX5;PEG10;GCH1;SLC27A2;INHBB;RTN4R;MBOAT1;UGT8;ZIC2;NGEF;ABCG2;LRRC45;EGLN1;CDK19;PLXND1;KCNS3;EPHX4;INA;PTCH1;ATP6V1E1;CHML;CABLES2;SNRNP25;WNT9A;NPTX1;CD83;TMEM201;CCNE1;CCP110;RASGRP1;SLC4A3;RECQL4;DHRS13;GPR160;TIFA;SAC3D1;MFHAS1;TSPAN5;PCOLCE2;CDKN2C;FANCA;CRY1;HSPA2;ABHD15;UNG;DDAH1;DCLRE1B;SNX10;TIAM1;CCNE2;TAF5;DCK;TMEM97;FEN1;MANEAL;FOXD1;RAB26;TSHZ1;POLE2;BRI3BP;PXMP2;ZNF367;POLE;GINS1;PCNA;TMEM106C;E2F7;ATAD2;DTL,RASGRP1;SLC4A3;RECQL4;DHRS13;GPR160;TIFA;SAC3D1;MFHAS1;TSPAN5;PCOLCE2;CDKN2C;FANCA;CRY1;HSPA2;ABHD15;UNG;DDAH1;DCLRE1B;SNX10;TIAM1;CCNE2;TAF5;DCK;TMEM97;FEN1;MANEAL;FOXD1;RAB26;TSHZ1;POLE2;BRI3BP;PXMP2;ZNF367;POLE;GINS1;PCNA;TMEM106C;E2F7;ATAD2;DTL
RB DN.V1 UP,-0.43597873371705154,-1.7210816289286923,0.0,0.04336289894625123,137,101,BBC3;CRIP2;DNASE1L1;EI24;SLC25A42;SLC24A1;NUMBL;MAPK13;IFT27;TPRA1;MYC;SLC35B2;GNB1L;MANSC1;PLEKHA6;NOXO1;POLD4;PDXP;LCMT1;PCBP2;PEX11B;SULF2;TMEM54;LAGE3;SLC2A8;MAN1B1;PLA2G6;SIVA1;MRPL49;AAAS;DNMT1;ARHGEF40;ADA;RAD51C;PMM1;AKR1C3;RRM2;ZNF688;SPOCK1;RAD54L;SMARCA1;OVOL2;TNFRSF18;PPM1M;PMS2;DCXR;STMN1;SLC7A7;SPICE1;EPHX1;TTI1;CTC1;NME4;ACOX3;PRKAB1;FBP1;HAT1;CLN6;UCK1;GRB7;HES1;NXT1;MSH6;PLXNB2;ARTN;RPA1;CCNE1;IER2;MDM2;SFRP1;ST3GAL4;RP9;ZW10;NUDT5;VPS16;HEATR5B;MCM7;FAM118A;CTDSP1;STUB1;TIPIN;ZBTB2;ID1;TIMELESS;DNA2;CCNE2;NANS;UBE2T;SLBP;AHCY;MCMBP;PRIM1;DSN1;POLE2;RFC3;DNAJC9;GCLM;PCNA;MCM6;TUBG1;BAZ1B,MDM2;SFRP1;ST3GAL4;RP9;ZW10;NUDT5;VPS16;HEATR5B;MCM7;FAM118A;CTDSP1;STUB1;TIPIN;ZBTB2;ID1;TIMELESS;DNA2;CCNE2;NANS;UBE2T;SLBP;AHCY;MCMBP;PRIM1;DSN1;POLE2;RFC3;DNAJC9;GCLM;PCNA;MCM6;TUBG1;BAZ1B
ERB2 UP.V1 DN,-0.4620581079354718,-1.629955642773984,0.0,0.0662269729360928,197,142,CASP6;IFI6;ZNF84;CCDC59;ATP8B1;SMAD7;FHL2;ALG13;HSPA4L;CETN3;CHD1;MYC;ZCCHC2;ADAM9;ARMCX5;MED17;PTBP2;TAF1D;HSPB8;IRS1;AMIGO2;LAMB1;EHBP1;MGP;GULP1;RHOBTB3;IGF1R;FOLR1;PMAIP1;HIRA;SLC26A2;ASS1;HS2ST1;KANK1;ZBTB11;HAUS3;CLIC3;TM4SF1;ATF1;PLA2G12A;OAS1;PEG10;JAK2;GOLGA8A;NRIP1;BTG3;MAP4K3;MPDZ;CPOX;TRMT61B;KRR1;ANKRD12;MATN2;PUS1;ANXA3;STIL;DDX58;FKTN;BRWD1;ZNF267;TFPI2;IFI44;CAV1;RAB31;NOL8;ADD3;ABLIM1;CBR4;PSPH;PRMT3;MRPL19;DDX60;RIF1;RANBP6;TAF2;PDZK1;HERC6;LIN7C;RAD51AP1;LTN1;FLNB;MBNL2;DBF4;ENST00000616334.2;ATR;RRP15;RASGRP1;ECT2;EIF2S3;GOLGA4;FASTKD1;ZNF43;GNL2;IFT57;INPP5F;CUL5;KLF10;RPRD1A;AGL;ENST00000635371.2;MTIF2;RMI1;CEBPZ;KCTD3;SMC3;TOPBP1;NRCAM;RNF138;USP16;HSPA13;WDR43;DNAJB14;SS18;RPAP3;ACTR6;RBBP8;AASDHPPT;LPGAT1;STK17A;ERI2;TIAM1;UBA6;RAD54B;ARHGAP29;IFIH1;MAD2L1;NOC3L;MSH2;PLK4;FBXO5;RECQL;NPEPPS;TMED5;NCAPG;SMARCA5;CENPE;TTK;ENST00000644756.2;SSB;DEPDC1;NAA15;DTL,HERC6;LIN7C;RAD51AP1;LTN1;FLNB;MBNL2;DBF4;ENST00000616334.2;ATR;RRP15;RASGRP1;ECT2;EIF2S3;GOLGA4;FASTKD1;ZNF43;GNL2;IFT57;INPP5F;CUL5;KLF10;RPRD1A;AGL;ENST00000635371.2;MTIF2;RMI1;CEBPZ;KCTD3;SMC3;TOPBP1;NRCAM;RNF138;USP16;HSPA13;WDR43;DNAJB14;SS18;RPAP3;ACTR6;RBBP8;AASDHPPT;LPGAT1;STK17A;ERI2;TIAM1;UBA6;RAD54B;ARHGAP29;IFIH1;MAD2L1;NOC3L;MSH2;PLK4;FBXO5;RECQL;NPEPPS;TMED5;NCAPG;SMARCA5;CENPE;TTK;ENST00000644756.2;SSB;DEPDC1;NAA15;DTL
CTIP DN.V1 DN,-0.41760936548107347,-1.544403499912328,0.0,0.1384366346038074,141,45,BCAM;STAG3;RASGRF1;ZBTB22;MAPK11;CTF1;OXNAD1;RPL13P5;CDKN1C;ZSCAN2;KCTD17;PLEKHH3;CHST15;HIBADH;ARL5A;OLFML2A;TSPAN7;CCDC82;MGA;EDN1;KRT13;MORN1;RAC3;CARD10;MAOB;GPR19;HIP1;CTNNBIP1;IL1RN;TFCP2L1;ABLIM2;KPNA1;FOXRED2;IQCG;FAM169A;EDEM1;SLC35D1;ADAM15;DDAH2;KLK5;ABI3BP;ANO1;CYBRD1;MYH14;RNF19A,GPR19;HIP1;CTNNBIP1;IL1RN;TFCP2L1;ABLIM2;KPNA1;FOXRED2;IQCG;FAM169A;EDEM1;SLC35D1;ADAM15;DDAH2;KLK5;ABI3BP;ANO1;CYBRD1;MYH14;RNF19A
MTOR UP.N4.V1 UP,-0.3953709914071364,-1.5503886128315392,0.022222222222222223,0.14043666136001817,196,144,STX4;GPRC5C;OPN3;VEGFA;CUTC;E2F5;DBN1;PHACTR2;GAS2L1;CEBPB;ADAM9;ATF3;ASCC1;ADM;ARL4A;CALML4;ASPHD1;VPS33B;BATF;COX10;ABHD6;MRPL22;MGAT4A;GBE1;SYNPO;RRP9;HYAL3;RRP12;TSC22D3;TRAF3IP2;PTS;PDXK;CEBPG;ASS1;VARS;EIF4EBP1;DDIT3;KLHL7;PLS1;TIMM44;TFPT;GLRX2;GCH1;DDIT4;SLC39A4;YRDC;PCK2;SREBF1;UGCG;RIT1;SSTR2;FKBP11;SLC6A9;RPAP1;PJA1;ANXA3;HERPUD1;SAR1B;CLPB;GALK2;SPRED2;NME7;APOL6;EIF2B3;SEC24D;COASY;BHLHE40;PDHX;BNIP3;PFKM;ASNS;MRPL39;IDH3A;PSPH;FAH;NFIL3;ETNK1;EBNA1BP2;CDK16;NQO2;ARL3;CHUK;CCDC86;IFI30;CHORDC1;TRIB3;PYCR1;IDH1;POLR3G;LIMA1;PECAM1;LARS2;TBRG4;CLIC4;SLCO4A1;GTF2E2;SLC6A6;RRP15;SDF2L1;NUP155;PCCA;PANK3;IFRD1;PHGDH;BCAT1;PIR;ACACA;TUBB2A;SLC25A32;SLC4A1AP;PTPRK;MAST2;CNIH4;SLC1A5;DHCR7;MSMO1;BSPRY;MARS;LGMN;LDLR;GALE;ARG2;GOT1;FAM129A;SARS;CDRT1;SLC3A2;LPCAT4;MIPEP;COQ2;E2F6;SLC39A14;GFPT1;RBM28;NANS;SLC31A1;ADARB1;VPS54;SLC7A5;RABEPK;SLC7A11;ISOC2;ELOVL6;ENST00000644756.2,ASNS;MRPL39;IDH3A;PSPH;FAH;NFIL3;ETNK1;EBNA1BP2;CDK16;NQO2;ARL3;CHUK;CCDC86;IFI30;CHORDC1;TRIB3;PYCR1;IDH1;POLR3G;LIMA1;PECAM1;LARS2;TBRG4;CLIC4;SLCO4A1;GTF2E2;SLC6A6;RRP15;SDF2L1;NUP155;PCCA;PANK3;IFRD1;PHGDH;BCAT1;PIR;ACACA;TUBB2A;SLC25A32;SLC4A1AP;PTPRK;MAST2;CNIH4;SLC1A5;DHCR7;MSMO1;BSPRY;MARS;LGMN;LDLR;GALE;ARG2;GOT1;FAM129A;SARS;CDRT1;SLC3A2;LPCAT4;MIPEP;COQ2;E2F6;SLC39A14;GFPT1;RBM28;NANS;SLC31A1;ADARB1;VPS54;SLC7A5;RABEPK;SLC7A11;ISOC2;ELOVL6;ENST00000644756.2
SRC UP.V1 DN,-0.3697195071275601,-1.4705451996033578,0.04878048780487805,0.21971918652669883,179,94,ZNF782;NYNRIN;UNC119;STARD3;IFI6;CPPED1;COQ4;ACTL6A;ZBED2;ZNF628;MAP3K6;SCRN2;SH3TC2;CDK11B;PTBP2;IRAK2;MEGF6;LFNG;ZNF451;PTGER4;CARD16;CSAD;WASH3P;MYSM1;NRP1;PLAT;CAPN12;RNF220;MCM4;NFKBIE;PIK3C2B;RARA;ZNF3;SERPINB2;ADA;POLR1A;S100A9;LYPD3;SLC12A5;ABHD3;POP1;NOL12;MN1;B3GNT3;ACSL4;SEMA6B;GDPD3;UHRF1;SPRR1B;TTC14;SPNS3;RNF168;TMEM14A;SYT15;PKP2;COL8A1;TMOD1;MON1A;PPIL1;ARRDC3;OTUD6B;ENST00000616334.2;RAP1A;ZNF721;CTDP1;KIAA1841;DCAF17;RTN4IP1;LIG1;COMMD9;S1PR3;PHLDA2;COBL;DTWD1;GTF2H2;SOAT1;ZNF789;FANCL;RACGAP1;EZH2;EMB;EIF3CL;CDCA7;E2F8;PC;DPYD;PLK4;CHAC2;MCM5;MCM3;SUV39H2;GINS1;CENPH;ATAD2,OTUD6B;ENST00000616334.2;RAP1A;ZNF721;CTDP1;KIAA1841;DCAF17;RTN4IP1;LIG1;COMMD9;S1PR3;PHLDA2;COBL;DTWD1;GTF2H2;SOAT1;ZNF789;FANCL;RACGAP1;EZH2;EMB;EIF3CL;CDCA7;E2F8;PC;DPYD;PLK4;CHAC2;MCM5;MCM3;SUV39H2;GINS1;CENPH;ATAD2
NFE2L2.V2,-0.33853689457726654,-1.4737902216928807,0.08333333333333333,0.2299547671392111,481,223,PTDSS2;CDKN2B;CBR1;NUTF2;PNPLA4;ABCC2;NR0B1;FTH1;REPS2;RAB42;CD101;SRI;TMEM18;HPN;KIAA0232;GPX2;PTGR1;WNT11;ENTPD6;NUMBL;MPP3;PDE6B;AKR1B1;TREX1;CBR3;C1S;ALOX12P2;TMEM237;ABHD4;LCN2;TPPP3;ARHGAP8;SCARA3;G6PD;FZD7;ALDH3A1;ITGB8;NDUFC2;PSAT1;ALDH3A2;UGT1A6;MDFIC;ACOT11;CBWD6;TSKU;TFRC;NQO1;NUPR1;PCSK6;GPNMB;ZNF143;AIFM2;UGT1A1;PPIF;AKR1C1;PHLDB1;FUT1;TRIML2;HLA-DQB1;TNFRSF11B;TKT;BCAN;ALDH7A1;OSTF1;IGFBP3;NRG4;TMEM64;HDAC9;ADAMTS12;GLP2R;EFCAB11;L1CAM;TSPAN7;CSTA;AKR1B15;BCL2L11;UBE2D4;PTPMT1;CAMKK1;SPDYE3;FTL;AKR1C3;TPD52L1;MAFG;TALDO1;CYP4F11;NAV2;RRM2;PANX2;PCK2;SPPL2B;SREBF1;GGA2;TRIM29;TRIM16L;GPC1;TM9SF3;CBS;NINJ2;RPL22L1;UGT1A4;SQSTM1;SF1;GCLC;OSGIN1;EPHX1;RABL3;ZSWIM6;PLXND1;HTATIP2;UBE2D1;PRR5;ICMT;PCSK9;IL18R1;UCHL1;AKR1B10;TXNRD1;MED29;ASNS;ABCB6;MACC1;FAM86DP;UNKL;SRGN;MMP7;GSR;NCF2;NEDD4;CRTAP;SIAE;PPIA;NQO2;PDZK1;ATPAF1;RAB15;PARL;SLC48A1;FECH;CBWD1;IDH1;NFE4;MGST1;NLN;HPDL;DBF4;HMOX1;SFN;ZNF486;METTL3;STC2;SPP1;KCNE4;SYK;SRXN1;SMG6;RTKN2;UBE2N;EMP2;SLC6A6;GPT2;CYCS;MAP2;NFE2L2;UGT1A3;PHGDH;PGD;DGKG;BCAT1;PIR;CDC45;ANKS6;GLA;IMPACT;CCDC138;DMD;SUB1;CKAP4;JDP2;SMC5;METAP2;ELAVL1;NT5DC1;MARS;EIF1AX;FERMT1;ASF1A;STYK1;PALLD;PPAT;LRPPRC;B4GALNT1;NRCAM;HJURP;P2RY6;PA2G4;DBF4B;SHMT1;MTHFD2;PFN2;IDE;CCND3;LRP8;MTBP;RDM1;EIF2S2;MCM10;BRIP1;UGDH;SLC7A11;MCM3;GRPR;ZNF367;SUV39H2;ZNF326;GCLM;NEIL3;WDHD1;NAP1L1;DHFR;ME1;ORC1;ESCO2,UBE2D1;PRR5;ICMT;PCSK9;IL18R1;UCHL1;AKR1B10;TXNRD1;MED29;ASNS;ABCB6;MACC1;FAM86DP;UNKL;SRGN;MMP7;GSR;NCF2;NEDD4;CRTAP;SIAE;PPIA;NQO2;PDZK1;ATPAF1;RAB15;PARL;SLC48A1;FECH;CBWD1;IDH1;NFE4;MGST1;NLN;HPDL;DBF4;HMOX1;SFN;ZNF486;METTL3;STC2;SPP1;KCNE4;SYK;SRXN1;SMG6;RTKN2;UBE2N;EMP2;SLC6A6;GPT2;CYCS;MAP2;NFE2L2;UGT1A3;PHGDH;PGD;DGKG;BCAT1;PIR;CDC45;ANKS6;GLA;IMPACT;CCDC138;DMD;SUB1;CKAP4;JDP2;SMC5;METAP2;ELAVL1;NT5DC1;MARS;EIF1AX;FERMT1;ASF1A;STYK1;PALLD;PPAT;LRPPRC;B4GALNT1;NRCAM;HJURP;P2RY6;PA2G4;DBF4B;SHMT1;MTHFD2;PFN2;IDE;CCND3;LRP8;MTBP;RDM1;EIF2S2;MCM10;BRIP1;UGDH;SLC7A11;MCM3;GRPR;ZNF367;SUV39H2;ZNF326;GCLM;NEIL3;WDHD1;NAP1L1;DHFR;ME1;ORC1;ESCO2
ESC J1 UP LATE.V1 DN,-0.3397246568266234,-1.4475280676191262,0.08333333333333333,0.2513077098021378,186,120,ZNF428;TSPAN17;MSRB2;NR0B1;HARS2;GPX2;ACACB;DNASE2;PDGFC;RPP40;ZCCHC10;PRMT6;MED11;ANKRD10;GEMIN2;DNAJC24;MYC;INTS6;ECH1;PPCS;CALML4;NAA10;PTGIS;CLTB;UXT;VPS33B;TAF13;ICAM1;HOOK2;GLI2;NTN1;RRP9;BCL3;RRP12;DHODH;LCK;CORO1A;RNPC3;ENDOG;DOC2A;NXF1;ETV4;MRAS;CAMKK1;CIRBP;QSER1;DAPP1;SLC27A2;NNAT;PHB;EDN1;XRCC5;RRP8;MRPL18;ARMC6;TUBB3;CCNB1IP1;KLF4;SOCS3;GFPT2;POLR3K;DDX49;PCOLCE;EGR1;EVC;WWP2;PASK;GPATCH4;PPP4R1;MAPK7;RIOK2;BHLHE40;ATG2A;EXOSC1;TTC27;INA;GYS1;MRPL19;VEGFC;CRCP;MDN1;RPP25;ZFP62;SFN;PPIL4;DIMT1;SLC4A3;TFEB;DDX27;WDR83;DBR1;PCOLCE2;TBCE;FAM169A;PHLDA2;NSUN4;SLC1A5;PIK3R4;TRMT1L;PIH1D1;POLA1;ATPAF2;PUS7;SYNCRIP;SMARCD3;SOCS2;LMNB2;BMS1;FAM129A;NEFH;PDSS1;STK4;TRAIP;SNTB2;WDR75;E2F8;ETAA1;POLE;MVK;ERCC6L,DDX27;WDR83;DBR1;PCOLCE2;TBCE;FAM169A;PHLDA2;NSUN4;SLC1A5;PIK3R4;TRMT1L;PIH1D1;POLA1;ATPAF2;PUS7;SYNCRIP;SMARCD3;SOCS2;LMNB2;BMS1;FAM129A;NEFH;PDSS1;STK4;TRAIP;SNTB2;WDR75;E2F8;ETAA1;POLE;MVK;ERCC6L
RB P107 DN.V1 DN,-0.34713509197286924,-1.4221726716773315,0.043478260869565216,0.2639402898670581,128,107,EIF3C;HIST1H2BC;PLEKHA7;SRI;KIAA1147;COA5;NFE2L1;COG6;APTX;ACP5;STAT6;ANXA4;UNC119B;TPRG1L;SLPI;BIN3;NIPSNAP1;PLK3;PDCD6;CAP1;BSDC1;RNF25;GBE1;HSD17B12;PPA2;KRT7;KRT18;DYNLL1;RBM8A;UBE2G2;POMP;GALNT11;ERCC3;PINX1;SYTL1;SERPINB1;CCDC90B;ACADVL;HIGD2A;AP3D1;DDIT4;S100A9;DAD1;GLRX;EDN1;PTPN9;PMM2;DGAT1;SPG11;LAS1L;CLIP4;SAR1B;COQ9;NME7;ANXA1;ARPC1B;NRBP1;COASY;BLCAP;STX7;POLR1E;PAFAH1B3;UBE3B;AKAP9;BDH1;CBR4;NUCB2;ELOVL1;TXN2;LACTB2;NMI;SLIRP;MOGS;POLR3G;TLR2;NFE2L2;ARL1;LPCAT3;POR;PGD;CRABP2;PHF8;S100A16;NSUN2;SCD;BCCIP;PEX3;PIK3R4;GNG12;NARS;SIGMAR1;RDH11;MYO1D;PEX19;UROS;LPGAT1;UBA5;GJB2;AARS;RSRC1;TDRD7;AIMP1;IARS;RARS;TARS;ELOVL6;MBNL3,NFE2L2;ARL1;LPCAT3;POR;PGD;CRABP2;PHF8;S100A16;NSUN2;SCD;BCCIP;PEX3;PIK3R4;GNG12;NARS;SIGMAR1;RDH11;MYO1D;PEX19;UROS;LPGAT1;UBA5;GJB2;AARS;RSRC1;TDRD7;AIMP1;IARS;RARS;TARS;ELOVL6;MBNL3
BCAT BILD ET AL DN,-0.42829181351030265,-1.4147602558933219,0.06666666666666667,0.2694327159822409,46,38,TNFAIP3;ISCU;ARHGEF18;IER5;PTHLH;TAF1D;IRAK2;SECISBP2;ANKRD28;FRYL;H2AFY;ATP10D;SHC1;ZNF281;STARD13;PUM1;ZSWIM6;PRPF38B;EFR3A;SMAD5;LSS;RIF1;SMURF2;COPB1;RAP1A;RASAL2;CLK1;LNPEP;ATP9B;SRSF1;ASH1L;IL1A;OSBPL10;ARHGAP29;CTBP2;ARPC2;GCLM;PRKDC,SRSF1;ASH1L;IL1A;OSBPL10;ARHGAP29;CTBP2;ARPC2;GCLM;PRKDC
CORDENONSI YAP CONSERVED SIGNATURE,-0.3696018899816896,-1.4223506021493972,0.04081632653061224,0.27650887509882277,57,45,GAS6;MARCKS;DUSP1;THBS1;GADD45B;MDFIC;SGK1;TNNT2;AMOTL2;ITGB5;TSPAN3;DAB2;SERPINE1;ASAP1;CRIM1;TGFB2;FSTL1;AXL;NDRG1;GLS;FSCN1;ANKRD1;ETV5;AGFG2;PDLIM2;STMN1;TGM2;HMMR;FGF2;FLNA;EMP2;ECT2;PHGDH;HEXB;CDC20;TK1;BIRC5;CDKN2C;DUT;DDAH1;SH2D4A;GGH;SHCBP1;TOP2A;CENPF,EMP2;ECT2;PHGDH;HEXB;CDC20;TK1;BIRC5;CDKN2C;DUT;DDAH1;SH2D4A;GGH;SHCBP1;TOP2A;CENPF
PRC2 EDD UP.V1 UP,-0.3366676840709595,-1.3923938812442964,0.0851063829787234,0.29910545068607386,193,146,PTK2B;DNAJB2;TGFBR1;NYNRIN;BBC3;PRICKLE3;SLC9A3R2;PLXNB1;JUP;PLA2G16;QTRT1;H1FX;PHKG2;CASKIN2;ARRB2;RAPGEF1;MAP3K6;LRRC20;FOSL2;GALK1;TRPM4;ARHGEF17;RIPK1;WIZ;TUT1;MICAL1;AP1G2;ENO2;PACSIN3;TSC2;TRMT2A;HS6ST1;TNK2;STXBP2;ERCC2;CDK18;AMDHD2;TUBGCP2;TCIRG1;FRS2;TBL3;SYMPK;SLC12A4;ALG12;CORO1A;CHST3;GPR176;THRAP3;SEMA3B;VARS;SIPA1;BTBD7;NDRG4;RASSF1;ABCB8;MRAS;ZNF446;PLXNB3;MCOLN1;RANGAP1;VAV2;INHBB;RAD54L2;ODF2;SLC35C2;USP20;ANKZF1;CUL9;RAD54L;ENST00000633391.1;TNFRSF10D;ATP13A2;ACY1;DDX31;EED;CLSPN;KIF23;IDH2;PACS1;PWP2;CLPB;ACAA2;GNAI2;PDCD1LG2;UTRN;BTBD2;MAPK7;BCKDK;TNS4;TACC3;XRCC3;FADS2;VAC14;EXOSC2;LSS;CHM;MICALL2;SP1;DUSP7;CAD;FER;ZWILCH;PEAK1;ENST00000630633.2;TAF1C;HP1BP3;PNPLA3;HMOX1;TOP3B;MVD;RECQL4;INSIG1;CDC45;TNIP1;MFHAS1;SCD;POLD1;ITPKB;HELLS;PRMT7;ZDHHC6;KLK8;FASN;SLC26A1;DBF4B;DCLRE1B;HIVEP3;PC;INCENP;CHAF1B;POLA2;ASF1B;MCM10;FBXL6;GLE1;MCM5;FKBP5;MCM2;MYBL2;CDCA8;PLK1;NUP188;ORC1;RNF19A;BUB1B;KIF4A,INSIG1;CDC45;TNIP1;MFHAS1;SCD;POLD1;ITPKB;HELLS;PRMT7;ZDHHC6;KLK8;FASN;SLC26A1;DBF4B;DCLRE1B;HIVEP3;PC;INCENP;CHAF1B;POLA2;ASF1B;MCM10;FBXL6;GLE1;MCM5;FKBP5;MCM2;MYBL2;CDCA8;PLK1;NUP188;ORC1;RNF19A;BUB1B;KIF4A
CAMP UP.V1 DN,-0.3205819062685519,-1.373106630404211,0.043478260869565216,0.3226199681601092,200,133,TMSB4X;DLG5;NYNRIN;JARID2;FAM189B;BAG6;SNN;SPOCK2;ZFP36;ITPA;RRAD;SMARCC1;ATP9A;PES1;MYH10;IQCK;HINT1;DAG1;RPL7;IL4R;MAP4K4;MYO15B;PINK1;ATP2B1;STXBP1;ARHGEF12;TSC22D1;USP38;ENO2;TLN2;PELI1;TTYH3;PAM;DEDD2;KCNN4;EIF4B;PHLDB1;TJP1;DYNLL1;EZR;CAPN12;CHST15;DCAF6;AKAP12;NDRG4;UBE2E2;FSTL1;CASP7;RASD2;SERPINB2;NDRG1;GLS;MPZL3;MFN1;TUBB3;TMBIM1;RERE;SERINC1;ENST00000619536.4;TANC2;MED4;HENMT1;ST13;BCR;ZMIZ1;OAT;ARHGAP5;ASAP2;ANXA1;ATP2B4;FUT8;PKIA;SRSF2;SLC13A4;RAB31;BZW1;NFATC2;CALM1;SNRPA;BIRC3;ABLIM1;LMBR1;TARBP1;UBTF;NCF2;ITSN1;CD83;USP36;RWDD2B;IDS;DNAJA1;BCL2L13;CLK1;NFKB1;MAP2;MYO5B;KLHDC4;ESYT1;INSIG1;DST;TSPAN5;RAP2A;GNAQ;MAPK1;MBD2;GNG12;PLS3;TIMP2;PALLD;TUBA4A;LRRFIP1;MAL2;ETS2;DDAH1;RNF138;TUBB4B;SYPL1;SEL1L3;PCYOX1L;UBTD2;EIF4E;TMEM97;ZCCHC14;ACAT2;CDCA7L;NPEPPS;HSP90AA1;HSPA8;SRRM1;ANKRD6;NAP1L1;ME1;GLO1,IDS;DNAJA1;BCL2L13;CLK1;NFKB1;MAP2;MYO5B;KLHDC4;ESYT1;INSIG1;DST;TSPAN5;RAP2A;GNAQ;MAPK1;MBD2;GNG12;PLS3;TIMP2;PALLD;TUBA4A;LRRFIP1;MAL2;ETS2;DDAH1;RNF138;TUBB4B;SYPL1;SEL1L3;PCYOX1L;UBTD2;EIF4E;TMEM97;ZCCHC14;ACAT2;CDCA7L;NPEPPS;HSP90AA1;HSPA8;SRRM1;ANKRD6;NAP1L1;ME1;GLO1
