Date Time,Elapsed,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,E,E,E,E,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA
12/6/22 11:02,308,4.91E-05,0.002123496,4.45E-05,0.013244,0.01289729,0.01000849,0.01150414,0.04429065,0.05314638,0.05815313,0.03089262,0.04025472,0.04693792,0.2539368,0.3577345,0.341458,0.2203756,0.3014735,0.4054956,0.2802071,0.3570481,0.3790038,0.4312475,0.3332237,0.3154334,0.4905696,0.6792631
12/6/22 14:40,311.6333333,4.88E-05,0.002157796,6.86E-05,0.01404421,0.01293762,0.00941376,0.01104162,0.04128329,0.04679602,0.05947764,0.04136075,0.032949,0.04591324,0.2557666,0.3616704,0.3307606,0.2329705,0.2967882,0.4026906,0.2865623,0.3488277,0.3821541,0.4415515,0.3303277,0.3128552,0.4991938,0.7261213
12/6/22 18:40,315.6333333,3.78E-05,0.001075868,9.17E-05,0.009207175,0.00531054,0.00836309,0.01319535,0.1047413,0.0732928,0.04710706,0.0429735,0.01636046,0.03676287,0.2412869,0.3841048,0.3861367,0.2214472,0.2782954,0.3433238,0.3008237,0.3190671,0.3301148,0.4689043,0.2697102,0.2613391,0.597307,0.7073725
12/6/22 22:40,319.6333333,5.04E-05,0.001050039,5.05E-05,0.01018219,0.01266828,0.005626481,0.01317654,0.06885637,0.07542276,0.07978953,0.04485284,0.07978953,0.0395011,0.2570592,0.3649576,0.4279471,0.2064337,0.2979554,0.35404,0.3206913,0.3478,0.3442196,0.4837314,0.306869,0.2831275,0.6753744,0.6494657
12/7/22 2:40,323.6333333,6.52E-05,0.001080647,5.81E-05,0.01041491,0.01459528,0.009103326,0.01574134,0.06869627,0.07878877,0.02985207,0.03883726,0.01095324,0.0512736,0.231921,0.386445,0.3955842,0.2132568,0.3155701,0.3741482,0.3561012,0.3837563,0.3618785,0.4873169,0.3489257,0.3089038,0.6198205,0.6971411
12/7/22 6:40,327.6333333,5.37E-05,0.001071662,6.88E-05,0.007827444,0.01711856,0.009242958,0.01377909,0.05985655,0.06459852,0.03055845,0.05771454,0.06320713,0.05752347,0.2463893,0.3609639,0.3569161,0.2272798,0.3091259,0.3767048,0.3437948,0.3914481,0.3601628,0.4891867,0.3556979,0.3236855,0.7258316,0.6845037
12/7/22 10:40,331.6333333,5.50E-05,0.001205394,9.00E-05,0.007854306,0.007508988,0.008478731,0.0168378,0.06396753,0.05754688,0.05754688,0.04346208,0.01499404,0.07366149,0.2412329,0.3597556,0.3601862,0.2310443,0.3022766,0.3711101,0.330744,0.378485,0.3590199,0.4638612,0.3436053,0.3195898,0.5822546,0.6471979
12/7/22 14:40,335.6333333,6.15E-05,0.001238152,8.54E-05,0.009098518,0.006859676,0.007157508,0.01030658,0.05382474,0.0608486,0.0242328,0.04384916,0.04384916,0.08307748,0.2404572,0.3755944,0.3741192,0.2258166,0.3007004,0.3718894,0.3194857,0.3686497,0.3645607,0.4650272,0.3379707,0.3233283,0.6468489,0.6497383
12/7/22 18:40,339.6333333,6.58E-05,0.001216601,9.47E-05,0.008173699,0.007250188,0.007864304,0.01047645,0.04988074,0.05805662,0.02444513,0.03954007,0.03954007,0.06250441,0.2481908,0.3672943,0.3444396,0.2280819,0.2980124,0.3742777,0.3163958,0.3696348,0.3667392,0.462535,0.3452241,0.3263744,0.6993012,0.6205285
12/7/22 22:40,343.6333333,8.43E-05,0.001233571,9.23E-05,0.008698703,0.01302337,0.006664419,0.01136087,0.05781267,0.05603352,0.05918662,0.03806612,0.03806612,0.0571825,0.1506469,0.3142087,0.2897622,0.2326503,0.3023146,0.3809143,0.3355696,0.3799903,0.3740037,0.4558553,0.3599346,0.3300292,0.7023189,0.608978
12/8/22 2:40,347.6333333,5.98E-05,0.001202799,0.000135343,0.008812972,0.01194841,0.007019853,0.01120484,0.05753699,0.05378424,0.05378424,0.03795261,0.00878758,0.07260077,0.1496941,0.31275,0.2627224,0.2318768,0.3088859,0.3906266,0.3251528,0.3926184,0.3812365,0.4641602,0.358584,0.3336222,0.7492729,0.6087138
12/8/22 6:40,351.6333333,5.83E-05,0.001285848,0.0001205,0.008115185,0.010295,0.01063595,0.01111185,0.06695587,0.05496585,0.05496585,0.0388326,0.01922308,0.08217537,0.141662,0.3013496,0.3029284,0.2374344,0.3181021,0.3802655,0.3096839,0.3979585,0.3781332,0.4693277,0.3648224,0.3328281,0.6594619,0.7778004
12/8/22 10:55,355.8833333,5.21E-05,0.000471856,0.000107554,0.007621402,0.004845204,0.004301292,0.00623215,0.06327213,0.05465624,0.05465624,0.06841793,0.0757372,0.06437658,0.1373338,0.3126946,0.3003489,0.24189,0.2654061,0.388464,0.296289,0.3425798,0.3775489,0.4341836,0.3209447,0.3104807,0.6130884,0.6120512
12/8/22 14:54,359.8666667,5.73E-05,0.000460283,0.000159158,0.008732889,0.005657867,0.002482127,0.003894064,0.05220291,0.04821998,0.01174631,0.06196433,0.06178283,0.07603719,0.1427203,0.3046042,0.2985227,0.2295922,0.2878811,0.4223043,0.3031939,0.3579319,0.4024077,0.4422637,0.3417182,0.3182137,0.5408227,0.6405355
12/8/22 18:54,363.8666667,4.13E-05,0.000454579,9.73E-05,0.008495395,0.005920821,0.00241403,0.0053662,0.06680312,0.05491821,0.008745776,0.02841499,0.05997996,0.07405747,0.1503709,0.2940405,0.3071941,0.2219088,0.3164127,0.4275393,0.3249369,0.3952884,0.4032931,0.4568979,0.3925386,0.345347,0.5256591,0.5042132
12/8/22 22:54,367.8666667,5.57E-05,0.000520205,0.00012114,0.007748313,0.006385038,0.001941114,0.004899274,0.05547727,0.03660504,0.006077094,0.0331986,0.0566049,0.09008363,0.152104,0.2896888,0.3083272,0.2139368,0.3238274,0.4192898,0.3407061,0.3994166,0.3942113,0.4339491,0.4136356,0.3610076,0.536601,0.4708525
12/9/22 2:54,371.8666667,4.70E-05,0.000518507,0.000145351,0.009591019,0.006053429,0.001743768,0.004310843,0.05478726,0.0551129,0.003538103,0.04444041,0.06162375,0.09991073,0.1469277,0.2956497,0.3048084,0.2250279,0.3315559,0.4082558,0.3451018,0.4004449,0.3834368,0.4281007,0.4142947,0.3650865,0.5358565,0.4723941
12/9/22 6:54,375.8666667,5.41E-05,0.000462695,0.000171387,0.007726955,0.007420415,0.001873451,0.02180393,0.05604572,0.05571268,0.01047518,0.02862204,0.05437748,0.08394949,0.1499106,0.2929323,0.2975248,0.2211924,0.3375348,0.3972171,0.324662,0.4005176,0.3808102,0.4145116,0.4107999,0.3684184,0.5008913,0.4323612
12/9/22 10:55,379.8833333,4.92E-05,0.000526779,0.000220932,0.007106819,0.00806318,0.001899078,0.008263585,0.04432524,0.0920691,0.008409448,0.04537778,0.05889297,0.07961079,0.1547738,0.2881984,0.3003165,0.2340424,0.3273938,0.3827097,0.3202932,0.3988763,0.3659048,0.3975447,0.4101333,0.3718802,0.4785938,0.4108714
12/9/22 14:54,383.8666667,5.53E-05,0.000513376,0.000187514,0.008614243,0.006693207,0.001813699,0.007622975,0.05231223,0.07593665,0.009738341,0.0567946,0.06033055,0.04125233,0.2334341,0.2935562,0.2944338,0.226107,0.3240215,0.3721643,0.3167457,0.3883162,0.3551467,0.3912711,0.4187856,0.3622535,0.5784923,0.4034514
12/9/22 18:54,387.8666667,0.000959654,0.00383116,0.000690629,0.0155076,0.008465212,0.001931577,0.01037543,0.1077323,0.08584484,0.05938495,0.05135975,0.1123177,0.1123177,0.1982046,0.2824925,0.3211036,0.228939,0.3621241,0.484364,0.3111136,0.3993273,0.4673197,0.3500468,0.3985997,0.334698,0.4255728,0.4461256
12/9/22 22:54,391.8666667,0.004968644,0.0101003,0.001401827,0.01761704,0.01651022,0.001716849,0.01400612,0.1234645,0.06929723,0.07545789,0.1219738,0.09897351,0.01679528,0.1468848,0.2956021,0.2937599,0.2071166,0.383614,0.4964964,0.3854437,0.4261642,0.4754424,0.3961093,0.4359387,0.365343,0.4368159,0.4200818
12/10/22 2:54,395.8666667,0.007670411,0.02654331,0.003042145,0.02157885,0.03253105,0.001470011,0.01331943,0.1219845,0.06951295,0.06766251,0.05741898,0.09270113,0.09270113,0.1467076,0.3056374,0.300007,0.2165821,0.3899447,0.4922206,0.3932844,0.4335164,0.4767966,0.4071906,0.440066,0.3903866,0.4746127,0.3806213
12/10/22 6:54,399.8666667,0.01129932,0.05055952,0.003817793,0.02701998,0.04631264,0.001251375,0.02210896,0.1649295,0.0798803,0.08081438,0.03464087,0.1005385,0.05918371,0.1515988,0.2738172,0.2830814,0.2322555,0.3981839,0.4892186,0.3725536,0.4503132,0.4659967,0.3600752,0.4459823,0.4072573,0.4283485,0.3956437
12/10/22 10:55,403.8833333,0.01770307,0.07067435,0.005112425,0.03189635,0.0575938,0.001240027,0.02245589,0.08579843,0.07965498,0.05554063,0.0382607,0.1039813,0.07631041,0.1650702,0.2630146,0.2758252,0.2321133,0.3817352,0.4658884,0.3536023,0.4287209,0.4573998,0.3331532,0.4504319,0.3886779,0.427231,0.340437
12/10/22 14:54,407.8666667,0.02871816,0.103395,0.006514733,0.03211758,0.06906231,0.001104677,0.03792489,0.1480355,0.09135307,0.07796632,0.02201028,0.1150958,0.07031414,0.1583898,0.2652425,0.2739662,0.2228041,0.4015918,0.4616285,0.3355953,0.4512994,0.4533206,0.312454,0.4729607,0.4158081,0.3968348,0.3828682
12/10/22 18:54,411.8666667,0.04196574,0.1218191,0.008147206,0.03376986,0.06948212,0.001413004,0.04266329,0.1262137,0.07650618,0.05320349,0.03978746,0.1025201,0.06512403,0.2162686,0.4134234,0.374401,0.2516709,0.3897527,0.453392,0.3428133,0.4601984,0.4403008,0.321493,0.4819194,0.426331,0.3899092,0.3771487
12/10/22 22:54,415.8666667,0.0583494,0.1331947,0.007958175,0.03356199,0.07679774,0.001167328,0.03312834,0.10622,0.06900272,0.05611612,0.0398885,0.08937332,0.053865,0.2755858,0.3553315,0.3603773,0.2524943,0.3992755,0.4410002,0.3562723,0.4736175,0.4311075,0.3242234,0.5122549,0.4480495,0.3689382,0.3381445
12/11/22 2:54,419.8666667,0.0760941,0.1424506,0.009578725,0.0314671,0.08112323,0.001224042,0.04150629,0.08812976,0.08064528,0.05279337,0.06094353,0.07337134,0.05598381,0.2400563,0.366519,0.3423118,0.2629992,0.4092438,0.4304628,0.3490604,0.4898588,0.4237525,0.2937523,0.5373003,0.475242,0.3761714,0.3402081
12/11/22 6:54,423.8666667,0.09250871,0.1535434,0.01188131,0.03002712,0.0806209,0.000882726,0.03462863,0.0921215,0.09115633,0.06675063,0.04600264,0.09113047,0.04038437,0.2299749,0.3360991,0.330185,0.2740038,0.4218625,0.4245923,0.3458367,0.5137742,0.4204874,0.2425545,0.5490826,0.4864707,0.3567303,0.2769842
12/11/22 10:55,427.8833333,0.1165791,0.1580572,0.01699175,0.02695172,0.08524428,0.000809003,0.03908675,0.1208434,0.08408018,0.0708855,0.0311378,0.09084452,0.05531954,0.2203388,0.3189787,0.3064282,0.2860571,0.4334149,0.4147962,0.371185,0.5190923,0.417701,0.2126478,0.5658921,0.4993463,0.3087597,0.2429747
12/11/22 14:54,431.8666667,0.1410687,0.1623163,0.01950849,0.02537808,0.09494358,0.000780994,0.03218785,0.09350842,0.06898851,0.05249089,0.0356783,0.07848414,0.035238,0.2308238,0.3037832,0.2972715,0.2679266,0.4442582,0.4105376,0.4035754,0.524179,0.4144092,0.1887369,0.5707073,0.5028771,0.275553,0.2190574
12/11/22 18:54,435.8666667,0.1631154,0.1651458,0.02169293,0.02683389,0.0891584,0.000668618,0.03981533,0.1206049,0.07291361,0.04603033,0.03258593,0.06615747,0.04637165,0.2982121,0.270841,0.3076127,0.2674104,0.459078,0.4094148,0.4510022,0.5286028,0.4122801,0.184894,0.590053,0.5088008,0.2661255,0.2389361
12/11/22 22:54,439.8666667,0.1836007,0.1668744,0.02371985,0.02673582,0.09816615,0.000605262,0.03657784,0.1234203,0.06084716,0.05149513,0.0162439,0.0660056,0.02946667,0.2504002,0.2797286,0.2688115,0.2650291,0.477299,0.4040917,0.4931613,0.5495209,0.4077028,0.1826145,0.5925268,0.5191218,0.2569065,0.1715624
12/12/22 2:54,443.8666667,0.2061908,0.1653751,0.02691686,0.02682507,0.09871428,0.000541531,0.03682062,0.08303821,0.06669641,0.04073462,0.0247035,0.06731589,0.04527707,0.2176907,0.267483,0.256898,0.2550824,0.4920023,0.3966702,0.5425456,0.5870283,0.4092192,0.1657931,0.5881422,0.5262991,0.245003,0.2671393
12/12/22 6:54,447.8666667,0.2254752,0.1628622,0.03029261,0.02802108,0.09827711,0.00055065,0.03530432,0.1218247,0.05720953,0.05080618,0.02133679,0.06419383,0.05196746,0.2179312,0.2530532,0.2402739,0.2542202,0.5341018,0.4039062,0.5702257,0.6055361,0.4133998,0.1666923,0.5951406,0.5361506,0.2450723,0.2120838
12/12/22 10:55,451.8833333,0.2441237,0.1601375,0.03234598,0.02787169,0.1002111,0.000518114,0.03865378,0.09559047,0.06282467,0.04600149,0.0219923,0.07193165,0.03223468,0.1795453,0.2437674,0.2364225,0.2519733,0.5583162,0.4036644,0.6028432,0.6083931,0.414273,0.1730906,0.5858539,0.5384032,0.2542223,0.2724918
12/12/22 14:54,455.8666667,0.263061,0.1559511,0.03657234,0.02591695,0.09725836,0.000445251,0.03551123,0.06726154,0.06844851,0.0586027,0.02742289,0.06405672,0.03270455,0.1468115,0.2355007,0.2270212,0.2491022,0.5619474,0.4071595,0.6384535,0.6034045,0.420335,0.1861474,0.5817064,0.5287791,0.2554697,0.3093786
12/12/22 18:54,459.8666667,0.281258,0.1510436,0.03900251,0.02530124,0.09485661,0.000393139,0.03409322,0.1106315,0.06601652,0.04159909,0.01259445,0.06079013,0.03268071,0.140487,0.253273,0.2259587,0.2554485,0.559896,0.4043337,0.6433603,0.6003028,0.4290418,0.1906434,0.5999019,0.5218091,0.2819525,0.2999949
12/12/22 22:54,463.8666667,0.3013127,0.1414111,0.04282834,0.02347773,0.09825445,0.000361365,0.03541869,0.06935195,0.05904024,0.04232621,0.00955997,0.05868001,0.04750504,0.1241338,0.2362042,0.2121372,0.2341516,0.5560802,0.4099172,0.6661486,0.5848132,0.479515,0.206939,0.6166548,0.5131714,0.3188163,0.3325694
12/13/22 2:54,467.8666667,0.3274474,0.1211573,0.04760107,0.02054086,0.09933738,0.000340947,0.02025669,0.1106615,0.0827404,0.03711301,0.01164234,0.05832113,0.04691509,0.1332784,0.2226122,0.2198073,0.2327536,0.5454165,0.4118631,0.6857882,0.5773177,0.5392584,0.222115,0.6561664,0.5061275,0.3588516,0.3844267
12/13/22 6:54,471.8666667,0.3610442,0.09567498,0.05316027,0.0190186,0.1005867,0.000324228,0.02102876,0.07663073,0.08302242,0.03904729,0.01103996,0.05741034,0.04334085,0.1182164,0.2149638,0.2017513,0.2373358,0.539812,0.4229779,0.6982084,0.5800265,0.6092972,0.2363849,0.7164297,0.5080037,0.4002588,0.4630254
12/13/22 10:55,475.8833333,0.408561,0.1017053,0.05935325,0.01752802,0.09631568,0.000274124,0.0168398,0.1102589,0.0735146,0.05365286,0.008536845,0.06322811,0.0289294,0.112601,0.202991,0.1938075,0.248276,0.5369023,0.4253598,0.7054279,0.5839127,0.6373218,0.2433294,0.7891514,0.5143392,0.4524299,0.07745126
