Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,RPS14 DN.V1 UP,0.6048955974002203,2.259055073131314,0.0,0.0,0.0,52/192,12.09%,CAPG;MS4A6A;ITGAX;AIF1;CD14;ITGB2;HCK;CASP1;IGSF6;SASH3;TYROBP;ITGAL;NCF2;KCTD12;LPXN;PYCARD;CDCP1;PLAU;DMXL2;MYO1F;F13A1;ARHGAP25;TGFBI;PTPN22;CD300A;SIRPA;TNFAIP2;IFI16;MARCKS;RAB31;CLEC5A;CSTA;ANPEP;KMO;EVI2B;RASAL2;PILRA;SFXN3;CDC42EP3;TM6SF1;GJA1;GPNMB;ITGAM;HLA-DMA;CROT;HLA-DMB;PADI2;LY96;TRIM22;SDC4;PTPRG;SPP1
gsea,CORDENONSI YAP CONSERVED SIGNATURE,0.6241571395101312,1.9878660383368365,0.0,0.01867004725135416,0.02,26/57,24.25%,AXL;DAB2;ITGB2;MARCKS;FSCN1;CTGF;FSTL1;FLNA;TK1;THBS1;BICC1;ASAP1;CDKN2C;CYR61;ITGB5;GAS6;AMOTL2;SHCBP1;CRIM1;SLIT2;TGM2;CENPF;SERPINE1;TGFB2;MDFIC;NDRG1
gsea,SNF5 DN.V1 UP,0.5054710142505994,1.977751066505272,0.0,0.012446698167569438,0.02,38/177,13.35%,FCGR1A;AIF1;PLEK;ITGB2;C1QC;WAS;GBP1;LCP1;TAPBP;PSMB9;EVL;MMP14;SEMA4D;PTPRC;CORO1C;CXCL10;IFI44L;SPI1;CD53;ERAP1;FNBP1;SLC2A3;ANPEP;TAP2;DENND4C;POFUT2;VAMP5;IFIT2;PSMB8;CSF1R;IFIT1;OASL;C1QTNF3;ABCE1;CD48;USP15;PPP4C;TF
gsea,STK33 SKM UP,0.4695755564690678,1.9557816429010297,0.0,0.01867004725135416,0.03,52/290,17.16%,CYTH4;CYBB;ANXA1;GBP2;TYROBP;MAFB;LGALS1;NCF2;LPXN;VSIG4;PLAU;GLIPR1;GBP3;ASPH;RHOC;TNFAIP2;IFI16;CD86;RTN1;CD53;HMOX1;KMO;C5AR1;OSBPL11;TNFRSF21;PLXNB2;AMN1;SNX16;FCHSD1;JUNB;CD101;FCHO2;RIT1;KITLG;PALLD;UPP1;FGL2;BCL3;LY96;MILR1;NOV;TMOD2;CD58;FAM20C;PTPRO;TFPI;CTSK;RAB7B;ERRFI1;RGS1;MPEG1;NLRC4
gsea,EGFR UP.V1 UP,0.46833410826945127,1.919393838692712,0.0,0.022404056701624986,0.04,57/193,22.71%,TNFAIP8;GBP2;GBP1;TNS3;PSMB9;VAV3;ASPH;TAP1;RCAN1;ARAP2;PSMB10;SDCBP;RHOQ;IFIT3;ICAM1;CTGF;HK2;TNFRSF21;COTL1;COL5A2;FHOD1;MAP3K5;SNX16;JUNB;GJA1;ATXN1;LOXL2;PAPSS2;SAMD4A;BCL3;CASP7;TAF1A;CYR61;WNT5A;IDO1;SLC4A7;MMP1;NFKB2;EXT1;TFPI;SLC9A6;INHBA;FNDC3B;ETHE1;MPZL2;DUSP6;FADS3;SOD2;NT5C2;ANGPTL4;ITGA3;SPTLC2;PTPRE;PHLDA1;TGFB2;GLRX;ELL2
gsea,STK33 UP,0.43607292866502656,1.8634112412416193,0.0,0.03422841996081595,0.06,52/293,14.57%,LRRC25;LIMK1;HAVCR2;ANXA1;TYROBP;MAFB;DOCK4;NCF2;SAMD9L;VSIG4;PLAU;NCEH1;GLIPR1;GBP3;ASPH;RHOC;IFI16;GPRIN3;ZEB2;JUN;RTN1;HMOX1;KMO;ICAM1;C5AR1;PPP3R1;AMN1;SNX16;JUNB;GJA1;CD101;FCHO2;ATXN1;RIT1;KITLG;RNF149;ABCA1;UPP1;FGL2;DAPK1;BCL3;LY96;MILR1;WNT5A;NOV;SYNJ1;MMP1;WBP2;FAM20C;ZFP36L1;PTPRO;TFPI
gsea,BRCA1 DN.V1 UP,0.5240694210009439,1.825326462435701,0.024390243902439025,0.040007244110044624,0.08,18/141,21.38%,TNC;VAV1;DENND1C;ARHGAP15;FCGR2C;CILP;CD3D;HMGA2;LGALS9;THBS2;USP9Y;RCN3;WDR25;HAAO;TRPA1;LRMP;FCGBP;GJA5
gsea,VEGF A UP.V1 UP,0.4500417873882801,1.8234218381007863,0.0,0.035006338596289044,0.08,39/196,18.09%,UBA7;NFKBIE;UBE2L6;NCF2;TRAF1;MYO1F;PTPRC;IRF5;OPTN;KIAA0930;PPP6R2;APOBEC3G;FCGR2B;PTPRJ;RELB;SH3BP2;DENND3;ICAM1;ITGB4;TRAF5;EMILIN1;TXNIP;PSMB8;CD5;HLA-DMA;PLTP;RGS3;SDC4;NFKB2;ENO2;PKD1;ME3;MMP2;ZCCHC24;PLA2G4C;ENPP2;CLIP2;IL32;LCAT
gsea,STK33 NOMO UP,0.4225991598150485,1.8077183687232201,0.0,0.03526564480811341,0.08,53/294,14.52%,DAB2;LRRC25;LIMK1;HAVCR2;C1QC;DOCK4;SAMD9L;PLAU;NCEH1;GLIPR1;SEMA4D;GBP3;ASPH;LACC1;IFI16;GPRIN3;ZEB2;JUN;HMOX1;KMO;ICAM1;LAMB3;C5AR1;MAP3K8;NRAS;PPP3R1;RAB8B;SIGLEC9;JUNB;TM6SF1;GJA1;GPNMB;FCHO2;RIT1;KITLG;RNF149;IRS1;ABCA1;UPP1;DAPK1;BCL3;HSD11B1;UBE3C;LY96;WNT5A;SDC4;SYNJ1;CAMK2D;STK17B;MMP1;WBP2;ZFP36L1;PTPRO
gsea,RAF UP.V1 UP,0.40494451641387674,1.769534404125128,0.020833333333333332,0.04480811340324997,0.12,53/196,23.99%,TNFAIP8;SKAP2;KCTD12;PSMB9;TBC1D2B;ASPH;OPTN;BLNK;MICAL2;NMI;RCAN1;PSMB10;SDCBP;ERAP1;C1GALT1;CORO1A;CD44;FCHSD2;NPL;TNFRSF21;MALT1;COTL1;PRKCH;MAP3K5;FAM49A;CDC42EP3;PKD2;BPGM;UPP1;CAST;SGCE;NTAN1;VTN;HEG1;PYGL;CRIM1;HERC5;MPZL2;TBC1D2;ITGA6;ACSL4;ANGPTL4;TES;PGM1;GJA5;GLRX;MORC4;HPGD;ME2;STS;NPC2;PTMS;KCNN4
